WT100_0A,WT100_0B,WT205_0A,WT205_0B,WT205_5A,WT205_5B,WT205_10A,WT205_10B,WT205_20A,WT205_20B,WT205_30A,WT205_30B,WT205_40A,WT205_40B,WT205_50A,WT205_50B,WT205_60A,WT205_60B,WT205_70A,WT205_70B,WT205_80A,WT205_80B,AD205_0B,AD205_0A,AD205_50A,AD205_50B,AD205_60A,AD205_60B,AD205_70B,AD205_70A,AD205_80A,AD205_80B
SYNPCC7942_RS00075,219.746821182749,229.535538100084,160.388466798142,185.820729289547,319.93460258875,321.948122672432,240.204478493524,188.792495164899,143.014222631432,135.547856302275,110.129556485417,97.707319222463,88.0558787562916,79.4886051963353,78.512686792184,89.4545311664108,110.230282579068,91.9877973301001,111.264254756083,113.795260436013,96.8047564720378,118.521789554452,129.219516737531,147.951258236862,78.446040306981,99.6599275356431,119.665699017352,86.08827473569,91.7352443924595,77.928064711684,90.6061283130689,96.9174828704974
SYNPCC7942_RS00080,285.41828498449,261.813973145408,222.076338643581,227.114224687224,245.832102724444,269.265702598761,208.764101727356,165.675046777361,167.37960870938,156.486143048155,172.635520977141,182.052953764931,155.708566093442,150.927731385447,93.8073660374146,101.793087189364,117.633809020946,137.113886586376,85.3534009087762,96.4484219549134,65.3047960327239,77.6522069494685,269.457751956557,226.34334282505,190.375146598649,215.05563310323,201.935867091781,199.021280302939,192.813893306373,170.878406958151,150.423766422668,147.647727810523
SYNPCC7942_RS00085,94.7184574063572,71.7298556562762,75.3962878110922,66.528409251813,56.4590475156618,62.9262239768844,62.880753532336,69.3523451626161,62.5025121129962,40.7745583998713,73.4197043236117,84.3456345424681,53.6926089977388,56.3463530505668,60.1590716979072,42.1567330784235,52.6472991422415,45.1260892562755,66.3013024916386,56.2037566787625,66.0730877507559,81.7391652099668,76.1293276903285,75.0797429858703,62.1828368287044,74.4826826845333,54.2235198672374,72.2030691331593,73.8978357605924,65.7224642146733,58.0582958122577,66.6307694734669
SYNPCC7942_RS00090,58.0939872092324,71.7298556562762,63.0587134420044,58.4991184800424,96.4508728392556,57.0726217464766,89.2906700159171,80.9110693563854,57.2056890525728,70.5289658808585,78.3804951562881,96.0371086374637,47.2494959180101,81.5009749481412,48.9429735847381,56.5517151052023,68.2769660750944,55.5398021615699,41.9146165177026,67.3057333066662,59.1584622884675,40.8695826049834,94.1599579327747,100.474361936973,66.0094729412401,84.9732013724957,62.637514329395,63.871945771641,57.7592279508079,42.2501555665757,58.0582958122577,54.5160841146548
SYNPCC7942_RS00095,2096.43519059404,2032.34591026116,2600.4865086844,2568.22600542775,2054.87408353877,2239.002853131,2282.5713532238,2280.92157423715,2501.15984913193,2518.10448496503,2585.56418199097,2461.89040228907,2688.92585860676,2917.93614011864,2148.3926113134,2272.35073422722,1864.04343525499,1651.44130489793,1271.15600639142,1610.48048458528,1004.92556718592,990.678682344797,3041.16630089259,2445.61221637798,2434.69722660081,2211.40133942248,2101.62883899224,2196.63952632035,2048.7537914316,2027.06857484971,1822.67862004542,1970.90787431175
SYNPCC7942_RS00100,1731.45340138821,1665.32814881988,2902.07165992877,2705.87099008667,1640.84106842392,1636.08182339899,1880.13453061685,2151.20700272929,2372.97673106969,2474.02388128949,2862.37631045432,2808.45909867644,2619.1254669097,2751.91563559465,2199.37487546417,2176.72692504933,1933.96562942828,1601.97616859778,1662.10506591108,1873.45855595875,1844.66841499494,1627.42677933044,2839.82426318528,2271.16222532258,2795.3576802073,2556.53940425644,2295.15071162186,2650.22290933635,2361.33314269479,2468.34797743394,2205.33556971712,2379.77850517167
SYNPCC7942_RS00105,122.502538245555,120.745257021398,148.050892429054,149.115400047167,170.553372703562,127.315848511371,164.74757425472,154.116322583591,155.726597976448,175.220399610258,193.470842474382,165.350847914937,154.634713913488,173.063798655312,180.477215093722,178.909062332822,143.957458592067,124.964554863532,102.119247515857,140.162454927284,119.085216294967,78.4695986015681,193.328424266229,178.866446525162,230.554825780273,168.897350876195,184.172989893893,166.622467230368,145.247470288061,148.344990655977,147.784752976656,153.705070489929
SYNPCC7942_RS00110,85.8780680484305,76.5118460333613,91.8463869698759,82.586990795354,91.7459522129505,93.6576356865257,81.7449795920368,66.7837397862229,67.7993351734196,69.4269507889701,83.3412859889646,68.4786339849741,55.8403133576483,70.4329413132085,84.6305584902762,61.6927801147661,83.0840189588499,64.2178962493152,63.2529667448966,78.4077099345699,50.707253390115,51.4956740822791,85.1446428115516,67.3509459137954,65.0528139131062,74.4826826845333,77.5957267065639,91.6423569767022,74.7472361716337,50.7001866798908,51.0209266228931,51.4874127749517
SYNPCC7942_RS00115,728.700665646241,679.042633546081,737.512778952138,656.107760207535,431.676467463498,602.921029732009,477.893726845754,463.63327043897,478.832804662276,513.539032820001,530.804619096382,514.424860179805,499.341263678971,495.042958944265,511.861932073719,423.623756788061,524.82776332422,484.237650096188,430.577424227308,414.936376467901,298.097186596434,276.278378409688,557.947835835697,581.868008140495,538.599032839394,566.488009149971,558.128299323116,550.779822233716,453.57981949605,491.040696918202,488.217487512167,458.843707965011
SYNPCC7942_RS00120,889.09058685434,844.021301555517,796.458967604446,737.547709464064,537.537181555364,494.629388469464,450.226195291526,562.524577430108,607.015922724522,636.964723111503,759.000997399499,660.56828636725,614.243446934132,603.710925541787,560.804905658457,575.79928107115,667.139993818091,584.035732105258,579.945875817667,532.201004600134,368.780024655382,400.521909528837,717.218402977305,658.051864993804,736.627451663114,715.453374519038,728.277965113413,745.172700669145,658.285318557001,659.102426838581,623.686844407435,693.565736791997
SYNPCC7942_RS00125,202.066042466895,179.32463914069,204.255397888231,157.144690818938,190.549285365359,200.485876391469,196.187951020888,148.979111830805,167.37960870938,182.934505253477,247.047383467288,218.797586634917,171.816348792764,207.274084436014,148.868211320245,175.824423327083,223.751021354526,201.331782835691,208.810998651827,226.202773793538,324.987396727555,429.948009004425,296.503697320227,195.428154536751,239.164757033479,243.380033560728,217.828967742523,237.899855990025,236.98271468052,255.378718091302,251.585948519783,243.808042846095
SYNPCC7942_RS00130,344.77518495914,350.280795121482,307.06851763063,311.995298560226,369.336269164954,384.874346649316,344.586529357201,353.183239254063,333.699852806675,330.604527566524,395.871108447582,404.190961569847,382.2913760639,381.344067967229,427.231373583443,392.777366730677,430.227147678005,455.599939606628,515.168741199399,555.098831395185,794.413636445135,902.400383918033,322.54794100376,335.650615701538,290.82434455271,295.832627000541,375.82508597637,353.60990267778,398.368792778366,414.051524552442,431.918533997251,457.329372295159
SYNPCC7942_RS00135,364.98178920583,388.536718138163,445.523518883726,466.845906301515,438.733848402955,501.946391257473,505.561258399982,464.917573127167,586.887995094913,613.822406181847,688.557767575493,610.461968817269,723.776369289519,742.564438416398,943.171886789223,806.11899349961,1061.17212333581,946.780064973012,1160.65383557202,1051.91228549388,1515.83955967723,1418.17451639292,524.891680391212,387.543967471183,777.763789872873,809.8680427107,791.850367716381,858.105706236394,953.876661599371,1045.92607335923,1158.52690279914,1314.44336143112
SYNPCC7942_RS00140,104.821759529702,95.6398075417016,78.1379710042228,97.4985308000707,174.082063173291,125.852447953769,142.110502983079,127.145966131463,148.311045691855,159.79218832382,84.3334441554999,125.265793874953,112.754478895251,101.624672466201,147.84856603723,183.021914340473,124.214721413726,131.907030133728,121.93342986968,102.693283808109,145.975426426089,150.400063986339,109.185483134813,104.890817406731,100.449197954061,95.4637200604581,98.1632687251712,93.4937177237063,101.078648913914,92.9503422464665,85.3281014210454,85.559965346611
SYNPCC7942_RS00145,53.04233614756,37.0604254224094,35.6418815106981,53.910952324745,57.6352776722381,67.3164256496903,67.9112138149229,61.6465290334365,57.2056890525728,42.9785885836481,57.545173659047,55.1169493049791,65.5049829772413,71.4391261891115,80.5519773582147,77.1159751434576,64.9865098787043,65.0857056580897,43.4387843910736,44.4079065116148,62.2316291605957,50.6782824301794,71.120819289649,44.1645546975707,45.9196333504279,27.2753485887023,37.3955309429224,46.2840186751021,33.9760164416517,51.6390790258147,54.5396112175754,46.9444057653972
SYNPCC7942_RS00150,66.9343765671591,66.9478652791911,52.0919806694819,59.6461600188668,58.8115078288144,73.1700278800982,61.6231384616893,92.4697935501547,74.1555228459277,60.6108300538628,57.545173659047,58.4573704749779,61.2095742574222,74.4576808168204,90.7484301883685,68.8902711281555,74.0352644187771,66.8213244756388,38.8662807709606,63.1424920712023,45.3292113638907,47.4087158217807,62.1055041684259,58.5180349742812,50.7029284910975,50.3544897022197,54.2235198672374,55.5408224101226,59.4580287728904,46.9446172961952,43.103886284858,49.2159092701744
SYNPCC7942_RS00155,204.591867997732,157.805682443808,138.455001253096,150.262441585991,201.135356774545,147.803456317798,184.869415385068,138.704690325232,170.557702545634,201.66876181558,203.392424139735,253.872008919904,207.253470731272,173.063798655312,164.162890565476,176.852636328996,196.604757734308,190.918069930397,179.089725121093,201.917199919999,202.060721842428,203.530521372817,239.40670155248,230.759798294807,268.82118690563,244.429085429525,258.964051779737,259.190504580572,236.133314269479,255.378718091302,241.909565884407,241.536539341318
SYNPCC7942_RS00160,239.953425429438,217.580562157371,244.009804188626,199.585227755439,250.537023350749,207.802879179479,236.431633281583,253.007629574729,263.781788409086,275.503772972103,328.404353123182,343.22827521737,271.684601528558,295.818353515476,254.911320753844,268.363593499233,279.688776693158,313.279196567605,269.015629649982,296.977874796424,282.731352235793,293.443603103781,361.61430652906,348.899982110809,303.260911918451,285.342108312578,335.624890212728,347.130140063266,330.416759895063,297.628873657878,307.005230886029,358.140385919885
SYNPCC7942_RS00165,35.3615574317067,37.0604254224094,28.7876735278716,20.6467476988385,45.8729761064752,36.5850139400491,37.7284521194016,39.8133833340944,29.6622091383711,29.7544074809872,16.8666888311,33.4042116999874,33.289417578598,17.1051428903506,13.2553886791999,22.6206860420809,31.2593338657059,23.4308540369123,52.5837916312996,45.1017800508588,45.3292113638907,58.8521989511761,29.0493487239411,41.9563269626922,21.0464986189461,46.1582822270347,32.7210895750571,27.7704112050613,38.2230184968581,28.1667703777171,44.8632285821991,31.0438812319562
SYNPCC7942_RS13645,109.873410591374,92.0533147588878,91.8463869698759,83.7340323341784,101.155793465561,80.487030668108,106.897281004971,84.7639774209752,85.8085335788592,85.9571771672963,80.3648114893587,90.1913715899659,56.9141655376031,45.278319415634,54.0411999998149,45.2413720841618,54.2925272404365,84.1775126511294,126.505933489793,117.264628132233,77.5974635212366,96.4522149477608,55.0935924074745,70.6632875161132,45.9196333504279,68.1883714717558,70.1166205179794,50.9124205426124,61.156829594973,75.1113876739123,102.041853245786,82.5312940069079
SYNPCC7942_RS00170,71.9860276288315,70.5343580620049,54.8336638626125,43.5875784753257,202.311586931122,203.412677506673,204.991256515415,161.822138712771,265.900517633255,285.421908799099,213.314005805088,268.068798892399,273.832305888468,212.305008815528,295.697132074459,220.037582409332,362.772795652008,425.226610299519,787.994790532809,636.975909025975,302.706936904626,268.921853540791,68.1157142492413,115.931956081123,293.694321637112,505.643000759789,417.895058287157,333.244934460735,381.38078455754,312.65115119266,404.648728388463,289.995280776566
SYNPCC7942_RS00175,61.8827255054867,56.1883869307497,53.4628222660472,44.7346200141501,105.860714091866,92.1942351289237,115.700586499498,92.4697935501547,125.005024225992,122.323675199614,145.847250480688,133.616846799949,111.680626715297,109.674151473425,123.377079244861,119.272708221881,169.45849411409,196.124926383044,326.171924901395,220.651785479586,160.572969068698,201.078346416518,61.10380248829,65.1427181789169,120.539037544873,167.848299007399,186.042766441039,148.108859760327,163.934279330969,134.261605467118,140.747383787291,118.118182248419
SYNPCC7942_RS00180,650.400074190319,600.139792324178,265.943269733671,186.967770828371,254.065713820478,256.095097580344,187.384645526361,166.959349465557,125.005024225992,126.731735567168,121.043296317306,110.233898609958,97.7205483758846,94.58137833488,97.8859471694761,98.7084481836258,101.181528038995,85.9131314686784,102.881331452543,89.5096865624736,83.743797265493,65.3913321679734,100.17016801359,125.868980888077,115.755742404204,127.984327993142,99.0981569987443,102.750521458727,95.982246447666,116.422650894564,84.4484302723748,87.8314688513882
SYNPCC7942_RS00185,44.2019467896334,47.8199037708508,43.86693109009,47.0287030917988,61.163968141967,58.5360223040785,40.2436822606951,57.7936209688467,42.3745844833872,28.6523923890988,58.5373318255823,61.7977916449766,52.618756817784,53.3277984228579,53.0215547167996,35.9874550669469,60.8734396332167,46.8617080738246,51.0596237579286,62.4486185319583,36.1097107475062,25.3391412150897,36.0612604848924,35.3316437580566,44.962974322294,50.3544897022197,41.1350840372146,43.506977554596,55.211026717684,37.5556938369562,28.1494767574583,47.7015736003229
SYNPCC7942_RS00190,112.399236122211,113.572271455771,74.0254462145269,63.0872846353399,98.8033331524082,86.3406328985158,74.1992891681565,64.2151344098297,47.6714075438106,61.7128451457512,51.5922246598352,48.4361069649817,49.3972002779197,50.3092437951489,42.8251018866458,55.5235021032895,72.3900363205821,52.0685645264718,71.6358900484371,65.9179862281782,83.743797265493,76.8348152973688,45.0765756061155,91.6414509974593,41.1363382097583,43.011126620646,58.8979612351027,47.2096990486042,65.4038316501795,43.1890479124996,51.9005977715637,59.0590911242093
SYNPCC7942_RS00195,4096.8890110163,4008.50343359157,3583.37993342173,3652.18025961677,3307.55920029252,3210.70082337871,2864.84713093323,2819.04440059152,2952.44917388001,2948.9923858934,4238.49968743877,4141.28714550593,3036.85396491211,2963.21445953427,2976.34458112188,3089.78007074787,2761.51536282039,2776.12229866972,4078.6732291408,3674.75426383613,3701.6294974784,3530.31454541847,2214.76241478048,2347.34608217588,2914.94005872404,2760.05546680292,2579.35674678807,2683.54740278242,3140.23331961966,3370.62352186682,3106.99849710446,3065.77256361441
SYNPCC7942_RS00200,256.371291379873,276.159944276663,242.63896259206,275.289969317847,261.123094759936,237.070890331518,227.628327787056,214.478548928831,216.110380865275,200.566746723691,287.725868295235,293.957062959889,226.582809970458,264.626622362483,286.520324527321,245.742907457152,246.784214729257,215.216733376083,262.156874219813,283.794277550788,273.511851619408,228.869662587907,168.285882262831,185.491129729797,216.204940358265,220.300892447211,239.331398034703,236.974175616523,252.271922079264,264.767641550541,226.955156357007,236.236364496837
SYNPCC7942_RS00205,801.949606040491,842.825803961245,714.208471810527,679.048590984022,242.303412254715,226.827086428304,237.68924835223,211.909943552438,189.626265563158,222.60704856146,376.027945116876,382.478223964855,210.475027271136,238.465815589006,189.65402264086,193.3040443596,192.49168748882,154.470074761866,195.093487791488,192.896843909827,172.097344839178,162.660938767834,363.617709889332,292.590174871406,245.861370230416,186.731232645731,173.889218884589,227.717371881503,221.693507281777,232.845301789128,247.187592776431,231.693357487283
SYNPCC7942_RS00210,1471.29337171208,1673.69663197978,1665.57253982685,1861.64841751194,1673.77551280806,1823.39709477205,1867.55837991038,1816.00400110998,1733.12050537054,1802.89669032945,1753.14348026786,1846.4178017168,1954.41096751769,1954.01102900358,1676.29684527728,1910.41975755392,1279.98746039575,1569.86722047312,1107.30796000403,1250.36011771765,1048.71819511374,934.27865834992,1759.98985199878,1668.31605370073,2118.04308828849,1825.35025170546,1739.82707711946,1975.40191705336,1912.00032525395,1905.95146222553,1710.96038416426,1548.40822242318
SYNPCC7942_RS00215,61.8827255054867,63.3613724963773,41.1252478969594,40.1464538588527,63.5164284551195,67.3164256496903,37.7284521194016,38.5290806458978,44.4933137075566,39.6725433079829,46.6314338271588,50.106317549981,44.0279393781458,49.3030589192459,52.0019094337842,30.8463900573831,41.9533165039737,44.258279847501,51.0596237579286,42.3262858938829,66.0730877507559,52.3130657343787,48.0816806465232,47.4768962998886,51.6595875192314,44.0601784894422,57.9630729615297,65.723306518645,47.5664230183124,63.8446795228255,52.7802689202343,53.758916279729
SYNPCC7942_RS00220,258.89711691071,233.122030882898,297.472626454673,291.348550861388,318.758372432174,313.16771932682,350.874604710435,276.125077962268,466.12042931726,405.541553814936,536.757568095593,486.031280234816,512.227489838428,510.13573208281,640.337237733656,562.432512046284,710.73853842026,687.305051749427,736.93516677488,639.057529643707,792.877053009071,713.58291228301,328.558151084575,292.590174871406,595.998574527429,563.340853543583,570.281846879566,577.624553065275,637.050308280969,722.947106361406,824.251866304325,770.796855954424
SYNPCC7942_RS00225,126.29127654181,126.722744992755,91.8463869698759,90.6162815671245,158.791071137799,172.681265797032,144.625733124373,100.175609679334,117.5894719414,135.547856302275,128.980561649588,131.94663621495,100.942104915749,97.5999329625889,117.259207546768,108.990578202753,142.312230493872,163.148168849612,156.989290957213,147.795063858968,160.572969068698,162.660938767834,120.204201616308,126.973094755516,110.972447263534,126.935276124345,123.405252111644,126.81821116978,156.289675631598,138.017174850814,116.116591624515,140.833217296191
SYNPCC7942_RS00230,886.564761323503,863.149263063857,729.287729372746,739.841792541713,617.520832202551,538.531405197523,549.577785872617,679.396122055998,438.576949403058,505.824927176782,549.655624260552,597.100284137274,423.097758902182,407.504874740706,324.24719999889,330.056373613999,331.513461786302,366.215570502851,361.989869925613,349.712263778967,268.133809593184,289.356644843282,577.981869438415,605.054399356719,423.799949463324,340.941857358779,369.280868061358,355.461263424784,377.983182913375,292.934411928258,372.980567036322,350.568707570627
SYNPCC7942_RS00235,4085.52279612754,3836.35178001651,3708.12651870917,3634.9746365344,5469.47022807974,6140.42873969784,5449.24610111224,5296.46428612275,4356.10728489221,4020.15105520893,2851.46257062243,2982.16099951637,3062.62641723102,2568.7899881803,3844.06271696797,3036.31299464841,3232.05059890417,3440.86430579101,3144.35832276438,2266.88485271009,1664.11986125741,1618.43547115734,2666.52987252177,3932.85359581867,2080.73338619126,3485.99936000992,3268.36940441141,2426.20825894885,2397.85736036957,2227.99153687742,2636.3744325657,2038.29581162015
SYNPCC7942_RS00240,41002.9887548293,43708.5875441519,40147.8378386083,41316.4362284535,29869.1885960983,30801.6549364061,36682.1163806235,34836.7104173326,31915.4776682752,32398.1416864275,43286.8686477683,47658.6239376645,33342.0363354158,29729.7445283053,26468.9719017962,24066.3535227703,20905.0908297154,24644.0515903791,20203.6072454693,19304.9496088461,16018.8823209682,15563.1370559777,33389.72210397,38783.1037076717,33079.3558748145,37534.0268136608,33684.0244968373,30867.7377347991,29144.6269036488,28246.5762271207,29505.0499975596,26385.7847114929
SYNPCC7942_RS00245,123822.282085417,128489.690437088,99540.920851397,103585.880246612,73440.2822861537,81174.8289301809,92488.7851405718,80042.8807391645,76076.1508876372,74747.4796526073,97877.3952868731,106233.744258885,63441.0390873682,59974.6557130729,51178.0360451078,46810.4251250807,45859.0880090887,47436.1979024333,37419.8454591315,38457.2470390584,21925.5090491985,21984.5658748727,73514.8863051738,81338.9645003835,62507.1442392418,72151.689432068,65244.9177243902,62596.3582169551,61835.500523395,60959.4633438013,65054.3204576348,57056.3822008307
SYNPCC7942_RS00250,2576.34204145292,2527.28191428946,2721.12056918214,2811.39881165851,3239.3378512111,3212.16422393631,3928.78948070035,3494.58761458293,3485.3095737586,3232.21026450872,3684.87543051208,4106.21272322095,3318.20323606026,3026.60410671616,3025.28755470662,2563.33501376853,2976.21762963484,3014.76988608272,2949.26483497289,3421.49042201207,2679.03322077774,2847.79251591524,3089.24798153912,3395.15014237575,3215.33099355809,3566.77635390723,3461.89127704104,3270.42875958272,2955.9134304237,2400.74772852742,3093.8034298744,3005.95630465527
SYNPCC7942_RS00255,1573.58930571095,1575.66582924953,1213.1948129603,1249.12823577973,1789.04606815253,1519.00977879084,1832.34515793227,1664.45628390279,1682.27100399047,1472.29216276292,1499.15098963483,1488.99273652694,1456.14355601868,1210.44040571128,1336.75496603316,999.423037859211,997.008227506198,1170.67489243684,1042.53082538577,1031.7899528558,739.86492446486,787.14816097198,1103.87525150976,1360.26828468518,1186.25719488605,1316.56009533929,1059.22841395828,1072.86355288887,922.448846390843,832.797510834503,1026.57623049856,993.404199422598
SYNPCC7942_RS00260,1063.37254848204,1055.62437574153,725.17520458305,806.370201793526,1357.36960068904,1081.45301206785,1413.55933940691,1259.90093712086,1163.18234406898,1153.80980120717,847.30307422114,961.206191667136,863.377152683639,648.989244957421,835.089486789593,706.382332314072,650.687712836141,814.873034839283,826.098987367084,821.546270464874,775.974635212366,802.678602361874,687.167352573228,928.559762516425,627.568322455848,786.788901597182,755.389725047032,683.152115644508,620.062300060143,478.835096421191,694.060536301081,632.23514216301
