,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,L_T12_A,L_T12_B,L_T12_C,L_T16_A,L_T16_B,L_T16_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
sucr_e,0.644,0.654,0.681,0.881,0.811,1.031,0.829,1.006,0.964,1.811,1.668,1.598,6.48734,3.48883,5.38430,6.13394,10.68062,6.77391,0.769,0.739,0.788,2.170,2.231,2.270,2.404,3.216,3.098,4.431,3.103,4.188
