Reaction_ID,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,L_T12_A,L_T12_B,L_T12_C,L_T16_A,L_T16_B,L_T16_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
DB4PS,1.083996019898281,1.0249194679759075,1.1223275129552153,0.9850789794028436,0.9094965728401784,0.776550706,0.8321399673386929,0.828142463,0.6893612645165312,0.7769484276849222,0.716678653,0.7478378481260436,0.8520284337537133,0.855768926,0.7906695506326652,0.9475849669133714,1,0.8574991049390575,0.9966033751180547,0.978525052,0.9603114954193782,1.1934052150504628,1.1315943150601566,1.1678150742390143,0.9000266689394452,0.8892612660000294,0.9390069166547528,1.0412022173543942,1.0369186142418447,1.0219741463969574
DXPRIi,0.854429124,0.991329529,0.8082501366738335,0.8368532911155823,1.4431699446097828,1.486137462499436,0.649043192,0.8311354208448627,0.968024381,0.8943836914730127,0.8899319124223651,0.7293433955083819,0.8969464260232928,0.8569543095003272,0.9262420612541716,0.922178018,1,1.1869535776536295,0.6001363077608516,0.5137287718608233,0.5265584598499049,0.3872012929009531,0.4440287052409781,0.5937179619995415,0.5885811495113447,0.6943387657892401,0.7552590993488065,0.7375592098358815,0.8403049394143883,0.9143785162692998
RBFSa,1.1111581724655764,1.0391540147608174,0.8939141319534787,0.8408146610558319,0.7884207915287215,0.8000066267152697,0.8108293172294099,0.7989297985080889,0.7259250888399841,1.052486136313781,0.9982994503216072,1.0073994098120134,1.0304701875662428,0.936969666,0.9176092708083512,0.9676739211746536,1,0.9717263465951808,0.521053507,0.5728266223631422,0.5472456054952605,0.5504112237815043,0.5179748143783138,0.674460711,0.7451208585560588,0.7399547728853538,0.7391951576553472,0.8478353164707157,1.0115010062385874,1.094554733814589
GLUTRS,0.5640604663697031,0.5582657100383022,0.520294555,1.043878850095559,1.318532395964479,1.1698940566017415,0.9886208414027836,1.097987229578344,1.0336351730592304,0.9392395671528826,0.9477460178491588,0.8106031561657375,1.1897894820333483,1.0992747380396353,0.9629757966386858,1.1237846528657027,1,1.071655385223602,0.304967989,0.3451850421408188,0.343408908,0.9995444170002612,1.0436245798001276,1.2405076212177444,1.0949623939439748,1.3281911794023755,1.345117009,1.2646046864249676,1.142979268087059,1.081673251870464
MPOMMM,0.8191772680552862,0.9534110522066734,0.8454837567430421,1.101646261161143,1.2546376174145508,1.123110519081748,0.9276567994758588,1.0632727618346092,1.0233375643852085,0.984055579,0.9840446487978128,0.8258797444959582,1.0585745095034502,1.0021177666172898,0.8864362437231921,1.0116204881377848,1,1.0422115998750987,0.5438998107046678,0.6387164860248423,0.5394293546302815,0.8964669015836357,0.8328110567257544,0.999741435,0.6889218558641307,0.8229354926384623,0.7903021715169855,0.9881942416221848,0.9994635048099508,0.8936836561136787
METAT,0.9887955018936142,0.975733224,0.7672818586992968,1.5032533124050664,1.670424154,1.5741518147369025,1.3632879336787564,1.4758621837753667,1.3825971717275916,0.9942766933785914,0.9456017669433084,0.7435296607658926,1.0488888687088584,1.0748624787402208,0.9941422297208408,0.9452625126546884,1,1.1957800210759717,0.7652461782926379,0.7857001832801316,0.7296867507252336,1.425281060868245,1.2521501234061971,1.259048513254165,1.027401131870593,1.040874763217225,1.0360853170413575,1.0740961079629814,0.9875948831258142,0.8080398504389442
EAR160y,0.7312902318442811,0.753698158,0.6189329017252926,1.3602960790076326,1.5349205165875146,1.3078853976538285,1.3200784555250689,1.5380993174915296,1.2174961923268743,1.1176838871275314,1.0745094998003206,0.7072800860083787,1.2417555109666218,1.3735890884907087,1.2349084425670154,0.8853244011169696,1,1.103274040067752,0.2063867507511859,0.2845971235911801,0.2569126694565529,1.339240733947666,1.126897013203701,1.0846557375945138,1.0787490885746704,1.1427264701831312,1.0773736829671512,1.0605899321097834,1.195504117,1.1135082444762228
DHORTS,0.9785379432833274,1.0331603827069935,0.9169776596789788,0.6538895281638778,0.6611484428094568,0.6746737433001231,0.6150939786677547,0.7209024814491296,0.7005958154131372,1.1174675937973235,1.1417649336529938,1.2365096725687128,1.0133227930003037,1.0399612017448077,0.9719010471151498,0.9333352407777388,1,0.96838668,1.1974546375930528,1.3592932942795406,1.1739039621377902,0.5719638091410868,0.5826596904931605,0.5688666316611112,0.5446724293261364,0.6025300462540599,0.6093852535494643,0.7570587193073829,0.917998557,0.9999405910814962
KARI_23dhmp_1,0.7908835737889739,0.795720629,0.5843062838336913,1.7183715530161374,2.1543555418412423,1.7144765554356105,1.678591425456362,1.964680000065769,1.5679018671019225,1.2658965612269863,1.1449942351806863,0.7841443745761849,1.1954720302815058,1.2153027529937654,1.098674874766612,1.0472787544509856,1,1.3318124350406635,0.3976808071279115,0.4656358324949781,0.4154128124274682,2.2921092012356703,2.3269843326138955,2.4005098875353705,1.7592478135760523,1.9395000076858508,1.832717331436454,1.463048445332178,1.091448192943799,0.9081635305098812
GAPDi_nadp,0.3926177541272727,0.4178307634332799,0.2828732771278534,0.933014934,1.064609025297491,0.919578782,0.6727271975535579,0.7713846453516308,0.642765659,0.5054910540549461,0.4544482561517191,0.3068522683280233,0.614150908,0.5759553843466114,0.5218094351035054,1.155606442588144,1,1.2425637332184118,0.1439264108834742,0.1624250572514531,0.1540685946561527,0.7932533587584915,0.6695561714689622,0.8101802446412997,0.6253964988692083,0.7593116676894753,0.7513571964353983,1.2217903585506211,0.544057701,0.4620228352523157
AIRC3,1.1255378660630075,0.9503407210652438,1.110725116801064,1.2259661421585366,1.299772993789305,1.3253411104690709,1.2424635134372293,1.4485162812135968,1.3506435527554812,0.926510266,0.8034986417826768,0.9903853662223104,0.8878879664953306,1.0645065618113791,0.774065353,1.213601201461543,1,1.2164931471261575,0.752422285,0.8250925013445662,0.7495317442660191,0.9675196537706536,1.0044349175908167,1.0261976804271966,1.409341406,1.218348075052497,1.263970805100712,1.617772109989838,0.9882823838036744,1.0606871068026498
UMPK,0.9287692849627566,0.796798616,0.7749038638209772,1.0082919862859878,0.9298082955825232,0.8316003469465607,1.094624567931592,1.0898108561350002,0.9587461923600342,0.9746214625163132,0.8869980709907646,0.8500261156166842,0.8872205009486644,1.1020808016573862,0.9740481033958922,1.1319923630174242,1,1.2899968002782072,0.4763296861570307,0.4967660294128184,0.4563506651968243,1.0078742787030184,0.8747780473826716,0.6383643,0.9119607797918864,0.8324497464295646,0.8368168874322908,1.197888996833307,1.0691900172177398,1.0980940624584996
FBP,0.3577901743453217,0.387859281,0.3882222493999393,0.5946737676970606,0.678061111,0.6553429481603696,0.762588958,0.8210804912589036,0.7598080044549772,1.1014799347722186,1.0258806725087328,0.9989252899185072,0.9279437066890084,0.8755846275514767,0.8189459150751888,1.142525693619774,1,1.177750039531435,1.0453184405400848,1.1463079824862883,1.0162013762378497,0.6944549091604355,0.6177279317545824,0.6964717383088852,0.5868587004945802,0.6564407982458493,0.6230150530334839,0.8990173725251728,0.6525124808443808,0.5882434527223331
CITCIb,1.0570681404830495,0.9625188542891012,0.9964843095123171,0.9673918108910609,0.7765929381331246,0.7025285996222075,0.7482289496808272,0.7770638301915539,0.6936102452940692,0.900123702,0.9426905375827104,0.8990214025418654,0.8189077404466228,0.8990822339638526,1.068267313998912,1.0570689342230424,1,1.0483729815170162,0.7978602192375498,0.8168852599258152,0.7767472142776464,0.7832847268992906,0.8312541384271822,0.6382848164907956,0.9482903851831278,0.8670595217612046,0.9218904756596576,1.259118325040677,1.2251506267735022,1.2269234989616231
TMPK,1.0633652985977466,1.0021774881907992,1.043728999,1.3249037608870684,0.9972028872377776,0.8658895252922323,1.283125956000979,1.0689051183629916,0.8882198280095753,0.978774948,0.8947065956829686,0.7736657450784297,1.1614534478534206,1.1325471876373563,1.282736871767006,1.4061034608618257,1,1.077465358532789,0.7292708306054818,0.7820441970604889,0.7255467286459177,1.5188233061093104,1.5112598763749083,1.6280017440051242,1.489875202093335,1.2855672795866175,1.1470063427080046,1.3285774502680845,1.1012289421883958,1.1935643930913749
CDPMEK,0.8681104693302826,0.8354662782451344,0.765113034,0.6577827682135243,0.6807773865188117,0.7585746353241357,0.7680683537739502,0.7595235256457531,0.7001121423515021,0.8361394022647062,0.8051355395739572,0.7763824979781945,0.7994971094480883,0.8925024189911002,0.9408811602531846,0.9485618583873068,1,0.885807285,0.5958009476625578,0.5700114680534814,0.5737119359730606,0.548936912,0.5951315087633083,0.5735379592336162,0.7023099977051019,0.7070261138246916,0.7864622961207914,0.9099293657963518,0.9367280501308614,1.1032692221632645
H2CO3_NAt_syn,1.3590029446128633,1.3442415741789897,1.473197424764645,1.177481605126573,1.326136824600993,1.502053258252694,1.809516969318889,1.870964921758605,1.767748356009182,1.861878951863927,2.0398485899845737,1.692048218439136,1.2999037753474652,1.4798557060383282,1.3891942853213866,1.5434226851267638,1,1.1350008695746594,1.4342130135479674,1.3334029880575002,1.5808767833989112,1.830459312462487,1.5081361471685284,1.804174031294269,1.9530582693713885,1.7915626859452831,2.119940914466642,1.6170441486623586,1.4915964948043563,1.316524283435985
