Reaction_ID,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
ORNDC,1.0,1.0316343918443458,1.1513126382057677,0.735705901483277,0.6758429374002453,0.6594100865866679,0.9483369164391411,0.8698038865387576,1.138981460006088,0.8569422429372464,0.9656670085218372,1.1304407822523026,1.489341304431899,1.3497959114986593,1.4404110348889114,0.8798802269971016,0.8653866291663527,0.995187182412011,0.9443292338667928,0.7315926682017712,0.7156983314908966,0.872575280935722,0.6658571845160558,0.8118987067876765
GND,1.0,0.9330497644488417,1.0564425698774516,1.2457565537824855,1.651292292248331,1.8743014958545494,1.8258158088933913,2.5668669052061572,3.1167237233340908,2.932489758737963,4.088156712492311,5.083832904581837,7.865944458033631,8.520253242263939,7.596258000541853,2.7692163112792088,2.9706707151399505,3.6538795942735285,2.256137055513107,2.8678659791702077,3.318840586781884,0.6271392882965778,0.7202583205328791,0.9386002908681075
CMPA_1,1.0,1.0922528699628973,0.9525476870238152,0.9645003655128924,0.9516752695759982,0.8791604072965336,1.2367843096133697,1.088454257206001,0.9152529589196278,1.274973979819062,1.1380879908317703,1.2968005704796077,0.6358395845113515,0.7268198092278103,0.7748209449440724,0.9238249239024806,0.9426339307184166,0.823823534134278,1.2932429620335952,1.013859116633646,1.0464353091333118,1.5779373334049098,1.5001491994231593,1.5365843560867558
U23GAAT2,1.0,1.0387985192514335,1.0430695692885243,1.0649728778894403,1.3030958595078947,1.3403073604455764,1.0825270400649927,1.2047421049242069,1.2758782697206703,0.9452125974569745,1.0042798366104262,0.9048728809841984,0.8283732716658346,0.8795555047666888,0.8283170253075774,1.2270290015565481,1.1168175209911546,1.2578522497823037,0.8173752115254883,0.9178406182912985,0.920570362896334,0.9680060676921297,0.915577080426223,0.851304046958452
HOXGfx,1.0,1.1258833794983427,0.9353580383992375,1.188642889295494,1.2329457398152974,1.201203242031945,1.2755981540798018,1.3486514257136044,1.1439337272988448,1.5397507950588436,1.419529351329376,1.1522728910880702,0.3889002592840238,0.42290058002002895,0.3999812430921172,0.9692108672461083,0.8794289210845142,0.9643516920195228,1.1455478799853815,1.159280458262022,1.0344440809260154,1.3348220789111325,1.713920890434408,1.6070308809358589
PGK,1.0,1.001470576025397,0.8706380168073551,2.4804177346204286,3.249461163912894,2.919020515438418,1.9613568775743995,2.4921291765416695,2.3991407993566445,1.7295684125874757,1.844634978075984,1.2099566088938782,0.5942612897697958,0.6419841855830942,0.5756026572684527,2.3617901058035136,2.228781753286847,2.6180580331560925,2.131930229122483,2.704529496771425,2.852703482487077,2.494520519527643,1.482568997511199,1.4572527741868913
IMPD,1.0,1.0180496341281007,0.8971080125288778,1.2928523261117562,1.7356934255006258,1.7278764861522558,1.3370532161224469,1.556915668135738,1.4947527559868419,1.2177057081502731,1.4717265539880184,1.1133607236617518,0.5005350483224922,0.5622357438950736,0.5110286558715217,1.1559380825542689,1.2417008284041549,1.357708667528931,1.4533035589914145,1.7474206534762575,1.7678454388331757,1.1947940321970498,1.218205700252102,1.2656877351199192
LPOR,1.0,1.0621033494110395,0.9071502772480091,1.1516067057458566,1.0246748644749606,1.0013224301239687,0.909345265689893,0.8782328454505236,0.8256546107110306,1.3123187816427997,1.2734229999122182,1.1504099355715685,0.41401294732948735,0.4796879950649493,0.43571382938540404,0.6573787998104754,0.6486591828426315,0.7193765169015272,0.8021709290006552,0.8123513012962112,0.7415398338340204,1.059172496702927,1.446794301731272,1.3853488536422816
CHRPL,1.0,1.1149173760345414,1.2700988621520661,0.6743970757662668,0.7288502265116479,0.6697133689976499,0.6907639263193461,0.7118930618998116,0.8364395094127719,0.7018061467139414,0.7709579260926702,0.5797132216672283,1.616077800025756,1.5152667599226817,1.6548411567266412,0.6149700510979178,0.7450348460854174,0.7031213785893928,0.6912907374162734,0.8818304480238242,0.7968499180496718,0.7123063514677261,0.6646376656790498,0.670541342669171
GCALDDy,1.0,1.1548549841446618,0.9566675798852814,1.4560378383273223,1.8438043022806545,1.7149087817581534,0.9782744720286413,1.1336430092261762,1.1693192628722804,1.0876631826823389,1.1426704577706144,0.9951662577526534,0.6571866853596011,0.7220086701930086,0.5975511124758489,0.8838805482309121,0.8178267119952306,1.1379894284730252,0.7642102238532177,0.9354241703395092,0.9212972245711356,0.9710552195720443,1.0889728636999012,1.0739851359674786
