,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
DTMPKI-RXN,178.2719998,156.596015,187.7860026,160.7629364,123.430272,114.5411989,132.9700483,140.0035218,116.5675217,169.8006649,143.0424245,182.8887086,235.2338829,227.9166429,207.9882509,185.9099982,149.8086446,138.1307167,172.4336152,116.7757529,138.3643539,145.8000662,195.6654261,149.1965522
ACOATA,404.6173479,452.8369299,367.335777,583.7704128,636.0640632,599.5354648,566.705682,541.3469508,544.3382434,432.8252242,395.6492591,367.9546637,291.3385159,294.9509497,293.4245022,569.6691689,588.9029478,576.8988758,582.3553457,525.0002337,539.3565896,583.2002646,533.1333238,503.1299791
3HAD160,241.3682694,171.1255421,172.1371691,183.8726085,116.4624341,99.06265855,165.6849014,131.8366497,104.8038268,178.679131,120.7237483,172.0024759,314.997096,287.4095902,280.1188565,264.3674287,224.7129669,82.87843004,169.2984585,158.9720334,155.1090846,268.8606725,193.4669381,235.2296006
RNDR3,2704.12584,2629.037221,2801.141205,5320.248426,6440.273066,6515.433605,4435.500897,4978.291895,4880.863935,5450.2684,4362.286703,4289.175665,2074.519502,1727.809256,1703.122647,5425.501875,4777.518212,6622.961601,6265.610544,7346.078037,7799.51931,10922.96642,5126.87386,4654.49682
GLUTSEMIALDEHYDROG-RXN,1862.8422449999998,1853.321909,1853.974964,1931.1647736,1893.2611083000002,1781.0640485,1973.4443672,2080.218994,1932.4542351999999,1725.751855,1624.1909329,1851.7481739,2100.8819199,1969.1327606,2043.4670585,2109.8226406,2228.1883459,1980.9569851,2197.7448045,2174.5804077,2157.4263579,1872.6613999,1917.0814779000002,1769.6671340000003
HISTDa,1956.985886,1745.964847,1811.146578,1840.735622,1626.492456,1488.003684,1745.495713,1500.371075,1343.200066,1611.441604,1243.758953,1372.753938,1706.12161,1807.412496,1817.971379,2351.164519,2167.059532,2175.965055,2018.257087,1691.776454,1710.606438,1783.041176,1839.035156,1790.358627
TRPS3,606.9260218,588.4458501,519.7059984,638.0279038,698.7746047,599.5354648,526.603604,528.5132946,547.5465238,531.5981599,474.7791109,420.2085804,358.9344592,367.0128294,343.1455992,562.8467837,554.4641789,399.7665449,628.5989062,582.8974558,564.0330348,613.9654162,622.1720851,651.2375054
DMBZIDS2,1915.9232336,2097.9022830999997,1718.9008222,1414.7138398000002,1408.4986686,1186.6880971,1455.2833061000001,1433.8694025,1070.4962311,1366.1739768,1214.3388802,1042.9010882,2013.6831527299998,2195.3735461,1812.3690016599999,1506.8943439999998,1269.0686333,1213.9252402,1349.6849332000002,1239.3930753,1205.6206116,2035.8504653,1556.5294569999999,1361.2824108
HISTAMINOTRANS-RXN,1542.353257,1656.366097,1424.043853,1889.969271,1992.80165,1759.394092,1676.900054,1787.378294,1436.240198,1693.567416,1620.132992,1336.82937,1144.399321,1091.821271,1060.950169,1873.597551,1959.565949,2270.218956,1924.986176,1804.626972,1930.931843,1829.857711,1844.531376,1763.132979
ZCAROTDH2,514.7854377,535.1709172,457.1106642,644.0565139,724.6551456,664.5453344,571.9822712,553.013911,570.0044867,652.5672611,573.1841831,545.4002559,314.3211366,337.6853202,331.2405478,514.2372887,507.1108717,526.5217908,532.9766287,526.9628514,501.46062,836.0095537,630.9660368,641.4362721
ORNDECARBOX-RXN,150.2292133,154.9816231,172.9607919,110.5245188,101.5313528,99.06265855,142.4679089,130.6699536,171.1082887,128.737759,145.071395,169.8252294,223.7425725,202.7787779,216.3918166,132.1837143,130.0063525,149.5061875,141.8658379,109.906591,107.5187973,131.086298,100.031201,121.970904
RXN-9952,1727.635953,1611.970319,1825.148166,2152.213811,2852.831933,3238.110651,3154.345035,4434.611552,5384.56396,5066.274739,7062.846518,8783.012505,13589.48845,14719.89583,13123.56843,4784.197661,5132.237532,6312.573755,3897.783492,4954.628374,5733.74832,1083.468382,1244.34417,1621.559608
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN,259.395775,283.3257797,247.0868455,250.1873198,246.8605441,228.0504952,320.8166245,282.3404356,237.4127506,330.7228636,295.2152164,336.384589,164.9341018,188.5339877,200.9852795,239.6362821,244.515259,213.6963441,335.4617604,262.9907713,271.440898,409.3102775,389.1323642,398.5834899
U23GAAT2,585.893932,608.625749,611.1281313,623.9611469,763.4759569,785.2779495,634.246024,705.8510889,747.5293362,553.7943253,588.4014623,530.1595302,485.3388733,515.3262331,485.3059189,718.9088464,654.3366087,736.9680005,478.8951766,537.7572488,539.3565896,567.1488812,536.4310557,498.7738754
RXN-17523,21335.55288,24021.34438,19956.38089,25360.35322,26305.57903,25628.33529,27215.59187,28774.22381,24406.45853,32851.43451,30286.44354,24584.3792,8297.402047,9022.817688,8533.820963,20678.64971,18763.10225,20574.97652,24440.89737,24733.88952,22070.43639,28479.16705,36567.44979,34286.89234
PHOSGLYPHOS-RXN,1416.160718,1418.24329,1232.963359,3512.67016,4601.759255,4133.802189,2777.596564,3529.255444,3397.568957,2449.346845,2612.299595,1713.49302,841.5694948,909.1527852,815.1458724,3344.674372,3156.313168,3707.590944,3019.155844,3830.048434,4039.886612,3532.64197,2099.555976,2063.704135
IMP-DEHYDROG-RXN,4000.103187,4072.303586,3588.52462,5171.54271,6942.952803,6911.684239,5348.350831,6227.823326,5979.165263,4870.948484,5887.058079,4453.557779,2002.191842,2249.000991,2044.167355,4623.871608,4966.931441,5430.974768,5813.364198,6989.862925,7071.564174,4779.299416,4872.948504,5062.881543
LPOR,29065.34667,30870.40205,26366.63729,33471.84813,29782.53016,29103.78356,26430.43539,25526.14211,23997.93749,38143.00033,37012.48095,33437.06359,12033.42984,13942.29787,12664.1735,19106.94271,18853.50402,20908.92785,23315.37614,23611.27219,21553.11234,30785.2158,42051.57794,40265.64469
CHORPYRLY-RXN,180.275056,200.9917924,228.9671435,121.5769706,131.3935154,120.7326151,124.5275055,128.3365616,150.7891794,126.5181424,138.9844833,104.5078335,291.3385159,273.1648,298.3265822,110.8637604,134.3111986,126.7552459,124.6224764,158.9720334,143.6521636,128.4110674,119.8175924,120.8818781
GCALDDy,1790.732223,2068.036033,1713.135462,2607.373875,3301.759777,3070.942415,1751.82762,2030.051066,2093.937683,1947.713509,2046.216809,1782.076285,1176.845374,1292.924191,1070.054032,1582.793379,1464.508646,2037.834339,1368.495873,1675.094204,1649.796627,1738.899872,1950.058797,1923.21979
MSBENZMT,123.1879549,101.7066901,110.3654577,164.7820098,127.4118937,112.4773936,149.8551338,120.1696895,135.8172042,103.2121688,121.7382336,124.1030522,111.5333065,118.9858945,140.0594282,173.970824,154.1134907,131.6304477,169.2984585,145.2337095,148.0586716,211.3432152,147.2986915,144.8404485
DESAT18a,10119.43981,10920.55406,9745.105188,8452.111381,10614.00799,10127.09303,9897.826055,10508.431,9527.5234,8059.427636,6921.833064,6446.826977,9063.940045,8783.170041,8050.615936,8176.62873,7827.932166,8934.619772,7779.8912,9684.537022,9326.815012,9895.677885,8038.771128,7322.610345
FUMHYDR-RXN,338.516494,384.2252739,427.4602428,832.9529642,915.7729862,722.3318852,974.0583697,1157.362447,824.5280662,527.1589269,545.7930805,450.6900319,267.0039763,238.8097178,212.1900338,1008.007422,951.3709902,1092.857729,801.0325213,862.5704775,841.6430442,818.620555,546.3242514,507.4860828
PHYFXOR,1733.645122,1775.831098,1365.566633,2886.699477,3472.969509,3571.415221,1976.610321,2089.552562,2411.557444,2434.919338,2581.865037,2138.056093,857.7925212,844.632265,857.863998,1704.743516,2137.786578,1945.205505,2458.746594,2761.403099,2620.991009,2031.837619,2720.628817,2756.324626
TMPPP_1,1744.661931,1710.448226,1620.066084,1155.483605,989.4329872,1001.977515,1218.892109,1123.528262,1065.149097,1511.55886,1363.468216,1408.678505,1637.173748,1669.992167,1694.719082,1233.998933,1319.004848,1408.120777,1330.090204,1206.028574,1141.285594,1516.855734,1492.773307,1591.066882
VALINE-PYRUVATE-AMINOTRANSFER-RXN,767.1705161,753.1138246,643.2494212,999.7445107,1531.928941,1462.206116,998.3306801,1145.695486,1115.412157,751.3401968,624.9229324,543.2230094,638.7816647,657.7741349,703.7986269,1061.733706,1067.601835,1318.742078,871.5735457,1105.935072,1161.555531,557.7855742,610.0804015,558.6703015
RNDR1,2704.12584,2629.037221,2801.141205,5320.248426,6440.273066,6515.433605,4435.500897,4978.291895,4880.863935,5450.2684,4362.286703,4289.175665,2074.519502,1727.809256,1703.122647,5425.501875,4777.518212,6622.961601,6265.610544,7346.078037,7799.51931,10922.96642,5126.87386,4654.49682
TALA,12722.41131,13243.66401,13588.12926,9438.793903,10232.76771,10484.13136,10256.63412,11762.62922,12736.87324,11305.61682,13339.46694,15013.20345,31000.17558,35456.12069,30133.78599,12652.96626,13820.27795,12814.46784,8780.006168,10131.03255,10164.05155,3966.029323,4983.972145,5097.730373
GLYCL,170.2597751,126.7297647,140.839502,121.5769706,146.3245967,140.3387663,117.1402806,171.5043142,203.1910928,99.88274404,173.4769828,247.1174812,206.8435867,205.2925644,176.4748796,150.0924756,210.9374594,125.1301787,148.9199404,152.1028715,166.5660056,97.64591587,82.4432975,144.8404485
ACONT,6424.80269,6923.319693,6047.038733,5697.036558,6136.674413,6602.113431,4936.776872,5075.127664,4935.404702,6910.776079,4621.994935,4092.134854,4799.987938,4901.045752,4470.69695,5355.572426,4716.389398,6886.222496,4357.083939,5000.74989,4804.856415,11627.88968,6154.666969,4859.233694
DCDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
GTP-CYCLOHYDRO-I-RXN,907.3844485,933.1185223,828.5645553,1054.002002,1217.380828,1029.838888,1198.84107,1114.194694,1105.787316,743.571539,790.284033,661.8829453,755.0466873,775.9221006,664.581987,1375.563427,1427.48697,1404.870643,1197.629836,1347.337048,1387.168745,1338.952901,889.288369,694.7985426
RXN0-742,535.8175275,495.6183155,521.3532441,287.3637488,320.5205452,261.0713814,468.5611226,401.343429,336.8694434,362.9073033,335.7946276,280.8648025,367.0459724,429.0195632,425.0803647,367.5560057,322.8634582,349.38946,339.3807062,370.9347446,358.6897581,473.5158112,361.651265,291.8589489
IGPSYN-RXN,1134.731325,1176.8917,959.5205835,1834.707012,2019.677597,1605.640591,1477.444981,1586.70658,1389.185419,1461.617488,1545.061081,1245.385016,550.2309789,646.0431312,564.4394958,1598.143746,1504.9742,1581.19044,1615.389458,1547.524053,1676.235675,2397.006592,1491.674063,1579.087597
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN,474.7243141,424.5850716,387.1027247,627.9802203,761.4851461,663.5134317,550.8759144,537.8468628,482.3114888,478.3273631,516.3730074,395.1702453,330.544163,382.9334773,333.3414392,662.624168,566.517748,562.2732705,575.3012433,590.7479266,608.9794173,604.6021092,577.1030825,572.8276386
HEMEAS_1,2959.515503,2781.597256,3220.36522,3307.697416,3427.18086,3724.13682,3602.855118,4155.771204,4963.209799,4551.323703,6020.970136,6898.605632,4392.384399,5232.027641,5141.581611,2300.849428,3127.901183,2479.852632,3615.619394,4132.291559,4395.051164,1447.299739,2770.094796,3859.507892
DHORD3um,241.3682694,199.3774005,213.31831,294.3971273,323.5067614,267.2627975,387.3016486,255.5064272,254.5235794,217.5224204,250.5778641,243.8516114,166.9619801,176.802984,177.8754739,432.3686656,394.3239036,327.451052,410.7055197,324.8132287,373.6718856,315.6772075,325.3762141,275.52356
MTHFC,578.8832353,506.9190588,585.5958239,453.150527,387.2127083,405.5377584,578.3141783,497.0125023,494.0751836,746.9009638,644.1981527,609.6290286,718.5448779,723.9705128,685.5909013,510.8260961,509.6937794,356.7022626,561.9768276,508.3179833,517.3240491,869.4499358,769.4707766,792.8108762
HBZNPT,990.5112799,875.0004136,1021.292295,841.9958794,735.6046052,783.2141441,912.8499347,760.6858016,792.445262,1099.819993,1023.615647,981.9381853,640.1335836,623.4190527,628.1665357,787.132699,795.5355611,645.1517005,978.9526606,862.5704775,877.7764105,1320.226287,1278.420733,1328.611633
RXN1F-151,552.843505,568.2659513,607.83364,503.3889446,534.5327104,475.7071416,451.6760371,463.1783178,426.7012949,402.860401,383.4754358,419.1199572,543.4713846,554.7088883,580.5463301,565.4051781,600.9565169,510.2711183,522.0035804,463.1777763,477.6654764,446.7635055,464.9801979,572.8276386
COCHL_1,593.9061567,610.2401409,572.4178588,1021.849414,1224.348666,1138.188671,710.2289088,710.5178729,810.6255177,601.5160808,687.8210197,619.426638,527.2483582,504.4331582,485.3059189,912.4940281,818.78173,1165.173222,854.3301842,887.1031987,967.6691754,695.5599487,776.0662404,671.9289981
HSDy,1355.067504,1233.395417,1200.018446,1843.749927,2088.360571,2087.539148,1723.334039,1890.047544,1686.48607,1470.495954,1402.018657,1371.665314,801.6878882,823.6840441,834.0538952,1560.620627,1538.552,1796.511851,1849.742417,1825.234457,1973.23432,1531.569502,1527.949114,1714.126812
TRPS1,606.9260218,588.4458501,519.7059984,638.0279038,698.7746047,599.5354648,526.603604,528.5132946,547.5465238,531.5981599,474.7791109,420.2085804,358.9344592,367.0128294,343.1455992,562.8467837,554.4641789,399.7665449,628.5989062,582.8974558,564.0330348,613.9654162,622.1720851,651.2375054
HISTDb,1956.985886,1745.964847,1811.146578,1840.735622,1626.492456,1488.003684,1745.495713,1500.371075,1343.200066,1611.441604,1243.758953,1372.753938,1706.12161,1807.412496,1817.971379,2351.164519,2167.059532,2175.965055,2018.257087,1691.776454,1710.606438,1783.041176,1839.035156,1790.358627
UROGENDECARBOX-RXN,2836.327548,2880.075162,2547.465377,4201.94125,4732.157365,3999.654839,4176.948025,4126.603804,3397.568957,3498.115658,3197.657602,2458.111333,1125.472457,1132.879784,1116.273643,4402.144087,4365.974924,3424.829241,4118.028246,4142.104648,3850.406764,4567.956201,4115.569411,3470.725635
GARFT,187.2857526,191.305441,163.077318,162.7724731,170.2143268,175.4234578,161.4636301,190.1714504,152.928033,115.4200598,170.433527,232.9653788,175.0734933,185.1822724,193.282011,237.0778877,237.6275052,360.7649308,228.8664347,241.4019766,257.3400721,109.6844534,113.2221286,119.7928522
H4THDPR,589.9000443,521.448586,466.1705152,518.4604699,479.7854123,389.0273153,467.5058047,443.3444856,390.3407836,523.8295021,545.7930805,453.9559016,329.8682036,309.1957399,298.3265822,420.4294914,413.2652265,362.389998,458.5166585,440.6076728,425.668681,652.7562595,661.7448679,650.1484795
UDPGLUCEPIM-RXN,472.7212579,381.803686,460.4051555,294.3971273,358.3459511,314.7303214,320.8166245,299.8408758,272.7038351,350.6994124,344.9249951,298.2827747,315.6730555,423.1540613,379.5610505,318.9465107,309.9489199,279.511568,315.0832422,281.6356394,297.8799465,292.9377476,326.4754581,340.8651157
GLCS3,1752.674155,1780.674273,1451.223406,2462.687232,2745.328148,2770.658731,1826.755187,1958.882609,2179.491827,2726.798912,2622.444448,2392.793937,947.6951259,880.6632048,918.0895521,1558.915031,1622.926983,1695.757681,1509.577922,1583.832481,1611.019356,2774.214103,2631.590056,2599.504892
AICART,1853.828492,2010.72512,1713.135462,2339.100725,2997.165719,2616.90523,1991.384771,2186.388332,1994.48099,1875.575971,1647.524094,1389.083287,1001.771881,1054.114474,986.718672,2088.502687,2111.096532,2789.427944,1937.526803,2343.365529,2437.680272,2726.059953,2304.015354,2129.045691
ASPAMINOTRANS-RXN,919.4027856,905.6738599,831.8590466,1206.726791,1286.063802,1010.232737,1138.687953,1249.531432,941.0955878,1075.404211,913.0367518,811.0243327,394.0843498,453.3194994,411.774719,1377.269024,1272.51251,1228.550845,1336.360517,1294.346371,1156.267721,1235.956524,1141.015237,1031.307555
GLYOXII-RXN,341.52107831,397.1404092,345.0979609,253.20162479,320.5205452,337.4321807,319.76130670000003,374.50942069999996,355.0496991,372.8955778,340.867054,347.2708216,402.8718224,403.0437693,415.2762048,286.54018072,290.1466278,365.6401325,240.62327204000002,282.61694822000004,268.79699312,250.13405844,281.40645546,322.35167490000003
GLYRIBONUCSYN-RXN,441.6738872,443.9577744,423.3421287,656.1137342,708.7286588,618.1097132,625.8034813,742.0186653,611.7121321,585.978765,565.0683008,524.7164139,329.1922442,371.2024736,332.6411421,660.0657736,688.7753775,592.3370147,648.1936352,577.9909115,564.0330348,737.0260225,632.0652808,591.3410793
RXN-1223,7813.922149,8576.457006,6575.804582,4631.982105,5234.837102,5331.841216,4152.675715,4341.275871,4457.370921,5319.311024,4423.15582,4589.635687,7032.681947,6947.267965,6374.104579,4163.360603,3711.638316,4913.390848,3919.729588,3959.581202,4004.634547,6835.214111,5524.800176,5305.734325
ACETATEKIN-RXN,829.2652576,752.3066287,903.5142318,392.8644258,417.0748709,440.62245,588.8673567,634.682632,670.5306063,923.3604782,1088.542705,1769.012806,2079.251218,2367.986886,2375.407903,926.1387986,1110.650296,988.0408915,1152.953854,1029.392982,977.3634932,270.1982877,368.2467288,509.6641347
UDCPDPS,344.5256626,333.3719288,343.4507153,392.8644258,386.2173029,374.5806776,386.2463308,341.8419323,387.1325032,390.65251,337.8235982,350.5366914,343.3873923,330.9818895,363.4542163,349.6472444,315.1147352,331.5137202,474.1924417,370.9347446,439.7695068,476.1910418,438.5983427,429.076216
GUANYL-KIN-RXN,203.310202,188.0766572,142.4867476,369.7547537,364.3183836,319.8898349,237.4465148,266.0066913,332.5917362,230.8401196,264.780658,274.3330629,179.1292499,176.802984,153.3650739,311.2713273,281.5369356,240.5099538,253.1638986,266.9160067,298.7612481,268.8606725,270.4140158,273.3455081
SHIKIMATE-KINASE-RXN,114.1742021,104.128278,137.5450107,83.39577325,86.60027152,71.20128583,103.4211487,77.00193697,68.44331548,95.44351097,107.5354397,96.88747062,132.488049,129.8789693,133.0564568,91.24940281,97.28952208,86.12856455,102.6763799,98.13088481,89.01146331,117.7101452,141.8024717,124.1489559
OXALATE-DECARBOXYLASE-RXN,1019.555594,1106.665652,1036.117506,1525.238359,2014.70057,2526.097793,2119.07823,3145.412456,3629.634574,2987.603855,4495.184275,4697.40939,4857.44449,6344.797133,5857.285289,2719.573323,3188.169029,3984.664911,2194.609647,3060.702297,3496.123514,457.4644278,862.9065138,1101.005214
2.3.1.157-RXN,368.5623367,440.7289906,347.5688294,707.3569201,816.2324442,766.7037011,670.1268307,750.1855374,657.6974847,850.1131326,884.631164,634.6673637,204.1397489,229.5925006,204.4867652,599.5171044,513.9986255,518.3964546,629.3826953,615.2806478,546.4070025,886.8389345,762.8753128,716.5790612
3HAD60,241.3682694,171.1255421,172.1371691,183.8726085,116.4624341,99.06265855,165.6849014,131.8366497,104.8038268,178.679131,120.7237483,172.0024759,314.997096,287.4095902,280.1188565,264.3674287,224.7129669,82.87843004,169.2984585,158.9720334,155.1090846,268.8606725,193.4669381,235.2296006
PGLUCISOM-RXN,2151.282335,2117.274986,1981.636501,2293.886149,3073.811936,3176.19649,2321.699256,3444.086635,3787.909741,3357.170008,4350.11288,3911.423392,2853.900729,3463.997801,3168.144267,2662.435846,3337.116704,3376.077224,2275.339931,2743.739539,2628.922723,1191.81522,1358.665543,1624.826686
KAS14,6667.172487,6474.518743,5261.302564,5084.127863,5425.954943,4518.701894,6795.191595,6505.496978,4999.57031,6485.719513,6297.924617,4371.911034,3696.822142,3839.389919,3503.586598,5153.459263,4893.749057,4729.758248,5910.554054,5482.572534,5657.075079,6571.703899,6065.628208,5501.758992
PSERTRANSAMPYR-RXN,3755.730333,3766.376319,3548.990725,5156.471185,7093.259021,7220.223144,4917.781151,6144.987909,6533.128348,5995.184259,6351.692337,5563.953509,1710.853326,1897.90881,1673.710168,2649.643874,2735.299218,3346.826013,4462.111687,5542.432374,5885.332198,5030.77109,6109.597966,6526.532391
3HAD80,241.3682694,171.1255421,172.1371691,183.8726085,116.4624341,99.06265855,165.6849014,131.8366497,104.8038268,178.679131,120.7237483,172.0024759,314.997096,287.4095902,280.1188565,264.3674287,224.7129669,82.87843004,169.2984585,158.9720334,155.1090846,268.8606725,193.4669381,235.2296006
3OAR160,250.3820222,209.8709479,190.2568711,284.3494437,402.1437896,303.3793918,282.8251821,310.3411399,282.3286763,341.8209463,314.4904367,252.5605976,183.1850065,205.2925644,165.9704225,332.5912813,309.0879507,213.6963441,277.4613626,269.8599332,275.8474061,341.0918979,281.4064555,301.6601823
2.4.2.12-RXN,66.10085386,58.11810865,48.59374629,78.37193149,53.75189267,44.37181581,66.48502415,53.66801668,38.49936496,133.1769921,97.39058686,52.25391674,51.37291695,63.68259141,60.22555415,66.51825625,52.51912254,51.18961855,43.89219295,45.14020701,52.87809702,175.2276024,159.3903752,102.3684373
PPK,689.0513251,641.7207831,568.2997447,496.3555661,671.8986583,671.7686533,503.3866114,521.5131186,582.8376084,477.2175549,521.4454338,625.9583776,1184.956887,1331.468918,1353.674374,895.4380649,816.1988224,892.974457,623.8961712,604.4862504,615.1485286,428.0368915,352.8573133,414.9188789
GALUi,415.6341569,419.7418958,398.6334441,378.7976689,494.7164936,461.2605039,378.8591059,474.845278,428.8401485,389.5427018,349.9974215,287.3965421,406.2516196,345.2266797,361.3533249,352.2056389,370.2167654,278.6990343,355.0564894,422.9441135,467.089857,583.2002646,322.0784822,290.769923
PHYTES2_1,1639.501481,1603.091164,1639.009409,1439.833049,1379.631912,1440.53616,1617.802254,1430.369314,1439.448479,1580.366972,1342.164025,1740.708601,1328.260287,1351.57921,1366.279723,1759.322598,1402.518863,1932.204967,1918.715863,1591.682952,1683.286088,1705.459489,1559.827189,1689.079216
IMIDPHOSDEHYD-RXN,2069.157032,2031.712215,2157.068161,1509.162065,1479.172454,1425.057619,1433.121632,1461.870106,1410.573955,1574.817931,1621.147477,1608.985186,1703.417773,1740.378189,1636.594419,1795.992919,1918.239426,1800.574519,1609.902934,1675.094204,1640.102309,1864.635709,1791.767666,1585.621752
OROTPDECARB-RXN,376.5745614,368.0813548,375.5720052,640.0374405,502.679737,464.3562119,576.2035426,529.6799907,436.3261362,549.3550922,646.2271232,610.7176519,157.498548,180.9926282,164.5698282,554.3188021,465.7843491,394.8913431,614.4907013,447.4768347,487.3597942,751.7397907,678.2335274,762.3181502
DCTP-DEAM-RXN,13.01986515,22.6014867,8.236228184,2.009536705,5.972432518,4.127610773,4.221271374,15.16704819,12.83312165,11.09808267,11.15933808,16.32934898,12.1672698,13.40686135,18.20772567,7.675183414,9.470661441,5.687735395,9.405469918,15.70094157,18.50733396,8.025691715,10.99243967,6.534155573
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN,27255.58541,27543.14033,25960.59124,31566.80733,33281.38021,28995.43378,31844.21593,30702.77232,28052.13451,30232.287,25704.01353,23611.15,18989.05241,19232.98053,18936.0347,29830.02674,29167.9153,33401.63237,29831.01542,30135.99473,29397.57804,34522.51291,28475.91496,26950.12466
NAD-SYNTH-GLN-RXN,307.4691233,267.9890566,295.6805918,281.3351387,330.4745994,363.229748,231.1146078,256.6731232,249.1764454,205.3145294,242.4619819,216.6360298,197.3801546,166.747838,189.7805253,200.4075669,243.6542898,279.511568,280.5965192,260.0468447,269.6782948,258.1597502,245.1314046,253.7430414
GLUTRR,1694.585526,1659.59488,1711.488217,1225.81739,1284.072991,1201.134735,1572.423587,1536.538651,1423.407077,1479.37442,1541.00314,1268.246104,1858.888442,1877.798518,1853.686533,1142.74953,1121.842896,972.6027525,1069.872203,1210.935119,1145.692102,1345.640978,1164.099361,1185.949236
G1PTT,109.1665617,145.2952716,130.1324053,194.9250604,207.0443273,253.8480625,174.1274442,201.8384105,204.2605196,117.6396763,154.2017625,130.6347918,143.3033999,122.3376098,125.3531883,135.594907,140.3379832,133.255515,163.0281452,171.7290484,179.7855299,164.5266802,139.6039838,165.5319412
UAMAGS,250.3820222,234.0868265,191.9041167,600.8514748,799.310552,590.2483405,585.7014032,712.851265,603.1567177,479.4371714,485.938449,325.4983563,170.3417773,181.830557,171.5727996,538.9684353,538.1057637,541.9599298,477.3275983,501.4488214,471.4963651,375.8698953,392.4300961,370.2688158
SUCROSE-PHOSPHATE-SYNTHASE-RXN,2478.78202,2573.3407,2763.254556,824.9148174,831.1635255,1038.094109,712.3395444,759.5191056,802.0701033,691.4105504,694.9224167,768.5680253,2438.185677,2108.228947,1974.837938,854.5037534,785.2039304,722.3423952,432.6516162,551.4955726,480.3093812,746.3893295,629.8667929,602.2313386
ADCLY-RXN,56.08557298,50.85334507,48.59374629,41.19550245,50.76567641,61.91416159,61.20843493,52.50132066,74.8598763,48.83156375,47.68080815,79.46949837,69.62382166,63.68259141,86.13654837,87.83821018,101.5943682,87.75363181,90.13575338,66.72900167,81.07974876,62.86791844,58.25993023,47.91714087
RXN-11832,453.6922242,430.2354432,404.3988038,355.6879968,353.368924,361.1659426,397.854827,372.1760287,319.7586145,462.7900474,473.7646257,390.8157523,375.8334451,374.5541889,376.0595648,350.5000426,349.5535041,283.5742361,402.083839,387.616995,400.9922357,470.8405806,471.5756617,459.568942
DIAMINOPIMDECARB-RXN,2900.425345,2658.096275,2811.848302,3900.510744,3721.820864,3466.161146,3531.093505,3270.248929,3066.046648,3728.955777,3514.177009,3732.889177,1962.986195,1945.670753,2084.784589,3696.027213,3715.943162,4199.986322,4462.895476,4001.777483,4082.18909,4755.222341,4559.663974,4722.016427
PSIum,945.4425159,860.4708865,921.6339338,1009.792194,805.2829846,763.607993,932.9009738,732.6850972,685.5025816,943.337027,906.9498401,894.8483241,754.3707279,785.9772466,803.9411181,664.3297643,785.2039304,710.1543907,1429.631427,1097.103292,1084.88229,1070.092229,1241.046438,1273.071311
R05219,72.1100224,68.61165605,64.24257984,129.6151175,156.2786509,132.0835447,124.5275055,114.3362094,131.5394969,88.78466137,110.5788955,79.46949837,73.67957826,64.52052024,68.62911984,144.1228885,105.8992143,97.50403534,86.21680758,94.20564942,91.65536816,62.86791844,85.7410294,80.58791873
Cobalt2abcppI,147.2246291,166.2823664,140.0158791,225.0681109,222.970814,217.7314683,194.1784832,187.8380584,177.5248495,188.6674054,164.3466153,153.4958804,110.8573471,145.7996172,119.050514,283.9817863,282.3979048,234.8222184,257.0828444,219.813182,240.5953414,218.0312916,201.1616459,178.6002523
RXN0-6541,516.7884938,498.8470993,554.2981568,675.2043328,818.223255,809.0117115,747.1650333,813.1871222,854.4720167,556.0139418,705.0672695,706.5164992,672.5796364,658.6120638,672.9855527,497.1813256,570.8225941,613.462889,518.8684238,556.4021169,540.2378912,379.8827412,459.483978,496.5958235
THRESYN-RXN,5309.100399,5517.1843420000005,4296.016621000001,9886.920588,12768.065320999998,13357.980366,5986.8181270000005,5686.476375,7030.411812,8293.59718,7288.062249999999,7239.344714999999,3637.3377119999996,3936.589664,3567.3136369999997,8013.744282,8316.101715,12260.319910999999,7427.969868,7817.106284,8186.4107189999995,10822.645278,9855.821405,9106.434817
NICOTINATEPRIBOSYLTRANS-RXN,66.10085386,58.11810865,48.59374629,78.37193149,53.75189267,44.37181581,66.48502415,53.66801668,38.49936496,133.1769921,97.39058686,52.25391674,51.37291695,63.68259141,60.22555415,66.51825625,52.51912254,51.18961855,43.89219295,45.14020701,52.87809702,175.2276024,159.3903752,102.3684373
H2PTEROATESYNTH-RXN,248.378966,209.063752,227.3198979,135.6437276,153.2924346,173.3596525,134.0253661,150.5037859,181.8025567,109.8710184,118.6947777,153.4958804,285.254881,357.7956122,327.7390621,127.9197236,140.3379832,109.6920398,122.2711089,149.1589449,151.5838781,82.93214772,107.7259087,143.7514226
