,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
SUPEROX-DISMUT-RXN,18021.49643,20778.03104,17035.81438,12796.72974,13261.78641,11150.7405,12022.18087,11762.62922,10851.47378,16756.99502,13184.2507,11781.08098,15183.4008,16254.14353,13636.88623,14762.7889,11010.07441,14911.61714,9682.93128,10688.41597,9148.792085,20667.49378,16719.50073,13898.1489
TRDRf,495.756404,422.1634837,448.0508132,683.2424797,527.5648725,470.5476281,620.526892,470.1784939,482.3114888,870.0896814,734.4873426,655.3512057,259.5684225,251.3786503,259.8102394,928.697193,764.5406691,626.4634271,1019.709697,792.8975493,688.2965628,1288.12352,1276.222245,960.5208692
RXN-6622,2416.6872779,2440.9605629999996,2080.4712393,2755.074823,3360.488698,3235.014943,2372.354512,2557.397664,2709.9275230000003,2478.2018608999997,2825.3415044,2044.4344924000002,1414.107135,1425.3169472,1302.5526826999999,2400.626812,2404.6870369999997,2388.0363319999997,2146.7985091,2566.122638,2664.1747880000003,3021.672931,2523.8641471,2512.382818
SPERMINE-SYNTHASE-RXN,618.9443589,600.5537894,414.2822777,760.6096428,761.4851461,590.2483405,634.246024,840.0211306,618.1286929,412.8486754,405.7941119,341.8277053,556.9905733,581.522611,571.4424672,1158.952695,1017.66562,1060.356384,692.8696173,806.6358731,709.4478016,484.2167335,466.0794418,380.0700492
5.4.2.10-RXN,725.1063363,631.2272357,660.5455004,744.5333492,984.4559601,1029.838888,812.5947396,1018.525621,1028.788586,503.8529533,642.1691821,557.3751119,648.9210562,647.7189889,643.5730728,643.8626086,644.004978,536.2721944,532.1928395,570.1404407,673.3144353,461.4772736,429.8043909,439.9664752
QUINOPRIBOTRANS-RXN,629.9611679,580.3738906,658.8982547,640.0374405,428.0243305,461.2605039,607.8630779,529.6799907,489.7974764,744.6813472,618.8360207,644.4649731,372.4536479,335.1715337,375.3592677,515.942885,528.6351023,432.26789,666.2207858,539.7198665,584.302972,854.7361677,894.7845888,845.0841208
ADENYLYLSULFKIN-RXN,196.2995054,160.6319948,182.8442657,289.3732855,245.8651387,270.3585056,282.8251821,253.1730352,206.3993732,194.2164467,236.3750702,193.7749412,232.5300452,237.9717889,232.4986509,294.2153642,302.2001969,204.7584742,250.028742,230.6075793,269.6782948,219.3689069,228.6427451,259.1881711
RXN0-302,205.3132582,189.6910491,200.9639677,259.2302349,274.7318958,254.8799652,227.9486542,241.506075,209.6076537,162.032007,179.5638945,167.6479829,171.6936961,167.5857669,177.1751767,292.5097679,280.6759663,288.4494379,224.9474889,218.8318731,214.1562929,160.5138343,145.1002036,226.5173932
PROTOHEMEFERROCHELAT-RXN,2290.494739,2227.860832,2197.42568,2922.871137,2935.450583,2647.862311,2103.248462,2168.887891,2169.866986,2481.531285,2579.836067,2443.959231,1730.45615,1710.212751,1687.015813,2293.174244,2570.854097,2210.091468,2593.55833,2647.571272,2394.496493,2878.548095,3151.532452,3113.52513
SHCHCS3,1163.7756392000001,985.5862592999999,1275.7917456999999,1010.7969626,803.2921737,829.6497654,914.9605704,806.1869461,852.333163,1019.9137975000001,952.6016777,1237.7646527,1585.1248717,1520.0029054000001,1551.1581679,1178.5670531,1189.8594647,1014.0419676,1268.1708606,1124.57994,1037.2920031,1431.248356,1304.802588,1319.899426
INORGPYROPHOSPHAT-RXN,3182.856266,3892.298888,3460.03946,4394.856774,4495.250875,4336.055117,3679.893321,3918.931913,3575.093807,5319.311024,4757.935962,4696.320767,1750.734933,1844.281364,1687.71611,3193.729098,2674.170403,3805.907513,3568.592045,3618.085723,3439.720211,7776.895272,6818.610325,6462.279862
ADCYRS,335.5119098,375.3461184,289.0916093,362.7213752,381.2402758,381.8039965,338.7570278,361.6757646,362.5356867,324.064014,369.2726418,271.0671931,312.2932583,394.664481,324.9378735,369.261602,279.8149971,320.950783,319.002188,317.9440668,285.5417239,295.6129782,330.872434,327.7968046
ATPPRT,243.3713256,263.1458809,205.0820818,355.6879968,326.4929777,281.7094352,260.6635074,284.6738276,311.2032001,302.9776569,309.4180103,236.2312486,200.0839923,240.4855754,183.477851,305.3017402,365.0509501,342.0766573,324.4887122,358.1777296,355.1645516,377.2075106,368.2467288,304.9272601
CUabcpp,3836.854108,3815.615272,4230.950418,16167.727555000001,13611.173707,14181.43871,8621.946781999999,9314.900980999999,10619.408167,9822.912973,10743.399113,12619.320892,5338.727606,5908.2362109999995,5750.139827,7774.108,14982.586398,7589.064084000001,6632.4238700000005,8015.330672,6756.0581950000005,5596.582356,8833.524515000001,8578.257241
3-DEHYDROQUINATE-SYNTHASE-RXN,438.6693029,430.2354432,413.4586549,576.7370343,646.0181174,616.0459078,484.3908902,581.0146153,517.6025733,615.9435882,515.3585221,556.2864886,287.9587187,317.5750282,341.0447078,588.4307284,606.9833015,686.5909155,698.3561414,624.1124274,486.4784925,719.6370238,614.4773773,716.5790612
RXN-12618,329.50274125,372.92453057999995,298.15146023,289.37328548,322.51135601,348.78311028,385.19101287,383.84298878,336.86944339999997,391.76231831,440.28661144,445.24691549,278.49528661,224.56492759,247.20489087,236.22508953,234.18362832,250.26035736999998,323.70492300999996,291.44872789,287.30432714,386.57081761999996,403.42253569999997,454.12381229
PRTRANS-RXN,224.3422919,180.8118936,149.0757301,225.0681109,263.7824362,261.0713814,207.8976152,158.670658,230.9961897,183.1183641,233.3316144,195.9521878,131.1361301,103.9031755,141.4600225,166.2956406,184.2474135,111.317107,204.5689707,246.3085209,253.8148657,218.0312916,227.5435011,264.6333007
PC6AR_1,61.09321342,67.8044601,83.18590466,47.22411257,62.71054144,53.65894005,73.87224905,80.50202501,74.8598763,55.49041336,75.07191071,67.49464245,98.6900773,95.52388711,73.53119983,47.7566968,46.49233798,41.43921502,61.13555447,57.89722204,44.06508085,57.51745729,43.96975866,63.16350387
ADENYL-KIN-RXN,1603.44647,1653.137313,1715.606331,6551.089658,6703.060096,6623.783388,2405.069366,3055.576862,4025.322492,5652.253504,5565.466245,4395.860745,995.0122862,940.1561521,873.2705351,6470.179618,6119.769229,6200.444114,3348.347291,4777.011473,5160.902269,6276.090921,6037.047865,5145.647514
PRAISOM-RXN,123.1879549,138.837704,122.7197999,109.5197504,148.3154075,131.051642,141.412591,144.6703058,145.4420454,189.7772137,199.8536001,180.711462,162.9062235,178.4788417,163.869531,140.7116959,142.0599216,128.3803132,163.8119344,138.3645476,136.6017506,184.5909095,174.7797907,168.799019
TRSARyr,245.3743818,221.9788872,234.7325033,347.6498499,329.4791939,349.815013,414.7399125,359.3423725,373.2299547,403.9702092,410.8665383,449.6014086,225.7704508,220.3752834,224.0950852,392.2871522,384.8532422,347.7643927,378.5701642,346.4020234,326.0815983,346.442359,450.6900263,400.7615418
RXN1YI0-9,204.3117301,262.3386849,133.4268966,1010.796963,623.1237928,301.3155864,604.6971244,339.5085403,131.5394969,1194.153695,767.9653568,379.9295196,131.1361301,117.3100368,131.6558626,1303.928382,352.997381,290.0745051,286.8668325,163.8785776,121.6196231,1147.673915,1005.808229,627.278935
RBPCcx,335.5119098,311.5776381,298.1514603,394.8739625,301.6078422,283.7732406,352.4761598,318.508012,286.6063836,375.1151943,381.4464652,397.3474918,189.2686414,194.3994896,198.8843881,348.7944462,291.007597,212.8838105,423.2461463,370.9347446,415.9743632,525.6828073,517.7439083,555.4032237
UROGENIIISYN-RXN,227.3468762,213.0997317,259.4411878,233.1062578,210.0305436,220.8271763,241.6677862,179.6711863,238.4821774,245.267627,236.3750702,262.3582069,135.8678461,126.527254,115.5490283,222.580319,188.5522596,166.5693937,296.2723024,229.6262705,257.3400721,331.7285909,318.7807503,338.6870639
DHNPA_1,213.3254829,248.6163537,244.6159771,212.0061224,235.9110845,254.8799652,339.8123456,373.3427247,406.3821857,316.2953561,430.1417586,567.1727212,1028.134298,1198.238233,1014.03026,366.7032075,495.0573026,489.9577776,381.7053208,453.3646878,482.9532861,192.6166012,157.1918872,224.3393413
ABC-19-RXN,35.05348311,26.63746647,32.12128992,32.15258728,39.81621679,47.46752389,42.21271374,38.50096848,21.38853609,54.38060509,35.50698479,44.63355388,45.96524148,43.57229938,46.91990846,21.31995393,32.71683043,39.81414776,26.64883143,27.47664775,37.01466791,30.76515158,52.7637104,51.18421865
NAD-KIN-RXN,987.5066956,974.285516,1027.0576546,861.0864779999999,715.6964966999999,706.8533449,838.9776856999999,743.1853613000001,746.4599094,993.278399,942.4568249,1126.7250795999998,1186.3088059,1120.3108514,1128.1786945,1123.987971,1104.6235116999999,949.8518108999999,1156.0890107,929.2994792,979.1260964,1238.6317546999999,1219.061559,1195.7504698
PYRNUTRANSHYDROGEN-RXN,95.14516844,89.59875084,185.3151341,175.8344617,242.8789224,297.1879756,253.2762825,443.3444856,575.3516207,408.4094423,654.3430055,824.0878119,1063.960148,1371.689502,1215.01554,635.334627,788.6478073,889.7243225,503.1926406,789.9536227,870.7259975,50.82938086,84.64178543,123.05993
3PGAREARR-RXN,3656.5790526,3554.0837829,3333.2015465,3076.600695,2570.1367941,2318.6853511,2249.9376431,2013.717321,2082.1739882,2872.1837954000002,2572.7346696,2717.2036698,3359.518385,3449.75301,3493.082141,2975.4127699,2988.4241689,2717.1124511,2919.6146205,2781.0292755,2681.8008207000003,3937.93940187,3585.7338196,3507.7525165
3.6.3.30-RXN,1704.6008075999998,1798.4325849,1672.7779442,580.7561077,573.3535218,556.1955515999999,957.1732841,1131.6951343,1043.7605611000001,1857.8190387999998,1794.62446,1939.9266591,640.8095430000001,713.9153668,629.56713,415.3127025,371.9387039,455.8313652,881.7628047999999,910.654611,920.9601897,1547.6208857,1524.6513817,1562.7522078
RXN-9311,160.2444942,153.3672312,133.4268966,161.7677047,175.1913539,119.7007124,111.8636914,98.00246523,94.10955878,91.0042779,120.7237483,121.9258057,104.7737122,128.2031116,109.246354,122.8029346,120.5356911,125.1301787,112.865639,104.0187379,121.6196231,148.4752967,136.3062519,128.5050596
NPHBDC,77.11766284,73.45483177,65.88982547,74.35285808,75.6508119,85.64792354,66.48502415,78.16863298,66.30446187,52.16098855,60.86911679,74.02638204,57.45655185,46.08608589,73.53119983,72.48784335,68.87753775,63.37762297,75.24375934,80.46732554,73.1480342,73.56884072,64.85539403,92.56720395
CARBODEHYDRAT-RXN,1034.578516,1029.174841,910.9268372,1644.805793,1752.908944,1703.671346,1708.559589,1575.03962,1511.100075,2049.815869,1746.943652,1585.035474,521.1647233,464.2125742,486.7065132,1057.469715,1004.751082,1209.862572,1478.226355,1553.411907,1398.625666,2192.351454,2258.946351,2010.341865
DESAT16a,10119.43981,10920.55406,9745.105188,8452.111381,10614.00799,10127.09303,9897.826055,10508.431,9527.5234,8059.427636,6921.833064,6446.826977,9063.940045,8783.170041,8050.615936,8176.62873,7827.932166,8934.619772,7779.8912,9684.537022,9326.815012,9895.677885,8038.771128,7322.610345
NAG1P-URIDYLTRANS-RXN,368.5623367,440.7289906,347.5688294,707.3569201,816.2324442,766.7037011,670.1268307,750.1855374,657.6974847,850.1131326,884.631164,634.6673637,204.1397489,229.5925006,204.4867652,599.5171044,513.9986255,518.3964546,629.3826953,615.2806478,546.4070025,886.8389345,762.8753128,716.5790612
PDS1_1,958.462381,1025.138861,999.0544788,1271.031966,1335.834073,1393.068636,1244.219738,1384.868169,1233.049105,1406.127074,1259.990718,1292.195816,623.2345978,545.4916711,585.4484101,1250.202098,1008.194959,1401.620508,1205.467728,1319.860401,1299.038583,2320.762521,1460.895232,1468.006952
FARNESYLTRANSTRANSFERASE-RXN,1119.708403,1215.637106,1005.643461,1101.226114,1166.615152,1114.454909,1052.15189,1127.02835,1068.357378,1343.977811,1238.686527,995.0016645,690.1545817,716.4291533,644.9736671,961.103523,965.1464978,871.8485827,1065.169468,1122.617322,1073.425369,1522.206195,1392.742106,1389.597085
3OAS180,6667.172487,6474.518743,5261.302564,5084.127863,5425.954943,4518.701894,6795.191595,6505.496978,4999.57031,6485.719513,6297.924617,4371.911034,3696.822142,3839.389919,3503.586598,5153.459263,4893.749057,4729.758248,5910.554054,5482.572534,5657.075079,6571.703899,6065.628208,5501.758992
EAR80y,617.9428308,636.8776073,523.0004897,1149.454995,1297.013262,1105.167784,1115.470961,1299.69936,1028.788586,944.4468353,907.9643254,597.6541727,174.3975339,240.4855754,217.0921138,1131.663154,952.2319594,916.5379322,911.5467929,965.6079065,910.3845703,896.2022415,1010.205205,940.9184025
EAR140y,617.9428308,636.8776073,523.0004897,1149.454995,1297.013262,1105.167784,1115.470961,1299.69936,1028.788586,944.4468353,907.9643254,597.6541727,174.3975339,240.4855754,217.0921138,1131.663154,952.2319594,916.5379322,911.5467929,965.6079065,910.3845703,896.2022415,1010.205205,940.9184025
N-ACETYLTRANSFER-RXN,206.3147863,205.0277722,214.1419328,317.5067994,405.1300058,392.1230234,480.1696188,567.0142631,544.3382434,609.2847386,763.9074157,628.1356241,319.0528526,321.7646724,320.7360907,553.4660039,544.1325483,412.7670829,437.3543512,451.4020701,451.2264279,286.2496712,292.3988951,311.4614156
CYTBD4um,666.0161791,666.7438576,625.953342,346.6450816,325.4975723,405.5377584,368.3059274,367.5092446,433.1178558,372.8955777,393.6202886,495.3235857,663.7921638,672.0189251,628.8668328,276.3066029,327.1683043,277.0739671,283.7316759,325.7945376,302.2864546,326.3781298,325.3762141,393.1383603
RIBOFLAVINSYNDEAM-RXN,182.2781122,172.7399341,175.4316603,254.2063932,162.2510834,122.7964205,153.0210873,131.8366497,168.9694351,120.9691011,145.071395,203.5725506,191.9724791,205.2925644,217.7924109,214.0523374,235.0445976,125.1301787,199.0824466,165.8411953,166.5660056,200.6422929,217.6503054,308.1943379
RXN-19329,63.0962696,37.13101386,46.94650065,40.1907341,43.79783847,42.30801042,42.21271374,42.00105653,51.33248661,19.97654881,24.34764672,27.21558163,48.66907922,50.27573006,47.6202056,56.28467837,54.24106098,30.87627786,52.51387371,52.9906778,57.2846051,33.44038215,28.58034313,25.04759636
BCAROHX,1837.804043,2008.303532,1804.557595,3307.697416,4932.233855,5003.696159,3925.782378,4513.946881,4504.4257,3711.198845,3843.884725,3178.779935,1775.745432,1757.974694,1876.096041,2829.584285,2519.195943,3846.534194,3055.993934,3782.945609,3857.457177,3856.344869,2891.011632,3059.073834
MPOMC1_1,24279.04393,28257.50875,25058.72425,32650.95238,37185.36026,33287.11708,27494.19578,31513.62605,30330.0136,29165.76126,29165.43731,24477.69412,16120.28057,18930.48822,15987.78373,26569.77938,24683.12662,29630.66381,20418.4914,24390.43142,23423.23437,29288.4243,29622.42641,26487.28864
ERTHMMOR,2536.870649,2507.957828,2652.065475,2360.20086,2144.103274,1950.29609,2625.630795,2342.725597,2266.115398,3198.467426,3222.005249,3460.733361,5951.822813,6849.230292,6844.704258,2903.777725,2839.476494,2432.725682,2537.12551,2204.019673,2062.245784,2122.795459,2219.373569,2032.122383
AFAT,949.4486282,938.768894,1015.526935,393.8691942,420.0610871,359.1021372,775.6586151,663.8500324,666.2528991,1511.55886,1565.350787,1802.760127,1775.069473,2010.191273,1881.698418,567.9635726,574.266471,632.1511625,945.2497267,755.607813,785.2397407,791.8682492,861.8072698,939.8293766
DEOXYADENYLATE-KINASE-RXN,1603.44647,1653.137313,1715.606331,6551.089658,6703.060096,6623.783388,2405.069366,3055.576862,4025.322492,5652.253504,5565.466245,4395.860745,995.0122862,940.1561521,873.2705351,6470.179618,6119.769229,6200.444114,3348.347291,4777.011473,5160.902269,6276.090921,6037.047865,5145.647514
GSAAMINOTRANS-RXN,23154.32789,24186.01236,22169.4554,25147.34233,24279.929,21468.73553,24562.52281,23696.76275,20753.29657,29513.13125,26440.52985,23718.92371,14129.58004,15818.42053,14567.58113,21544.23984,20516.89656,20602.60267,20912.27857,20310.14923,19937.68648,26857.97732,28765.01612,26484.02156
UAAGDS,1907.911009,2076.107992,1644.774768,1306.198858,1515.007049,1519.992667,1134.466682,1095.527558,1231.979679,1628.088728,1496.365788,1288.929946,1334.343922,1363.310213,1307.454763,902.2604502,939.3174211,1024.604905,907.6278471,865.514404,948.2805398,1029.96377,1353.169323,1364.549489
GLUCOKIN-RXN,497.7594602,440.7289906,469.4650065,539.5606053,365.313789,384.8997046,460.1185798,341.8419323,348.6331382,551.5747087,488.9819049,523.6277906,385.9728366,401.3679116,394.9675877,515.942885,458.8965953,359.1398635,500.057484,451.4020701,413.3304583,691.5471028,784.8601922,753.6059427
RXN-14122,178.2719998,156.596015,187.7860026,160.7629364,123.430272,114.5411989,132.9700483,140.0035218,116.5675217,169.8006649,143.0424245,182.8887086,235.2338829,227.9166429,207.9882509,185.9099982,149.8086446,138.1307167,172.4336152,116.7757529,138.3643539,145.8000662,195.6654261,149.1965522
CHPHYS,478.7304265,443.9577744,474.4067434,973.6205335,1031.240015,898.7872458,734.5012192,960.1908201,925.0541858,561.5629832,582.3145506,560.6409817,314.997096,266.4613693,313.7331193,753.0207727,971.1732823,919.7880667,927.2225761,1012.710731,1038.173305,963.0830058,613.3781334,752.5169168
ABC-27-RXN,1286.963594,1385.955452,847.5078802,205.9775123,201.0718948,184.7105821,200.5103903,165.6708341,163.6223011,877.8583393,768.9798421,726.111718,8819.24273,6526.62769,6806.187916,618.2786639,703.4118543,216.133945,246.8935853,199.2056962,185.0733396,262.172596,231.940477,221.0722635
ARG-OXIDATION-RXN,770.1751003,637.6848033,592.1848064,1268.017661,1286.063802,1120.646325,1198.84107,1146.862182,1023.441452,1227.447943,1174.773954,995.0016645,320.4047715,361.9852564,384.4631305,1171.744668,1075.350558,977.4779543,1155.305222,1181.495853,1101.627021,980.4720045,1305.901832,1403.754422
RXN-10814,1542.353257,1656.366097,1424.043853,1889.969271,1992.80165,1759.394092,1676.900054,1787.378294,1436.240198,1693.567416,1620.132992,1336.82937,1144.399321,1091.821271,1060.950169,1873.597551,1959.565949,2270.218956,1924.986176,1804.626972,1930.931843,1829.857711,1844.531376,1763.132979
6PFRUCTPHOS-RXN,516.7884938,498.8470993,554.2981568,675.2043328,818.223255,809.0117115,747.1650333,813.1871222,854.4720167,556.0139418,705.0672695,706.5164992,672.5796364,658.6120638,672.9855527,497.1813256,570.8225941,613.462889,518.8684238,556.4021169,540.2378912,379.8827412,459.483978,496.5958235
DMPPS_syn,1604.447998,1661.209272,1481.69745,2487.806441,2454.669765,2113.336716,2194.005797,2292.557669,2132.437048,1835.622874,1815.928651,1436.98271,1020.698745,1107.741919,1064.451655,2421.946766,2483.035236,2066.273016,2069.987171,2116.683185,2000.55467,2093.367922,2061.082437,1711.94876
ANS2,979.4944709,962.9847726,934.8118989,746.5428859,634.0732524,677.9600694,732.3905835,592.6815755,688.710862,819.0385011,850.1386645,863.2782494,863.8761561,871.4459877,907.585095,683.944122,714.6044542,567.9610059,768.1133766,678.084414,707.6851984,898.8774721,970.6324225,1058.533203
3OAS160,6667.172487,6474.518743,5261.302564,5084.127863,5425.954943,4518.701894,6795.191595,6505.496978,4999.57031,6485.719513,6297.924617,4371.911034,3696.822142,3839.389919,3503.586598,5153.459263,4893.749057,4729.758248,5910.554054,5482.572534,5657.075079,6571.703899,6065.628208,5501.758992
ACHBSb,1343.049167,1303.621465,1368.861124,1986.427033,1517.993265,1391.00483,1341.308979,1264.69848,1256.576495,1731.300897,1780.421666,1758.126574,1013.93915,940.9940809,1014.03026,1504.335949,1603.98566,1684.382211,1753.33635,1549.486671,1373.949221,2303.373522,2242.457692,2125.778613
PC20M,438.6693029,456.8729097,473.5831206,626.9754519,644.0273066,622.237324,593.0886281,641.6828081,544.3382434,368.4563447,376.3740388,461.5762645,161.5543046,179.3167705,181.3769596,572.2275634,582.015194,734.5303996,692.8696173,722.2433122,620.4363383,314.3395922,297.895115,530.3556273
ADENYLOSUCCINATE-SYNTHASE-RXN,2335.563503,2270.642217,1946.22072,4473.228705,5952.52441,4328.831798,4696.164404,5631.641663,3706.633304,3114.121997,2719.835035,2044.434492,797.6321316,963.6181594,964.3091635,7480.745434,7059.086651,9142.62838,5021.737147,5140.095746,4708.794539,3814.878795,2738.216721,2383.877758
4.1.1.81-RXN,136.2078201,135.6089202,182.8442657,184.8773769,213.0167598,177.4872632,206.8422973,197.1716265,201.0522392,155.3731574,148.1148509,180.711462,168.313899,186.85813,219.1930052,207.2299522,202.3277672,195.8206043,186.54182,152.1028715,135.720449,133.7615286,133.00852,161.1758375
MPOMOR_1,24279.04393,28257.50875,25058.72425,32650.95238,37185.36026,33287.11708,27494.19578,31513.62605,30330.0136,29165.76126,29165.43731,24477.69412,16120.28057,18930.48822,15987.78373,26569.77938,24683.12662,29630.66381,20418.4914,24390.43142,23423.23437,29288.4243,29622.42641,26487.28864
RXN-8991,787.2010778,716.7900067,742.0841594,720.4189087,578.3305489,523.1746655,557.2078214,578.6812233,516.5331465,670.3241933,702.0238136,669.5033082,594.1683421,608.3363337,578.4454387,583.3139394,619.0368706,475.3321723,706.194033,645.701222,686.5339596,937.6683154,912.3724923,913.6927543
SPERMIDINESYN-RXN,618.9443589,600.5537894,414.2822777,760.6096428,761.4851461,590.2483405,634.246024,840.0211306,618.1286929,412.8486754,405.7941119,341.8277053,556.9905733,581.522611,571.4424672,1158.952695,1017.66562,1060.356384,692.8696173,806.6358731,709.4478016,484.2167335,466.0794418,380.0700492
325-BISPHOSPHATE-NUCLEOTIDASE-RXN,740.12925761,708.71804716,593.8320521300001,435.06469665,527.56487241,475.70714156,395.74419138,483.0121501,504.7694517,462.79004740000005,428.11278803999994,459.39901796,715.84104015,636.82591409,644.97366711,354.76403332,344.38768876999995,390.82867498999997,384.05668828,390.56092156,410.6865535,559.12318948,433.10212283,456.30186421
ICDHyr,2082.176897,2189.922622,1792.203253,2156.232884,2747.318958,3287.641981,1834.142412,1978.716441,2057.577172,2527.033424,1996.507031,1724.379252,1387.744717,1514.975332,1435.60914,2269.295896,1891.549381,3081.127517,1757.255296,2096.0757,2225.286583,4095.778005,2526.062635,2300.022762
TMDS3,491.7502916,474.6312207,517.23513,556.6416673,541.5005483,519.0470547,564.5950463,522.6798146,491.93633,728.0342232,618.8360207,643.3763498,771.9456731,745.7566625,791.3357696,793.9550842,749.9041923,790.5952199,785.3567381,694.7666645,758.8006922,571.1617271,619.9735972,659.9497129
GLYOXI-RXN,2191.343458,2319.073974,2165.30439,1230.841232,1107.886232,1080.40212,1066.92634,1001.025181,1052.315975,1317.342413,1255.932776,1429.362347,1364.086137,1452.968599,1338.267837,1062.586504,1060.714081,1096.920398,958.5741424,1013.69204,934.1797139,1360.354746,1427.917913,1497.410652
5.3.1.23-RXN,331.5057974,305.9272664,239.6742402,272.2922235,282.6951392,255.9118679,254.3316003,197.1716265,208.5382268,273.0128337,230.2881585,189.4204482,324.4605281,304.1681669,297.626285,257.5450434,231.6007207,242.1350211,296.2723024,266.9160067,262.6278818,355.805666,353.9565573,321.262649
CTPSYN-RXN,789.204134,715.1756148,705.0211326,1380.551716,1506.0484,1181.528584,1438.398221,1643.874685,1194.54974,940.0076022,997.23903,652.0853359,423.1506054,448.2919264,434.1842276,2098.736265,1951.817226,1881.827882,1083.196619,1130.467793,1139.522991,1233.281294,878.2959293,842.9060689
GLUTATHIONE-SYN-RXN,822.2545609,778.9440952,767.6164668,535.5415319,634.0732524,593.3440486,564.5950463,673.1836005,666.2528991,597.0768477,594.488374,561.7296049,730.0361883,862.2287705,795.5375524,664.3297643,736.989654,520.8340554,666.2207858,639.813369,738.530755,720.9746391,618.8743532,588.0740016
AHSERL2_1,1824.784178,1963.907755,2317.674611,983.6682171,1430.397588,1932.753744,2352.303473,2987.908494,2901.35492,2179.663437,3154.034735,4530.85003,4185.540813,5221.134567,4315.931281,1503.483151,1650.477998,2800.803415,1853.661363,2257.010351,2660.649581,453.4515819,605.6834256,953.9867136
PEPCARBOX-RXN,4780.293568,5133.766264,4382.497017,5318.23889,6264.086306,6163.554787,5905.558653,5971.150203,5756.724488,6658.849603,5148.512795,4937.995132,5788.24063,5344.310105,5327.160353,4975.224448,4590.687891,5963.184295,5284.306515,5407.011753,5784.863813,6990.377484,5201.62245,4995.361935
CHORISMATEMUT-RXN,785.1980217,753.9210206,871.3929419,851.0387945,783.3840653,800.7564899,765.1054366,716.351353,769.9872991,858.9915987,808.544768,839.3285376,927.4163429,1044.897256,1077.7573,1007.154623,929.8467597,1031.105174,931.1415219,851.7760801,804.6283763,1011.237156,924.4641759,858.1524319
1.7.7.2-RXN,2274.47029,2381.228063,2057.4098,2714.884088,3723.811675,2154.612823,961.3945555,859.8549628,1503.614087,1306.24433,1360.42476,3099.310436,1247.145155,1254.379465,1290.647631,1299.664391,1628.092799,2303.532835,1342.630831,2453.27212,1549.328243,1898.076091,1646.667462,1794.714731
GLUCOSAMINE-6-P-DEAMIN-RXN,141.2154605,151.7528393,126.0142912,156.743863,168.2235159,206.3805386,165.6849014,149.3370899,137.9560578,173.1300897,136.9555128,153.4958804,132.488049,160.0444074,156.8665596,162.884448,137.7550755,117.817376,145.0009946,139.3458564,162.1594975,148.4752967,197.863914,166.6209671
MPML,933.4241788,886.301157,769.2637124,1447.871196,1642.418943,1334.250182,1656.849014,1641.541293,1353.894334,1428.32324,1262.019688,1049.432828,421.1227271,522.0296638,460.7955189,1303.075584,1275.095418,1230.988446,1616.173248,1542.617509,1573.123386,1579.723653,1410.330009,1151.100407
TRANS-RXN-188,517.7900219,579.5666946,547.7091743,474.2506624,490.7348719,481.8985577,474.8930296,507.5127664,527.2274145,740.2421142,624.9229324,465.9307576,329.1922442,329.3060319,315.1337136,359.8808223,358.1631963,342.0766573,431.8678271,522.0563072,500.5793184,726.3251002,783.7609482,679.5521796
PYRUVDEH-RXN,1938.95838,2196.38019,1888.567123,2713.87932,3115.618964,2739.70165,2898.958116,2749.902507,2441.501394,3132.988738,2509.836582,2020.48478,916.6009919,1018.083534,852.2616209,2497.845802,2217.856716,2035.396738,2117.014521,2485.655312,2456.187606,4680.315885,2599.711981,2230.325102
TPI,558.8526736,528.7133496,529.5894722,774.6763997,744.563254,673.8324587,984.6115481,879.6887951,724.0019465,804.6109936,664.4878583,609.6290286,323.1086092,330.9818895,341.7450049,1077.936871,947.9271133,915.7253986,837.0868227,764.4395927,702.3973887,921.616932,824.432975,713.3119834
ERYTH4PDEHYDROG-RXN,3064.6759518999997,3046.3575282,4045.63528365,3355.92629764,4542.0349299380005,5972.65278801,5923.499056029999,8141.2047901900005,10246.17820804,10135.87890094,13027.00548032,17597.595086123,23782.28075599,28426.7357019,26309.46329699,7774.9607983000005,9164.156398550002,12209.130294319999,7174.80596856,10168.322285029999,10621.44709102,1143.661069715,1700.5304165999999,2577.72437379
GAPD,3064.6759518999997,3046.3575282,4045.63528365,3355.92629764,4542.0349299380005,5972.65278801,5923.499056029999,8141.2047901900005,10246.17820804,10135.87890094,13027.00548032,17597.595086123,23782.28075599,28426.7357019,26309.46329699,7774.9607983000005,9164.156398550002,12209.130294319999,7174.80596856,10168.322285029999,10621.44709102,1143.661069715,1700.5304165999999,2577.72437379
RXN0-1461,18082.58964,19292.79049,18224.3021,17829.61441,15745.32293,13408.5436,15543.77652,15441.22175,13477.98602,20947.63104,18154.21408,17496.35312,5884.902829,6803.982135,6063.872946,11789.93452,11390.62281,10493.8718,14389.58518,14269.21196,12741.85878,23830.95393,27930.68995,26897.85142
PRIBFAICARPISOM-RXN,1176.795504,1025.138861,1128.363261,923.3821159,756.508119,752.2570633,1025.768944,890.1890592,825.597493,1024.353031,1139.266969,1152.852038,1203.207792,1138.745286,1107.16978,904.8188446,1021.109497,673.5903775,1012.655594,893.9723606,935.0610156,1340.290516,1326.787468,1278.51644
