,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,L_T12_A,L_T12_B,L_T12_C,L_T16_A,L_T16_B,L_T16_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
HOXGfx,4.59404e-05,4.59404e-05,4.59404e-05,4.9931626171043687e-05,4.765082942009779e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.59404e-05,6.011852438198334e-05,6.013386184629609e-05,5.0861982767452256e-05,7.202749124582824e-05,6.985468986378518e-05,7.275347502521626e-05,0.00011766794635124847,0.000248097570637391,9.772862678420707e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.6104674222993866e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.59404e-05,9.661183174453677e-05,7.676367032734628e-05,6.32430927247503e-05
PGK,3.618938564138065,3.618938564138198,3.618938564138099,3.9333459769725083,3.7536770294021222,3.618938564138099,3.618938564137603,3.618938564138099,3.618938564137603,4.735815236807569,4.7370234400680715,4.0066344848032065,5.673939838304373,5.502778187258815,5.731128950637006,9.269250350747116,19.54379731235751,7.69853758979066,3.6189385641380327,3.6189385641380323,3.6189385641380323,3.631879207247535,3.6189385641381318,3.618938564138165,3.618938564138065,3.618938564137603,3.618938564138065,7.6105624603251965,6.047030649981266,4.981951989468359
IMPD,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0011378635747570675,0.0010858877881997566,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0013700070337800134,0.0013703565505754464,0.0011590649447857928,0.0016413937408930046,0.0015918789996879346,0.001657937774440028,0.0026814682464157556,0.005653755150031898,0.0022270823755639302,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010506533323124435,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0010469097800000077,0.0022016323653487996,0.0017493238459916462,0.0014412110536910537
LPOR,9.9879e-05,9.987900000000001e-05,9.9879e-05,0.00010855632276466188,0.00010359764372208225,9.9879e-05,9.987900000000001e-05,9.9879e-05,9.9879e-05,0.00013070365292309414,0.00013073699809636416,0.00011057901056217108,0.00015659493165366605,0.00015187104528704582,0.000158173292614857,0.00025582182161270576,0.0005393888006567633,0.00021247175719881859,9.9879e-05,9.9879e-05,9.9879e-05,0.00010023614850367879,9.9879e-05,9.987900000000001e-05,9.9879e-05,9.987900000000001e-05,9.9879e-05,0.00021004373369551505,0.00016689185615765252,0.00013749677534926418
DESAT18a,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0010604986607941748,0.0010120567796578356,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0012768583658304402,0.0012771841184968553,0.0010802585204304808,0.0015297931163888705,0.0014836449507366035,0.001545212298274955,0.002499151521651543,0.00526934853885897,0.002075659972917301,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0009792179630270337,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0009757289400000001,0.0020519403440012536,0.001630384904768157,0.0013432211262122734
FUM,0.00591407989999981,0.005914079900000257,0.005914079899999924,0.006427885406144669,0.006134269890808147,0.005914079899999933,0.0059140798999982635,0.005914079899999927,0.0059140798999982635,0.007739282998518457,0.007741257447791444,0.006547653698250524,0.009272368943769423,0.008992656077093226,0.009365827557049627,0.015147835813144356,0.03193853026411183,0.012580972462590226,0.0059140798999997015,0.0059140798999996885,0.0059140798999996885,0.005935227536510648,0.005914079900000035,0.005914079900000146,0.00591407989999981,0.0059140798999982635,0.00591407989999981,0.012437203250788724,0.009882075030542186,0.008141520393756173
PHYFXOR,4.59404e-05,4.59404e-05,4.59404e-05,4.9931626171043687e-05,4.765082942009779e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.59404e-05,6.011852438198334e-05,6.013386184629609e-05,5.0861982767452256e-05,7.202749124582824e-05,6.985468986378518e-05,7.275347502521626e-05,0.00011766794635124847,0.000248097570637391,9.772862678420707e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.6104674222993866e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.59404e-05,4.59404e-05,9.661183174453677e-05,7.676367032734628e-05,6.32430927247503e-05
RNDR1,5.28301e-05,5.28301e-05,5.28301e-05,5.741989194214364e-05,5.47970431982897e-05,5.28301e-05,5.28301e-05,5.28301e-05,5.28301e-05,6.913452331613608e-05,6.915216094605201e-05,5.8489774486133776e-05,8.282948266158393e-05,8.033082539491946e-05,8.366434251616614e-05,0.0001353146549122579,0.0002853048616583754,0.00011238502768526913,5.28301e-05,5.28301e-05,5.28301e-05,5.3019010493338954e-05,5.28301e-05,5.28301e-05,5.28301e-05,5.28301e-05,5.28301e-05,0.00011110074645077213,8.827594839750497e-05,7.272768441193005e-05
GLYCL,0.009545477179999817,0.009545477180000265,0.009545477179999932,0.0103747724916621,0.009900869492594088,0.009545477179999935,0.00954547717999827,0.009545477179999935,0.00954547717999827,0.012491401959571227,0.012494588771518163,0.010568081597814588,0.014965842135019905,0.014514378368727453,0.015116686742366216,0.02444899688973731,0.05154960990615301,0.020306013373908055,0.00954547717999971,0.009545477179999708,0.009545477179999708,0.00957961000964251,0.009545477180000043,0.009545477180000154,0.009545477179999817,0.00954547717999827,0.009545477179999817,0.020073966165629002,0.015949923452182893,0.013140623468597642
ACONT,0.011676711190000001,0.011676711190000001,0.011676711190000001,0.012691164596876015,0.012111452514615394,0.011676711190000003,0.011676711190000005,0.011676711190000003,0.011676711190000005,0.015280377323170738,0.01528427565973652,0.012927634137410583,0.01830728972794729,0.017755026921978043,0.01849181365287042,0.029907763664746997,0.06305917404448896,0.024839769570018648,0.011676711190000001,0.011676711190000008,0.011676711190000008,0.01171846491129675,0.011676711190000001,0.011676711190000001,0.011676711190000001,0.011676711190000005,0.011676711190000001,0.02455591280915772,0.019511088460196165,0.016074551560484866
