Entry	Entry Name	Gene Names (ordered locus)
O50208	O50208_SYNE7	Synpcc7942_2159
O50211	O50211_SYNE7	
O50544	O50544_SYNE7	
O54307	O54307_SYNE7	
O66226	O66226_SYNE7	
O68867	O68867_SYNE7	Synpcc7942_0197
O68868	O68868_SYNE7	
O85784	O85784_SYNE7	
O86102	O86102_SYNE7	
P35086	Y2126_SYNE7	Synpcc7942_2126
P37372	Y2318_SYNE7	Synpcc7942_2318
P42460	Y270_SYNE7	Synpcc7942_0270
P72543	P72543_SYNE7	
P72544	P72544_SYNE7	
P72545	P72545_SYNE7	
P72547	P72547_SYNE7	Synpcc7942_0357
P72548	P72548_SYNE7	
P72549	P72549_SYNE7	Synpcc7942_2341
P72557	P72557_SYNE7	Synpcc7942_B2644
P72558	P72558_SYNE7	
P72559	P72559_SYNE7	Synpcc7942_B2645
P72561	P72561_SYNE7	
P72562	P72562_SYNE7	Synpcc7942_B2649
P72563	P72563_SYNE7	
P95828	P95828_SYNE7	
P95838	P95838_SYNE7	
Q07948	Q07948_SYNE7	Synpcc7942_2008
Q31JS8	Q31JS8_SYNE7	Synpcc7942_B2660
Q31JT6	Q31JT6_SYNE7	Synpcc7942_B2642
Q31JT7	Q31JT7_SYNE7	Synpcc7942_B2641
Q31JU1	Q31JU1_SYNE7	Synpcc7942_B2658
Q31JU4	Q31JU4_SYNE7	Synpcc7942_B2634
Q31JU8	Q31JU8_SYNE7	Synpcc7942_B2632
Q31JV0	Q31JV0_SYNE7	Synpcc7942_B2652
Q31JX8	Q31JX8_SYNE7	Synpcc7942_2611
Q31JX9	Q31JX9_SYNE7	Synpcc7942_2610
Q31JY0	Q31JY0_SYNE7	Synpcc7942_2609
Q31JY1	Q31JY1_SYNE7	Synpcc7942_2608
Q31JY4	Q31JY4_SYNE7	Synpcc7942_2605
Q31JY8	Q31JY8_SYNE7	Synpcc7942_2601
Q31JZ1	Q31JZ1_SYNE7	Synpcc7942_2598
Q31JZ2	Q31JZ2_SYNE7	Synpcc7942_2597
Q31JZ3	Q31JZ3_SYNE7	Synpcc7942_2596
Q31JZ4	Q31JZ4_SYNE7	Synpcc7942_2595
Q31JZ5	Q31JZ5_SYNE7	Synpcc7942_2594
Q31JZ6	Q31JZ6_SYNE7	Synpcc7942_2593
Q31JZ8	Q31JZ8_SYNE7	Synpcc7942_2591
Q31JZ9	Q31JZ9_SYNE7	Synpcc7942_2590
Q31K01	Q31K01_SYNE7	Synpcc7942_2588
Q31K02	Q31K02_SYNE7	Synpcc7942_2587
Q31K03	Q31K03_SYNE7	Synpcc7942_2586
Q31K04	Q31K04_SYNE7	Synpcc7942_2585
Q31K05	Q31K05_SYNE7	Synpcc7942_2584
Q31K06	Q31K06_SYNE7	Synpcc7942_2583
Q31K08	Q31K08_SYNE7	Synpcc7942_2581
Q31K14	Q31K14_SYNE7	Synpcc7942_2575
Q31K15	Q31K15_SYNE7	Synpcc7942_2574
Q31K16	Q31K16_SYNE7	Synpcc7942_2573
Q31K17	Q31K17_SYNE7	Synpcc7942_2572
Q31K21	Q31K21_SYNE7	Synpcc7942_2568
Q31K23	Q31K23_SYNE7	Synpcc7942_2566
Q31K29	Q31K29_SYNE7	Synpcc7942_2560
Q31K31	Q31K31_SYNE7	Synpcc7942_2558
Q31K32	Q31K32_SYNE7	Synpcc7942_2557
Q31K33	Q31K33_SYNE7	Synpcc7942_2556
Q31K34	Q31K34_SYNE7	Synpcc7942_2555
Q31K35	Q31K35_SYNE7	Synpcc7942_2554
Q31K37	Q31K37_SYNE7	Synpcc7942_2552
Q31K39	Q31K39_SYNE7	Synpcc7942_2550
Q31K40	Q31K40_SYNE7	Synpcc7942_2549
Q31K42	Q31K42_SYNE7	Synpcc7942_2547
Q31K43	Q31K43_SYNE7	Synpcc7942_2546
Q31K44	Q31K44_SYNE7	Synpcc7942_2545
Q31K45	Q31K45_SYNE7	Synpcc7942_2544
Q31K47	Q31K47_SYNE7	Synpcc7942_2542
Q31K49	Q31K49_SYNE7	Synpcc7942_2540
Q31K50	Q31K50_SYNE7	Synpcc7942_2539
Q31K53	Q31K53_SYNE7	Synpcc7942_2536
Q31K54	Q31K54_SYNE7	Synpcc7942_2535
Q31K55	Q31K55_SYNE7	Synpcc7942_2534
Q31K56	Q31K56_SYNE7	Synpcc7942_2533
Q31K57	Q31K57_SYNE7	Synpcc7942_2532
Q31K60	Q31K60_SYNE7	Synpcc7942_2529
Q31K61	Q31K61_SYNE7	Synpcc7942_2528
Q31K62	Q31K62_SYNE7	Synpcc7942_2527
Q31K66	Q31K66_SYNE7	Synpcc7942_2523
Q31K69	Q31K69_SYNE7	Synpcc7942_2520
Q31K70	Q31K70_SYNE7	Synpcc7942_2519
Q31K72	Q31K72_SYNE7	Synpcc7942_2517
Q31K73	Q31K73_SYNE7	Synpcc7942_2516
Q31K76	Q31K76_SYNE7	Synpcc7942_2513
Q31K80	Q31K80_SYNE7	Synpcc7942_2509
Q31K82	Q31K82_SYNE7	Synpcc7942_2507
Q31K85	Q31K85_SYNE7	Synpcc7942_2504
Q31K87	Q31K87_SYNE7	Synpcc7942_2502
Q31K89	Q31K89_SYNE7	Synpcc7942_2500
Q31K97	Q31K97_SYNE7	Synpcc7942_2492
Q31KA0	Q31KA0_SYNE7	Synpcc7942_2489
Q31KA1	Q31KA1_SYNE7	Synpcc7942_2488
Q31KA6	Q31KA6_SYNE7	Synpcc7942_2483
Q31KB0	Q31KB0_SYNE7	Synpcc7942_2479
Q31KB3	Q31KB3_SYNE7	Synpcc7942_2476
Q31KB9	Q31KB9_SYNE7	Synpcc7942_2470
Q31KC0	Q31KC0_SYNE7	Synpcc7942_2469
Q31KC3	Q31KC3_SYNE7	Synpcc7942_2466
Q31KC4	Q31KC4_SYNE7	Synpcc7942_2465
Q31KC8	Q31KC8_SYNE7	Synpcc7942_2461
Q31KD0	Q31KD0_SYNE7	Synpcc7942_2459
Q31KD1	Q31KD1_SYNE7	Synpcc7942_2458
Q31KD3	Q31KD3_SYNE7	Synpcc7942_2456
Q31KD4	Q31KD4_SYNE7	Synpcc7942_2455
Q31KD6	Q31KD6_SYNE7	Synpcc7942_2453
Q31KD7	Q31KD7_SYNE7	Synpcc7942_2452
Q31KD8	Q31KD8_SYNE7	Synpcc7942_2451
Q31KE2	Q31KE2_SYNE7	Synpcc7942_2447
Q31KF0	Q31KF0_SYNE7	Synpcc7942_2439
Q31KF1	Q31KF1_SYNE7	Synpcc7942_2438
Q31KF4	Q31KF4_SYNE7	Synpcc7942_2435
Q31KF6	Q31KF6_SYNE7	Synpcc7942_2433
Q31KF7	Q31KF7_SYNE7	Synpcc7942_2432
Q31KF8	Q31KF8_SYNE7	Synpcc7942_2431
Q31KF9	Q31KF9_SYNE7	Synpcc7942_2430
Q31KG0	Q31KG0_SYNE7	Synpcc7942_2429
Q31KG1	Q31KG1_SYNE7	Synpcc7942_2428
Q31KG2	Q31KG2_SYNE7	Synpcc7942_2427
Q31KG4	Q31KG4_SYNE7	Synpcc7942_2425
Q31KG5	Q31KG5_SYNE7	Synpcc7942_2424
Q31KG7	Q31KG7_SYNE7	Synpcc7942_2422
Q31KG8	Q31KG8_SYNE7	Synpcc7942_2421
Q31KH0	Q31KH0_SYNE7	Synpcc7942_2419
Q31KH2	Q31KH2_SYNE7	Synpcc7942_2417
Q31KH3	Q31KH3_SYNE7	Synpcc7942_2416
Q31KH5	Q31KH5_SYNE7	Synpcc7942_2414
Q31KH6	Q31KH6_SYNE7	Synpcc7942_2413
Q31KH7	Q31KH7_SYNE7	Synpcc7942_2412
Q31KH8	Q31KH8_SYNE7	Synpcc7942_2411
Q31KI1	Q31KI1_SYNE7	Synpcc7942_2408
Q31KI2	Q31KI2_SYNE7	Synpcc7942_2407
Q31KI3	Q31KI3_SYNE7	Synpcc7942_2406
Q31KI4	Q31KI4_SYNE7	Synpcc7942_2405
Q31KI5	Q31KI5_SYNE7	Synpcc7942_2404
Q31KI6	Q31KI6_SYNE7	Synpcc7942_2403
Q31KI7	Q31KI7_SYNE7	Synpcc7942_2402
Q31KI8	Q31KI8_SYNE7	Synpcc7942_2401
Q31KI9	Q31KI9_SYNE7	Synpcc7942_2400
Q31KJ0	Q31KJ0_SYNE7	Synpcc7942_2399
Q31KJ2	Q31KJ2_SYNE7	Synpcc7942_2397
Q31KJ3	Q31KJ3_SYNE7	Synpcc7942_2396
Q31KJ4	Q31KJ4_SYNE7	Synpcc7942_2395
Q31KJ7	Q31KJ7_SYNE7	Synpcc7942_2392
Q31KJ8	Q31KJ8_SYNE7	Synpcc7942_2391
Q31KJ9	Q31KJ9_SYNE7	Synpcc7942_2390
Q31KK0	Q31KK0_SYNE7	Synpcc7942_2389
Q31KK1	Q31KK1_SYNE7	Synpcc7942_2388
Q31KK2	Q31KK2_SYNE7	Synpcc7942_2387
Q31KK3	Q31KK3_SYNE7	Synpcc7942_2386
Q31KK4	Q31KK4_SYNE7	Synpcc7942_2385
Q31KK6	Q31KK6_SYNE7	Synpcc7942_2383
Q31KK9	Q31KK9_SYNE7	Synpcc7942_2380
Q31KL2	Q31KL2_SYNE7	Synpcc7942_2377
Q31KL3	Q31KL3_SYNE7	Synpcc7942_2376
Q31KL7	Q31KL7_SYNE7	Synpcc7942_2372
Q31KL8	Q31KL8_SYNE7	Synpcc7942_2371
Q31KL9	Q31KL9_SYNE7	Synpcc7942_2370
Q31KM0	Q31KM0_SYNE7	Synpcc7942_2369
Q31KM1	Q31KM1_SYNE7	Synpcc7942_2368
Q31KM2	Q31KM2_SYNE7	Synpcc7942_2367
Q31KM3	Q31KM3_SYNE7	Synpcc7942_2366
Q31KM5	Q31KM5_SYNE7	Synpcc7942_2364
Q31KM6	Q31KM6_SYNE7	Synpcc7942_2363
Q31KM7	Q31KM7_SYNE7	Synpcc7942_2362
Q31KM9	Q31KM9_SYNE7	Synpcc7942_2360
Q31KN0	Q31KN0_SYNE7	Synpcc7942_2359
Q31KN1	Q31KN1_SYNE7	Synpcc7942_2358
Q31KN2	Q31KN2_SYNE7	Synpcc7942_2357
Q31KN3	Q31KN3_SYNE7	Synpcc7942_2356
Q31KN4	Q31KN4_SYNE7	Synpcc7942_2355
Q31KN5	Q31KN5_SYNE7	Synpcc7942_2354
Q31KN8	Y2351_SYNE7	Synpcc7942_2351
Q31KN9	Q31KN9_SYNE7	Synpcc7942_2350
Q31KP0	Q31KP0_SYNE7	Synpcc7942_2349
Q31KP2	Q31KP2_SYNE7	Synpcc7942_2347
Q31KP3	Q31KP3_SYNE7	Synpcc7942_2346
Q31KP5	Q31KP5_SYNE7	Synpcc7942_2344
Q31KQ0	Q31KQ0_SYNE7	Synpcc7942_2339
Q31KQ1	Q31KQ1_SYNE7	Synpcc7942_2338
Q31KQ3	Q31KQ3_SYNE7	Synpcc7942_2336
Q31KQ9	Q31KQ9_SYNE7	Synpcc7942_2330
Q31KR0	Q31KR0_SYNE7	Synpcc7942_2329
Q31KR1	Q31KR1_SYNE7	Synpcc7942_2328
Q31KR2	Q31KR2_SYNE7	Synpcc7942_2327
Q31KR3	Q31KR3_SYNE7	Synpcc7942_2326
Q31KR4	Q31KR4_SYNE7	Synpcc7942_2325
Q31KR9	Q31KR9_SYNE7	Synpcc7942_2320
Q31KS8	Q31KS8_SYNE7	Synpcc7942_2311
Q31KT2	Q31KT2_SYNE7	Synpcc7942_2307
Q31KT3	Q31KT3_SYNE7	Synpcc7942_2306
Q31KT7	Q31KT7_SYNE7	Synpcc7942_2302
Q31KT8	Q31KT8_SYNE7	Synpcc7942_2301
Q31KT9	Q31KT9_SYNE7	Synpcc7942_2300
Q31KU3	Q31KU3_SYNE7	Synpcc7942_2296
Q31KU4	Q31KU4_SYNE7	Synpcc7942_2295
Q31KU5	Q31KU5_SYNE7	Synpcc7942_2294
Q31KU6	Q31KU6_SYNE7	Synpcc7942_2293
Q31KU7	Q31KU7_SYNE7	Synpcc7942_2292
Q31KV2	Q31KV2_SYNE7	Synpcc7942_2287
Q31KV3	Q31KV3_SYNE7	Synpcc7942_2286
Q31KV4	Q31KV4_SYNE7	Synpcc7942_2285
Q31KV5	Q31KV5_SYNE7	Synpcc7942_2284
Q31KV6	Q31KV6_SYNE7	Synpcc7942_2283
Q31KV7	Q31KV7_SYNE7	Synpcc7942_2282
Q31KV8	Q31KV8_SYNE7	Synpcc7942_2281
Q31KV9	Q31KV9_SYNE7	Synpcc7942_2280
Q31KW1	Q31KW1_SYNE7	Synpcc7942_2278
Q31KW2	Q31KW2_SYNE7	Synpcc7942_2277
Q31KW3	Q31KW3_SYNE7	Synpcc7942_2276
Q31KW4	Q31KW4_SYNE7	Synpcc7942_2275
Q31KW6	Q31KW6_SYNE7	Synpcc7942_2273
Q31KW8	Q31KW8_SYNE7	Synpcc7942_2271
Q31KW9	Q31KW9_SYNE7	Synpcc7942_2270
Q31KX0	Q31KX0_SYNE7	Synpcc7942_2269
Q31KX1	Q31KX1_SYNE7	Synpcc7942_2268
Q31KX2	Q31KX2_SYNE7	Synpcc7942_2267
Q31KX3	Q31KX3_SYNE7	Synpcc7942_2266
Q31KX5	Q31KX5_SYNE7	Synpcc7942_2264
Q31KX7	Q31KX7_SYNE7	Synpcc7942_2262
Q31KX8	Q31KX8_SYNE7	Synpcc7942_2261
Q31KX9	Q31KX9_SYNE7	Synpcc7942_2260
Q31KY1	Q31KY1_SYNE7	Synpcc7942_2258
Q31KY2	Q31KY2_SYNE7	Synpcc7942_2257
Q31KY3	Q31KY3_SYNE7	Synpcc7942_2256
Q31KY4	Q31KY4_SYNE7	Synpcc7942_2255
Q31KY5	Q31KY5_SYNE7	Synpcc7942_2254
Q31KY6	Q31KY6_SYNE7	Synpcc7942_2253
Q31KY8	Q31KY8_SYNE7	Synpcc7942_2251
Q31KZ1	Q31KZ1_SYNE7	Synpcc7942_2248
Q31KZ3	Q31KZ3_SYNE7	Synpcc7942_2246
Q31KZ7	Q31KZ7_SYNE7	Synpcc7942_2242
Q31KZ9	Q31KZ9_SYNE7	Synpcc7942_2240
Q31L00	Q31L00_SYNE7	Synpcc7942_2239
Q31L01	Q31L01_SYNE7	Synpcc7942_2238
Q31L02	Q31L02_SYNE7	Synpcc7942_2237
Q31L03	Q31L03_SYNE7	Synpcc7942_2236
Q31L06	Q31L06_SYNE7	Synpcc7942_2233
Q31L37	Q31L37_SYNE7	Synpcc7942_2202
Q31L39	Q31L39_SYNE7	Synpcc7942_2200
Q31L40	Q31L40_SYNE7	Synpcc7942_2199
Q31L41	Q31L41_SYNE7	Synpcc7942_2198
Q31L43	Q31L43_SYNE7	Synpcc7942_2196
Q31L44	Q31L44_SYNE7	Synpcc7942_2195
Q31L45	Q31L45_SYNE7	Synpcc7942_2194
Q31L46	Q31L46_SYNE7	Synpcc7942_2193
Q31L47	Q31L47_SYNE7	Synpcc7942_2192
Q31L48	Q31L48_SYNE7	Synpcc7942_2191
Q31L50	Q31L50_SYNE7	Synpcc7942_2189
Q31L52	Q31L52_SYNE7	Synpcc7942_2187
Q31L53	Q31L53_SYNE7	Synpcc7942_2186
Q31L54	Q31L54_SYNE7	Synpcc7942_2185
Q31L55	Q31L55_SYNE7	Synpcc7942_2184
Q31L57	Q31L57_SYNE7	Synpcc7942_2182
Q31L61	Q31L61_SYNE7	Synpcc7942_2178
Q31L63	Q31L63_SYNE7	Synpcc7942_2176
Q31L65	Q31L65_SYNE7	Synpcc7942_2174
Q31L66	Q31L66_SYNE7	Synpcc7942_2173
Q31L67	Q31L67_SYNE7	Synpcc7942_2172
Q31L69	Q31L69_SYNE7	Synpcc7942_2170
Q31L70	Q31L70_SYNE7	Synpcc7942_2169
Q31L72	Q31L72_SYNE7	Synpcc7942_2167
Q31L73	Q31L73_SYNE7	Synpcc7942_2166
Q31L74	Q31L74_SYNE7	Synpcc7942_2165
Q31L75	Q31L75_SYNE7	Synpcc7942_2164
Q31L76	Q31L76_SYNE7	Synpcc7942_2163
Q31L77	Q31L77_SYNE7	Synpcc7942_2162
Q31L78	Q31L78_SYNE7	Synpcc7942_2161
Q31L82	Q31L82_SYNE7	Synpcc7942_2157
Q31L84	Q31L84_SYNE7	Synpcc7942_2155
Q31L85	Q31L85_SYNE7	Synpcc7942_2154
Q31L86	Q31L86_SYNE7	Synpcc7942_2153
Q31L87	Q31L87_SYNE7	Synpcc7942_2152
Q31L89	Q31L89_SYNE7	Synpcc7942_2150
Q31L90	Q31L90_SYNE7	Synpcc7942_2149
Q31L91	Q31L91_SYNE7	Synpcc7942_2148
Q31L92	Q31L92_SYNE7	Synpcc7942_2147
Q31L93	Q31L93_SYNE7	Synpcc7942_2146
Q31L94	Q31L94_SYNE7	Synpcc7942_2145
Q31L95	Q31L95_SYNE7	Synpcc7942_2144
Q31L97	Q31L97_SYNE7	Synpcc7942_2142
Q31L98	Q31L98_SYNE7	Synpcc7942_2141
Q31L99	Q31L99_SYNE7	Synpcc7942_2140
Q31LA0	Q31LA0_SYNE7	Synpcc7942_2139
Q31LA1	Q31LA1_SYNE7	Synpcc7942_2138
Q31LA4	Q31LA4_SYNE7	Synpcc7942_2135
Q31LA5	Q31LA5_SYNE7	Synpcc7942_2134
Q31LA6	Q31LA6_SYNE7	Synpcc7942_2133
Q31LA8	Q31LA8_SYNE7	Synpcc7942_2131
Q31LA9	Q31LA9_SYNE7	Synpcc7942_2130
Q31LB0	Q31LB0_SYNE7	Synpcc7942_2129
Q31LB4	Q31LB4_SYNE7	Synpcc7942_2125
Q31LB5	Q31LB5_SYNE7	Synpcc7942_2124
Q31LB8	Q31LB8_SYNE7	Synpcc7942_2121
Q31LC0	Q31LC0_SYNE7	Synpcc7942_2119
Q31LC1	Q31LC1_SYNE7	Synpcc7942_2118
Q31LC3	Q31LC3_SYNE7	Synpcc7942_2116
Q31LC4	Q31LC4_SYNE7	Synpcc7942_2115
Q31LC7	Q31LC7_SYNE7	Synpcc7942_2112
Q31LC8	Q31LC8_SYNE7	Synpcc7942_2111
Q31LD0	Q31LD0_SYNE7	Synpcc7942_2109
Q31LD1	Q31LD1_SYNE7	Synpcc7942_2108
Q31LD2	Q31LD2_SYNE7	Synpcc7942_2107
Q31LD6	Q31LD6_SYNE7	Synpcc7942_2103
Q31LD7	Q31LD7_SYNE7	Synpcc7942_2102
Q31LE2	Q31LE2_SYNE7	Synpcc7942_2097
Q31LE3	Q31LE3_SYNE7	Synpcc7942_2096
Q31LE4	Q31LE4_SYNE7	Synpcc7942_2095
Q31LF0	Q31LF0_SYNE7	Synpcc7942_2089
Q31LF1	Q31LF1_SYNE7	Synpcc7942_2088
Q31LF3	Q31LF3_SYNE7	Synpcc7942_2086
Q31LF4	Q31LF4_SYNE7	Synpcc7942_2085
Q31LF5	Q31LF5_SYNE7	Synpcc7942_2084
Q31LF6	Q31LF6_SYNE7	Synpcc7942_2083
Q31LF7	Q31LF7_SYNE7	Synpcc7942_2082
Q31LF8	Q31LF8_SYNE7	Synpcc7942_2081
Q31LG1	Q31LG1_SYNE7	Synpcc7942_2078
Q31LG2	Q31LG2_SYNE7	Synpcc7942_2077
Q31LG4	Q31LG4_SYNE7	Synpcc7942_2075
Q31LG8	Q31LG8_SYNE7	Synpcc7942_2071
Q31LG9	Q31LG9_SYNE7	Synpcc7942_2070
Q31LH0	Q31LH0_SYNE7	Synpcc7942_2069
Q31LH1	Q31LH1_SYNE7	Synpcc7942_2068
Q31LH2	Q31LH2_SYNE7	Synpcc7942_2067
Q31LH4	Q31LH4_SYNE7	Synpcc7942_2065
Q31LI3	Q31LI3_SYNE7	Synpcc7942_2056
Q31LI5	Q31LI5_SYNE7	Synpcc7942_2054
Q31LI6	Q31LI6_SYNE7	Synpcc7942_2053
Q31LI7	Q31LI7_SYNE7	Synpcc7942_2052
Q31LI8	Q31LI8_SYNE7	Synpcc7942_2051
Q31LI9	Q31LI9_SYNE7	Synpcc7942_2050
Q31LJ5	Q31LJ5_SYNE7	Synpcc7942_2044
Q31LJ7	Q31LJ7_SYNE7	Synpcc7942_2042
Q31LJ9	SFSA_SYNE7	Synpcc7942_2040
Q31LK0	Q31LK0_SYNE7	Synpcc7942_2039
Q31LK1	Q31LK1_SYNE7	Synpcc7942_2038
Q31LK2	Q31LK2_SYNE7	Synpcc7942_2037
Q31LK3	Q31LK3_SYNE7	Synpcc7942_2036
Q31LK4	Q31LK4_SYNE7	Synpcc7942_2035
Q31LK6	Q31LK6_SYNE7	Synpcc7942_2033
Q31LK7	Q31LK7_SYNE7	Synpcc7942_2032
Q31LK8	Q31LK8_SYNE7	Synpcc7942_2031
Q31LK9	Q31LK9_SYNE7	Synpcc7942_2030
Q31LL1	Q31LL1_SYNE7	Synpcc7942_2028
Q31LL2	Q31LL2_SYNE7	Synpcc7942_2027
Q31LL3	Q31LL3_SYNE7	Synpcc7942_2026
Q31LL4	Q31LL4_SYNE7	Synpcc7942_2025
Q31LL5	Q31LL5_SYNE7	Synpcc7942_2024
Q31LL8	Q31LL8_SYNE7	Synpcc7942_2021
Q31LM0	Q31LM0_SYNE7	Synpcc7942_2019
Q31LM1	Q31LM1_SYNE7	Synpcc7942_2018
Q31LM2	Q31LM2_SYNE7	Synpcc7942_2017
Q31LM4	Q31LM4_SYNE7	Synpcc7942_2015
Q31LM5	Q31LM5_SYNE7	Synpcc7942_2014
Q31LM6	Q31LM6_SYNE7	Synpcc7942_2013
Q31LM7	Q31LM7_SYNE7	Synpcc7942_2012
Q31LN0	Q31LN0_SYNE7	Synpcc7942_2009
Q31LN3	Q31LN3_SYNE7	Synpcc7942_2006
Q31LN4	Q31LN4_SYNE7	Synpcc7942_2005
Q31LN5	Q31LN5_SYNE7	Synpcc7942_2004
Q31LN6	Q31LN6_SYNE7	Synpcc7942_2003
Q31LN7	Q31LN7_SYNE7	Synpcc7942_2002
Q31LP0	Q31LP0_SYNE7	Synpcc7942_1999
Q31LP1	Q31LP1_SYNE7	Synpcc7942_1998
Q31LP3	Q31LP3_SYNE7	Synpcc7942_1996
Q31LQ0	Q31LQ0_SYNE7	Synpcc7942_1989
Q31LQ1	Q31LQ1_SYNE7	Synpcc7942_1988
Q31LQ2	Q31LQ2_SYNE7	Synpcc7942_1987
Q31LQ3	Q31LQ3_SYNE7	Synpcc7942_1986
Q31LQ4	Q31LQ4_SYNE7	Synpcc7942_1985
Q31LQ8	Q31LQ8_SYNE7	Synpcc7942_1981
Q31LR4	Q31LR4_SYNE7	Synpcc7942_1975
Q31LR5	Q31LR5_SYNE7	Synpcc7942_1974
Q31LR7	Q31LR7_SYNE7	Synpcc7942_1972
Q31LR8	Q31LR8_SYNE7	Synpcc7942_1971
Q31LR9	Q31LR9_SYNE7	Synpcc7942_1970
Q31LS0	Q31LS0_SYNE7	Synpcc7942_1969
Q31LS1	Q31LS1_SYNE7	Synpcc7942_1968
Q31LS3	Q31LS3_SYNE7	Synpcc7942_1966
Q31LS4	Q31LS4_SYNE7	Synpcc7942_1965
Q31LS6	Q31LS6_SYNE7	Synpcc7942_1963
Q31LS8	Q31LS8_SYNE7	Synpcc7942_1961
Q31LS9	Q31LS9_SYNE7	Synpcc7942_1960
Q31LT1	Q31LT1_SYNE7	Synpcc7942_1958
Q31LT4	Q31LT4_SYNE7	Synpcc7942_1955
Q31LT9	Q31LT9_SYNE7	Synpcc7942_1950
Q31LU1	Q31LU1_SYNE7	Synpcc7942_1948
Q31LU2	Q31LU2_SYNE7	Synpcc7942_1947
Q31LU3	Q31LU3_SYNE7	Synpcc7942_1946
Q31LU8	Q31LU8_SYNE7	Synpcc7942_1941
Q31LU9	Q31LU9_SYNE7	Synpcc7942_1940
Q31LV1	Q31LV1_SYNE7	Synpcc7942_1938
Q31LV3	Q31LV3_SYNE7	Synpcc7942_1936
Q31LV5	Q31LV5_SYNE7	Synpcc7942_1934
Q31LV7	Q31LV7_SYNE7	Synpcc7942_1932
Q31LV8	Q31LV8_SYNE7	Synpcc7942_1931
Q31LV9	Q31LV9_SYNE7	Synpcc7942_1930
Q31LW0	Q31LW0_SYNE7	Synpcc7942_1929
Q31LW1	Q31LW1_SYNE7	Synpcc7942_1928
Q31LW3	Q31LW3_SYNE7	Synpcc7942_1926
Q31LW4	Q31LW4_SYNE7	Synpcc7942_1925
Q31LW5	Q31LW5_SYNE7	Synpcc7942_1924
Q31LW6	Q31LW6_SYNE7	Synpcc7942_1923
Q31LW7	Q31LW7_SYNE7	Synpcc7942_1922
Q31LW8	Q31LW8_SYNE7	Synpcc7942_1921
Q31LX0	Q31LX0_SYNE7	Synpcc7942_1919
Q31LX1	Q31LX1_SYNE7	Synpcc7942_1918
Q31LX2	Q31LX2_SYNE7	Synpcc7942_1917
Q31LX3	Q31LX3_SYNE7	Synpcc7942_1916
Q31LX5	Q31LX5_SYNE7	Synpcc7942_1914
Q31LX6	Q31LX6_SYNE7	Synpcc7942_1913
Q31LX8	Q31LX8_SYNE7	Synpcc7942_1911
Q31LY0	Q31LY0_SYNE7	Synpcc7942_1909
Q31LY1	Q31LY1_SYNE7	Synpcc7942_1908
Q31LY3	Q31LY3_SYNE7	Synpcc7942_1906
Q31LY5	Q31LY5_SYNE7	Synpcc7942_1904
Q31LY6	Q31LY6_SYNE7	Synpcc7942_1903
Q31LY7	Q31LY7_SYNE7	Synpcc7942_1902
Q31LY8	Q31LY8_SYNE7	Synpcc7942_1901
Q31LY9	Q31LY9_SYNE7	Synpcc7942_1900
Q31LZ0	Q31LZ0_SYNE7	Synpcc7942_1899
Q31LZ2	Q31LZ2_SYNE7	Synpcc7942_1897
Q31LZ4	Q31LZ4_SYNE7	Synpcc7942_1895
Q31LZ5	Q31LZ5_SYNE7	Synpcc7942_1894
Q31LZ6	Q31LZ6_SYNE7	Synpcc7942_1893
Q31LZ9	Q31LZ9_SYNE7	Synpcc7942_1890
Q31M00	Q31M00_SYNE7	Synpcc7942_1889
Q31M01	Q31M01_SYNE7	Synpcc7942_1888
Q31M02	Q31M02_SYNE7	Synpcc7942_1887
Q31M03	Q31M03_SYNE7	Synpcc7942_1886
Q31M04	Q31M04_SYNE7	Synpcc7942_1885
Q31M05	Q31M05_SYNE7	Synpcc7942_1884
Q31M06	Q31M06_SYNE7	Synpcc7942_1883
Q31M09	Q31M09_SYNE7	Synpcc7942_1880
Q31M10	Q31M10_SYNE7	Synpcc7942_1879
Q31M11	Q31M11_SYNE7	Synpcc7942_1878
Q31M12	Q31M12_SYNE7	Synpcc7942_1877
Q31M13	Q31M13_SYNE7	Synpcc7942_1876
Q31M14	Q31M14_SYNE7	Synpcc7942_1875
Q31M16	Q31M16_SYNE7	Synpcc7942_1873
Q31M17	Q31M17_SYNE7	Synpcc7942_1872
Q31M18	Q31M18_SYNE7	Synpcc7942_1871
Q31M19	Q31M19_SYNE7	Synpcc7942_1870
Q31M20	Q31M20_SYNE7	Synpcc7942_1869
Q31M21	Q31M21_SYNE7	Synpcc7942_1868
Q31M22	Q31M22_SYNE7	Synpcc7942_1867
Q31M23	Q31M23_SYNE7	Synpcc7942_1866
Q31M27	Q31M27_SYNE7	Synpcc7942_1862
Q31M28	Q31M28_SYNE7	Synpcc7942_1861
Q31M29	Q31M29_SYNE7	Synpcc7942_1860
Q31M30	Q31M30_SYNE7	Synpcc7942_1859
Q31M32	Q31M32_SYNE7	Synpcc7942_1857
Q31M35	Q31M35_SYNE7	Synpcc7942_1854
Q31M37	Q31M37_SYNE7	Synpcc7942_1852
Q31M38	Q31M38_SYNE7	Synpcc7942_1851
Q31M39	Q31M39_SYNE7	Synpcc7942_1850
Q31M46	Q31M46_SYNE7	Synpcc7942_1843
Q31M49	Q31M49_SYNE7	Synpcc7942_1840
Q31M50	Q31M50_SYNE7	Synpcc7942_1839
Q31M52	Q31M52_SYNE7	Synpcc7942_1837
Q31M53	Q31M53_SYNE7	Synpcc7942_1836
