Reaction_ID,WT100_0A,WT100_0B,WT205_0A,WT205_0B,WT205_5A,WT205_5B,WT205_10A,WT205_10B,WT205_20A,WT205_20B,WT205_30A,WT205_30B,WT205_40A,WT205_40B,WT205_50A,WT205_50B,WT205_60A,WT205_60B,WT205_70A,WT205_70B,WT205_80A,WT205_80B,AD205_0B,AD205_0A,AD205_50A,AD205_50B,AD205_60A,AD205_60B,AD205_70B,AD205_70A,AD205_80A,AD205_80B
NDPK4,1.0,0.985266321995893,0.9464273614347759,0.9635589480216081,0.7189773787388151,0.9197046232939158,0.9216463463608794,0.7873383176100323,0.8257881091902202,0.7753374025535343,0.8605010257493105,0.9185989676591458,0.8919554762907088,0.8576177470535951,0.6395465266509662,0.5924585535470098,0.5168608101659101,0.5353882060318156,0.39304806216405513,0.35343611712297685,0.2534538136098808,0.24774830549570798,0.864720613535593,0.9247458355495413,0.8079525226061434,0.9791416867568664,0.7915321602363434,0.7576332951100403,0.6838868159137622,0.7252230193959011,0.5927969005153022,0.563975398547653
ZISO,1.0,0.9102108625752732,1.153301507621117,1.0567148816474838,0.7164330371116867,0.8022117526223634,0.7899416072221305,0.7627027317508854,0.8912530866431948,1.0362100672759096,1.2577330027760594,1.2144172037110197,1.2550071224290884,1.3329698949277615,1.1994189493131042,1.0998987871267318,1.280804197910872,1.1000993292700783,1.1575480168048797,1.2494094278651593,1.3483119665264083,1.2477796044013163,1.0524725950686802,0.7565709846938087,1.7881418945975263,1.5095658884737215,1.548147305776591,1.645664301508967,1.7461017137786798,1.6977460166725868,1.734656229024378,1.8447411794239623
NDPK2,1.0,0.985266321995893,0.9464273614347759,0.9635589480216081,0.7189773787388151,0.9197046232939158,0.9216463463608794,0.7873383176100323,0.8257881091902202,0.7753374025535343,0.8605010257493105,0.9185989676591458,0.8919554762907088,0.8576177470535951,0.6395465266509662,0.5924585535470098,0.5168608101659101,0.5353882060318156,0.39304806216405513,0.35343611712297685,0.2534538136098808,0.24774830549570798,0.864720613535593,0.9247458355495413,0.8079525226061434,0.9791416867568664,0.7915321602363434,0.7576332951100403,0.6838868159137622,0.7252230193959011,0.5927969005153022,0.563975398547653
3OAR180,1.0,0.9466192970782847,1.0337716594923185,1.0380009227044962,0.8241822915026906,0.7242189433396325,0.8812085500094105,0.8958730499931031,0.9420154006350127,1.0145682530053206,0.9913662678824042,0.9603917651885722,1.1421661428569791,1.0828404410081864,0.9595598046233268,0.9482378856198491,0.6823797892234429,0.7171437355020561,0.5268070697476968,0.4436810149893995,0.5129927084019147,0.5213775681455208,0.8513963378327605,0.7337537645205058,0.9814461282926586,0.7746239672944015,0.7784517377705313,0.7155208097924175,0.6565588807365342,0.6918066809458818,0.465743025026403,0.6102469705148018
3OAR140,1.0,0.9466192970782847,1.0337716594923185,1.0380009227044962,0.8241822915026906,0.7242189433396325,0.8812085500094105,0.8958730499931031,0.9420154006350127,1.0145682530053206,0.9913662678824042,0.9603917651885722,1.1421661428569791,1.0828404410081864,0.9595598046233268,0.9482378856198491,0.6823797892234429,0.7171437355020561,0.5268070697476968,0.4436810149893995,0.5129927084019147,0.5213775681455208,0.8513963378327605,0.7337537645205058,0.9814461282926586,0.7746239672944015,0.7784517377705313,0.7155208097924175,0.6565588807365342,0.6918066809458818,0.465743025026403,0.6102469705148018
PAPA160,1.0,0.90841493082849,0.8712887148052982,0.8919593130638978,0.7183606596330666,0.7690360797436128,0.6876860867655745,0.8208459893283074,0.6958874008081948,0.7004261582908216,0.9124360996721224,0.8154469519905908,0.7969160489364367,0.957490255951411,0.6625550798417308,0.8068580732911242,0.6922552407185243,0.7641837864914393,0.6196694329596435,0.716960284509928,1.3558271436790204,1.5527651093989077,0.8856447105315695,0.7174419023763131,0.6250241256522017,0.5475655041399465,0.6141199765608297,0.650800727795443,0.5941559859142622,0.47339746375682223,0.5434897782160623,0.6237376005765316
PHEOASE,1.0,0.8301960042192335,0.9594470419046789,0.9416577336143941,1.2236182182117947,1.298599484608997,1.1217115793532568,1.1361640693668387,1.3758681862229571,1.3008730378771762,1.0321303200165441,1.042804128080395,1.398593582600523,1.2866531975614006,1.9172856684537605,1.8005100642934644,1.6486210142774615,2.0369627675917603,2.406798192634152,1.7802573858413977,3.291377865957275,3.5798366581444743,0.8041079976716654,0.9968571564353885,1.083140884216824,1.296594353590717,1.422667399692851,1.356420441776379,1.775746045981962,1.7329703950076216,2.1296556126450343,1.950230689396773
PAPA_HDE_PALM,1.0,0.90841493082849,0.8712887148052982,0.8919593130638978,0.7183606596330666,0.7690360797436128,0.6876860867655745,0.8208459893283074,0.6958874008081948,0.7004261582908216,0.9124360996721224,0.8154469519905908,0.7969160489364367,0.957490255951411,0.6625550798417308,0.8068580732911242,0.6922552407185243,0.7641837864914393,0.6196694329596435,0.716960284509928,1.3558271436790204,1.5527651093989077,0.8856447105315695,0.7174419023763131,0.6250241256522017,0.5475655041399465,0.6141199765608297,0.650800727795443,0.5941559859142622,0.47339746375682223,0.5434897782160623,0.6237376005765316
PAPA161,1.0,0.90841493082849,0.8712887148052982,0.8919593130638978,0.7183606596330666,0.7690360797436128,0.6876860867655745,0.8208459893283074,0.6958874008081948,0.7004261582908216,0.9124360996721224,0.8154469519905908,0.7969160489364367,0.957490255951411,0.6625550798417308,0.8068580732911242,0.6922552407185243,0.7641837864914393,0.6196694329596435,0.716960284509928,1.3558271436790204,1.5527651093989077,0.8856447105315695,0.7174419023763131,0.6250241256522017,0.5475655041399465,0.6141199765608297,0.650800727795443,0.5941559859142622,0.47339746375682223,0.5434897782160623,0.6237376005765316
PAPA_OLE_HDE,1.0,0.90841493082849,0.8712887148052982,0.8919593130638978,0.7183606596330666,0.7690360797436128,0.6876860867655745,0.8208459893283074,0.6958874008081948,0.7004261582908216,0.9124360996721224,0.8154469519905908,0.7969160489364367,0.957490255951411,0.6625550798417308,0.8068580732911242,0.6922552407185243,0.7641837864914393,0.6196694329596435,0.716960284509928,1.3558271436790204,1.5527651093989077,0.8856447105315695,0.7174419023763131,0.6250241256522017,0.5475655041399465,0.6141199765608297,0.650800727795443,0.5941559859142622,0.47339746375682223,0.5434897782160623,0.6237376005765316
ACGK,1.0,1.0340907748036052,1.1764111006845992,1.1863448290424483,0.8540532595106638,0.774012540227037,0.8187904749166537,1.0177333241217759,0.8999155953392056,0.9634793355209359,1.0076983756924074,0.958998588693114,1.118637913221949,1.1392375940663821,1.1810321932774026,1.089584467759771,0.9599563618455509,0.903463892145041,0.8586051410420532,0.6109482428827037,0.908474191977364,0.8002912668070115,0.8956522314372432,0.81606710023947,1.010200483362889,0.8651359365480621,0.8944609562735243,0.8529343694398923,0.7947626629356146,0.9000383977074078,0.7832682773858145,0.7413273725535583
MCTP2App,1.0,0.973395550073844,1.4972488203079688,1.4331522723003374,1.0672189967135726,1.1208322459761038,1.2134131864466284,1.157943211894669,1.2835951928738785,1.2621938198700748,1.5629432468062223,1.4703076351701758,1.270495159293658,1.3415611480995013,1.2314385032624446,1.0742576461758984,1.4259167445510925,1.3582914594792141,1.4213989450790427,1.565078989651048,1.5419605825688738,1.5109150388372257,1.2995105611686617,1.1773171411043546,1.3839222424803261,1.396412791227555,1.3955384193720615,1.3476450136953073,1.4242273159826784,1.434089633494291,1.4997083154664026,1.7001955276640541
