Reaction_ID,WT100_0A,WT100_0B,WT205_0A,WT205_0B,WT205_5A,WT205_5B,WT205_10A,WT205_10B,WT205_20A,WT205_20B,WT205_30A,WT205_30B,WT205_40A,WT205_40B,WT205_50A,WT205_50B,WT205_60A,WT205_60B,WT205_70A,WT205_70B,WT205_80A,WT205_80B,AD205_0B,AD205_0A,AD205_50A,AD205_50B,AD205_60A,AD205_60B,AD205_70B,AD205_70A,AD205_80A,AD205_80B
LPOR,40644.3215294506,38893.1232344272,22853.3002563403,26082.5775513272,31702.9314102007,30201.6607077893,26154.6206242398,24220.6643966996,19977.4978546929,18187.6570765264,5991.64316770663,8138.93618070192,11348.4698377621,7889.49561195525,10213.786799965,10871.2960692237,4265.25384457066,6977.18764654722,3638.18871373658,2479.90402925799,776.742926930398,765.895978017389,10221.3639441067,18178.1307135201,3116.79511366029,5530.60145229379,4516.44524963145,2931.62974288097,2413.14656776831,2431.73117594291,2249.31912715065,1571.12325747095
CHRPL,140.183316961409,117.158764238584,72.6546046179615,72.2636169459348,97.6271029958319,103.901439589739,84.2602097333303,93.7540962383513,150.429774916025,120.119645015837,248.039541633823,235.499692484911,207.253470731272,228.403966829976,241.655932074644,247.799333460977,491.100587311221,430.433466752167,646.247178309305,611.302588073948,2075.92422212259,2219.2183354506,119.202499936172,99.3702480695342,284.127731355773,242.330981691932,293.554917901941,348.98150081027,412.808599766068,460.996141848637,646.55829427287,618.606121134346
GCALDDy,1802.17651625162,1683.26061273395,1677.91011419594,1516.38891432581,1271.50479925897,1300.96309570815,1614.77775071039,1430.71319465101,1848.59124808777,1807.304750697,2131.15574171781,2000.91228082924,2249.72031700525,2067.70991998062,2101.48892829469,1916.5890355654,2417.66269029762,2370.85530477201,2766.36469016837,2306.43564444699,3603.28815757029,3701.9667923594,1294.19857073558,1232.19107606222,2141.95956399183,2277.49160715664,2306.36937090474,2116.10533382567,2151.53124116759,2427.97560655922,3094.68310102307,3003.68480115049
MSBENZMT,190.699827578132,137.482223341196,233.043071416103,185.820729289547,157.614840981223,160.974061336216,184.869415385068,229.89018118719,204.457370132343,239.137274939786,341.302409288141,266.398588307399,309.269427826975,370.276034332296,274.284581131136,341.366716635039,386.628603075836,347.991572918586,307.119826484257,345.549022543503,473.26769830774,557.461106731973,304.517310761314,228.551570559929,419.016654322655,369.266257816278,419.764834834304,429.515693304948,383.928985790664,472.262849999724,350.109117170887,483.830246517561
DESAT18a,12377.8080138628,12045.8337598773,11660.3786203845,10830.3662095796,8646.46788099229,8039.92266346519,8648.6188408375,9257.25377652105,10244.0557988589,11285.7365560292,12545.8400158388,10971.6133328608,13027.9746472113,13975.9079262924,13668.3450188211,12139.0827005821,14076.5716081568,12332.4395080948,12453.2136093778,11307.3631955199,15857.5410601814,15449.5196163358,13378.7276398951,9675.34982037031,16621.9506138268,15491.3489465141,15091.9014002899,16378.0628483716,16683.073473262,19107.3981318974,18093.955857005,18639.2005923675
FUM,526.634623179346,537.973917422072,1150.1360995183,1113.77733419845,826.88980007313,845.845522293935,1071.48804019101,1127.61776023661,1383.53018338259,1519.67881171412,1364.21747898603,1315.290835687,1401.37709484098,1444.88148179668,1242.94759999574,1134.11894110978,978.088104376955,906.860832169383,668.347612473185,774.362869796283,415.645819455337,385.808859791043,1512.56953700521,1300.64613584346,1395.76552204738,1211.65490845966,1206.00587290925,1282.99299767383,1044.76250558079,1012.12594890597,957.082209753582,1060.79213673099
PHYFXOR,5775.30007625695,5721.6514861823,3462.74587292398,3304.62667335299,3402.8338429752,2774.60745721332,2726.50947316209,2447.88092370271,2308.35548973252,2013.38157288013,1026.88370236403,1022.16887801961,1322.98588570428,1157.11260728843,1125.68839244898,1389.11576558415,781.483346642647,958.929396695855,749.890593698534,686.240930312298,323.450813291491,323.687094231469,1728.93709991456,1905.70053520018,585.475325217956,774.200279171627,736.691959575571,716.476609090581,569.947675808707,567.090976938038,483.819131768814,428.556994567981
TMPPP_1,1795.86195242453,1717.93004296781,1458.57545874549,1405.12588505984,1607.90662403979,1690.22764403027,1574.53406844969,1342.09630916544,1373.99590187383,1370.90677430919,1348.34294832146,1203.38672649204,1449.70044293895,1392.55986824972,1558.01799244749,1604.01228298392,1498.80279745569,1486.55751723077,1379.37192540076,1318.35972456356,1773.21728521796,1731.2355191471,1378.341511867,1298.43790810858,1262.78991713677,1342.78639205919,1384.5695331617,1248.74282385426,1356.49245643294,1468.42762902499,1337.97981712794,1450.73357171776
VPAMTr,1587.48134613055,1533.82341345004,1817.7359570456,1502.62441585991,940.98412526103,1194.1348550032,1002.31921130544,1238.06779142152,1310.43402514875,1431.51760436305,1949.59079724185,1540.76926466192,1606.48286121234,1915.77600371927,1495.81963018356,1544.37592887298,1903.52890961167,1314.73125429341,1499.78118739707,1389.13482556645,2023.68038529641,1767.20075183948,2084.54119636281,1212.31702644832,2402.17081964426,2020.47389930156,1968.87470414486,2258.66011134498,2159.17584486696,2289.9584317084,1911.52540606115,2317.69074270775
RNDR1,14528.5484533698,14460.7389003053,17168.420155384,16882.157368417,8550.01700815304,9452.10420155108,11162.5913670603,11448.2741625844,11464.4438319804,11599.8108572174,13106.4093799312,13399.2644181574,14678.4854478018,13882.3327328334,11581.1311244886,10928.8759973308,11387.446281657,11539.2617084749,10493.8958081594,10369.9400440013,6342.24813235454,6142.698265529,14606.8138997417,14203.3207907388,16527.2413700415,16963.1687184353,16584.9179731861,16487.2931324449,15442.9488731417,15532.0960786191,15263.1741005831,14831.4035505258
TALA,7816.1671051726,7624.88365626216,5477.88301987499,5878.58788647485,6669.22498778755,6402.37743950859,5582.55329860079,5585.43239096699,5492.80551365907,5240.08176192941,5101.67729232447,5530.06724693291,5295.165099357,4408.09594133095,5740.60294337657,5638.72010248962,4855.89073182268,5280.62025239301,6982.97511184925,5664.08970084862,6800.14999630164,6317.62007907833,3422.81464102437,5089.96492889503,3877.33904102676,4928.44567960475,4734.27421737397,4198.88617420527,5309.60196941912,5379.85314214397,5267.47083823938,4477.89057575095
GLYCL,140.183316961409,138.677720935467,63.0587134420044,84.8810738730027,85.864801430069,52.6824200736707,80.4873645213901,73.2052532272058,59.3244182767421,63.916875329528,115.090347318094,83.5105292499684,78.3912091366986,75.4638656927234,58.1197811318765,53.467076099464,51.0020710440464,47.7295174825991,50.2975398212431,77.0199628560819,33.80483559341,31.0608827797874,103.175273053998,55.2056933719634,95.6659028133915,66.0902677341633,82.2701680744292,95.3450784707104,67.9520328833034,39.433478528804,53.6599400689049,49.2159092701744
ACONT,14033.4866493259,13653.7780241722,17539.9182280532,16657.3372268074,17384.6817141975,19872.9795722347,18758.5863937665,18859.984976167,19489.1307685219,20397.1973357627,12601.4008731648,11607.1284604531,18640.9999918349,17184.631495547,21440.0813659643,19196.7367457114,16928.5745163779,17675.5420379196,15790.3791681236,11070.0584450985,15336.6392753557,15570.4935808466,15020.5166936378,16506.5023182171,14423.548167175,16166.9383500189,15687.4252305559,15345.9292319169,15793.7512429018,17621.1315482998,17232.7578024565,15543.8984831909
NDPK7,12837.5082604749,12648.36454739,12149.7690703584,12369.6959546819,9229.87803865413,11806.7156987326,11831.6425846443,10107.4621561072,10601.0616731314,9953.40030993615,11046.6890262039,11792.521835388,11450.4857948578,11009.6749121304,8210.18381883981,7605.69157514875,6635.20492002062,6873.05051749427,5045.75774479471,4537.23907311639,3253.71542586571,3180.47091831981,11100.8580192661,11871.432302707,10372.0971830279,12569.7394919166,10161.3006454656,9726.12368438596,8779.4026485228,9310.05650218143,7610.03510714911,7240.03883756012
GTPCI,1259.12402712184,1310.26536332131,2013.76630535444,1815.76675595896,1025.67269653452,1229.25646838565,1286.54021727159,1483.36960486707,1662.14307636086,1801.79467523756,3010.20787726808,2262.30023738164,2482.74624005544,2975.28867804511,2529.73994716115,2416.30055449501,2797.71038098068,2048.89801411666,1987.51490687579,2246.76252007201,2190.39968810936,1952.74865686611,2659.51796076082,1510.42777065692,3730.97020972227,3113.58594658725,3279.58806369429,3892.48597057609,3646.47596460027,3935.83671411301,3300.52614981198,3765.39564308581
AIRC2,323.305667947033,368.213259035551,525.032331484515,477.169280150934,411.680554801701,430.239763934977,357.162680063669,550.965853236339,443.873772463481,564.231727046868,377.020103283411,295.627273544888,481.085776619739,494.036774068362,516.960158488796,454.470146845444,340.562216326375,284.641486078046,165.372214260754,181.100993742679,171.329053121146,160.208763811535,473.804894704281,414.042700289726,518.509193248582,444.797992369607,406.676399004281,434.144095172458,327.019158250897,340.817921570377,283.254109871924,300.595630465527
IGPS,3092.87336250892,3093.94777397405,3843.83983676913,3799.00157658628,2739.44003466617,2590.21898695547,3088.70261350835,3502.29343071211,3101.81958418395,3105.47852894155,2790.94092246378,2486.10845577156,3204.37490498505,3133.25970356187,2727.55113206613,2684.66414799424,2369.95107544996,2135.67895499412,1929.59652768769,1884.56053258665,1525.82735201164,1398.55711674253,3288.58661588616,3212.97135424827,2885.28362885189,2669.83700608644,2641.05937284389,2665.03379531238,2512.52641586014,2697.43770983938,2423.49401458742,2539.540918341
MTAP,690.813282683699,645.568700906486,782.750551638793,832.752157186486,617.520832202551,598.530828059203,743.250506752212,738.474045713041,812.53265746895,843.041545294637,966.362054205375,800.865975507197,907.405092061785,1022.28383391743,905.445011317654,793.780437476657,895.826699467203,662.138578894966,572.325036450812,784.077099345699,607.718748963348,597.513297684857,1248.12029344933,786.129073616759,1302.96959631839,1003.942638438,1006.87467063818,1156.17478650405,1182.36537216948,1213.98780327961,1176.12032577255,1234.94073876392
HEMEAS_1,3149.70443695273,3349.7842591481,1794.43164990399,2083.02743450504,3786.28487401907,2904.8501068399,2041.10925965963,2144.78548928831,1920.62804170953,1972.60701448026,692.526400241634,845.12655600968,1247.81623310745,960.906556487344,1602.88238490017,1866.20659847167,1008.52482419356,1571.60283929067,1691.82633944181,1269.78857681649,964.97439784825,1024.19174008088,1303.21388585681,1966.42679790934,762.45724542273,1030.16893515791,1066.70752014686,840.517779139855,957.274263243536,1017.75930298151,1009.86247867382,793.511891002197
DHORD3um,376.348004094593,380.168234978264,378.352280652026,410.640870899121,331.696904154513,354.142934939675,404.952052748244,332.634396242918,338.996675867098,332.808557750301,428.612327943246,373.292065747359,373.700558624262,394.424471353968,382.366981130766,385.579875717288,321.642093197132,276.831201399075,250.72561516953,295.590127717936,301.170353468562,301.617519624777,421.716407337214,350.004095978248,280.301095243237,246.527189167117,291.685141354794,303.62316250867,295.59134304237,261.950964512769,263.021673452501,339.211190046741
MTHFC,695.864933745371,680.238131140353,697.758372651744,751.312207929957,646.926586116958,668.774054824097,589.821468133312,633.161225280921,739.436499235107,710.799734268027,667.722446078252,673.094865754745,713.037847489971,701.310858504376,705.59453584664,861.6424956029,617.78315087224,738.505806867125,711.786396864258,668.200218291954,613.865082707605,646.556796810837,848.441323075108,769.56736560517,670.617978721874,687.128974061539,706.775534821233,661.861467053961,669.327523900538,675.063596719287,664.151717246281,634.506645667787
HBZNPT,1110.10032080251,1144.09119771761,1110.3816932179,1207.83474038205,1506.75083057422,1227.79306782805,1424.87787504273,1330.53758497167,1316.79021282126,1358.78460829841,1020.93075336482,1180.83888359455,1304.73039864505,1050.45701044271,1108.35442263771,1270.87127036418,935.312173823884,1140.30156312973,828.38523917714,870.811291751197,695.304004819002,725.843787064505,1090.853129668,1158.21544694379,907.869417699085,977.716341718099,998.460676176027,875.693633332933,935.189852556462,864.719850595916,855.040356507795,802.597905021306
GCATENEC,644.085510363229,641.982208123672,790.975601218185,703.136463299334,602.229840167059,696.578665418534,631.322765464654,766.728704853366,750.030145355954,738.350111565237,736.181359569187,693.972498067237,811.83224804581,817.022119233218,794.303675468978,802.006141491959,788.886873084525,750.655138589968,720.169320167799,715.383618960545,708.364964025546,733.200311933402,859.460041556603,747.485088256385,754.803973197659,740.630619370148,718.929082377683,747.024061416149,738.128957194883,742.663845625808,724.849026504551,769.282520284573
COCHL_1,949.710399594408,921.728645183149,1085.70654447973,1094.27762803844,756.315990678553,737.553881031389,943.21130298504,916.992119372368,1064.6614351451,1032.58814109944,1235.23691733644,1144.09425072457,1241.37312002772,1220.50225447031,1172.59207546768,1082.70829101415,1342.50612812716,1193.23793706498,980.802026514241,1119.91189233979,1061.01086260226,1137.80917972274,1264.14752033151,1156.00721920891,1409.15874844126,1425.66148969409,1335.02045466233,1346.86494344547,1294.48622642693,1288.1602986076,1374.9260053721,1414.38951564132
HSDy,1943.62274597845,2007.24046078146,2031.58724610979,1932.76499291905,1952.54205991664,1927.29853436179,2076.32248163774,1985.53195595193,1970.41817847751,2088.31859912854,2513.1366358339,2325.76823961162,2225.02171686629,2461.12820645868,1912.85455093685,1978.28181568017,2059.8255789402,1608.0508344592,1520.35745368758,1874.15242949799,1624.93698363778,1566.12240542296,2205.74709965925,1594.3404245823,2110.38981606342,2016.27769182638,1984.7678047956,2101.29444784964,2174.46505226571,2120.9578094421,2260.75485208337,2433.53742145139
TRPS1,788.057565620892,795.005900190395,588.091044926519,558.609229407464,631.635594081467,529.751001851911,542.032095448737,612.612382269775,613.37211039703,665.617115500602,820.514803724687,699.818235114735,713.037847489971,848.213850386211,752.498218865348,663.197386233736,824.259277195718,686.437242340653,702.641389624032,750.771169461988,1150.13270189397,1029.09608999348,861.463444916875,635.969587645019,906.912758670951,687.128974061539,779.696820159931,827.558253910826,849.400411041292,859.086496520372,873.513450629877,934.345108298389
HISTDb,1722.61301203028,1739.4489996647,1550.42184571537,1403.97884352102,1297.38186270365,1298.03629459294,1413.55933940691,1458.96785379133,1545.61296903155,1455.76193638459,1752.15132210133,1651.83826856437,1623.66449609162,1679.32255788207,1633.47174339063,1674.9589801159,1825.3805749474,1636.68854494876,1915.87901682735,2051.09018200521,2910.28902790539,2996.55779659738,1841.12768808979,1509.32365678948,1659.80341381234,1600.85315178307,1755.72017777021,1761.56975077439,1835.55428826023,1870.27355308042,2131.44319322879,2316.93357487283
UPPDC1,5958.42242724258,5921.2995844256,7743.88417899745,7405.30017465008,6399.86828193158,6191.64775921391,6008.88480755003,6519.12044528591,6169.73950078118,6456.70642337422,5427.10517094805,4745.0682719832,5566.84970088556,6032.07833103835,4916.72955470014,4878.87069407609,3344.74872363053,3049.4822624337,2304.54182453696,2241.9054052973,1865.41229138181,1806.43555114027,6106.37344210845,4875.76683861181,4714.41569064393,4186.76600836581,3978.88449232694,4150.75079478316,3588.71673664946,3619.42999353665,3020.79072453474,3324.72396315902
GARFT,94.7184574063572,113.572271455771,95.9589117595718,96.3514892612464,101.155793465561,109.755041820147,132.049582417906,98.8913069911377,117.5894719414,105.793448821288,153.78451581297,131.94663621495,114.902183255161,117.723630480648,139.691403773107,124.413773231445,145.602686690262,115.418651367012,111.264254756083,120.733995828453,149.816885016249,159.391372159435,130.221218417667,99.3702480695342,162.632034782765,107.003290617217,128.079693479509,138.852056025306,129.108862478276,160.550591152988,128.431987705903,174.148602032925
H4THDPR,684.498718856608,625.245241803874,679.937431896395,689.371964833441,655.160197212992,534.141203524717,594.851928415899,701.22926775534,594.303547379506,740.554141749014,663.753813412111,587.079020627278,762.435047767891,806.960270474189,773.910769808671,786.582946463268,909.811138301861,833.964841832323,863.441100264673,693.873539243981,797.486803317264,750.365536627495,1041.76974734134,872.249955277022,1016.92854690635,866.516843625697,937.692938393778,1047.87018280431,1070.24451791203,1151.08201610271,1121.58071455498,1126.66573836953
UDPG4E,454.648595550515,362.235771064195,434.556786111204,361.318084729674,316.405912119021,283.899708174781,344.586529357201,323.644277425542,314.63128978915,343.828708669185,556.600731426299,473.504700847321,472.494959180101,505.104807703295,322.207909432859,355.761698661818,346.320514670057,307.204530706183,185.186396614577,235.917003342954,223.572889947325,197.80877980812,406.690882135176,304.735427413238,473.546218926288,443.748940500811,445.006818220776,425.81297181094,348.25416852693,436.584940854615,353.62780176557,389.941434986767
GLCS3,4091.83735995463,3850.69775114776,3592.97582459768,3358.53762567773,2766.49332826743,2558.02417468823,3087.4449984377,2792.07404413939,3108.17577185645,2961.11455190417,4006.33467646951,3570.91023072865,3671.50060326538,3793.31698215423,2665.35276980219,2714.48232504971,2507.32762164925,2548.75623357079,1998.18408198939,1838.76487899655,1733.2661158803,1606.99198802795,2703.5928346868,2430.15462223383,3520.50522353281,3583.56118380797,3296.41605261861,3359.29407543891,2679.85829683528,2881.46060964046,2776.24214520432,2767.44843665366
AICART,1980.24721617557,2015.60894394136,2171.41308895945,1963.73511446731,1850.2100362945,2121.93080852285,2071.29202135515,2137.07967315913,2454.54780620021,2552.26695281357,3097.51779592318,2362.51287248161,3010.00766041324,3506.55429252188,3221.05944904557,2634.28171090051,4085.9239818674,2941.00608633688,3100.91953837331,2899.6975205006,3448.09323052782,3325.96663239355,4058.89520791067,2750.34764379122,5436.69325688504,5081.607252449,4939.94963756004,5185.66145235844,5167.75210077522,5927.22737981761,6029.2660529881,6279.19285503933
ASPTA,1544.54231210633,1444.16109387969,1203.59892178434,1119.51254189258,1119.77110906063,1065.35560593423,1084.06419089747,1010.74621561072,973.556078505822,958.75312994292,1189.59764167582,975.402981639631,940.694509640383,1073.59926258848,823.873388676424,817.429336520651,775.725048298965,722.885237509183,580.707959754352,611.302588073948,588.511456012547,586.887206207562,981.667646533183,853.480019530555,921.26264409296,827.701924480236,758.194389867751,859.957066983398,699.056538286983,787.730678230156,685.263824814375,872.257345834476
GLYOX,377.6109168600105,349.0852975272105,386.57733023141805,385.40595704498503,318.7583724321742,336.5821282484518,324.4646882268534,342.9088177484903,324.1655712979127,317.380346463863,345.2710419542815,334.04211699987354,320.0079496265235,274.6884711215127,309.9721660366746,329.0281606120857,326.5777774917169,341.9169070571642,335.3169321416202,281.01878339381244,357.25564888490135,364.5566768364514,289.4917855592754,348.8999821108086,275.5178001025673,322.058923720447,276.7269289776258,295.2920391471516,321.073355373608,328.6123210733661,396.7316880504276,341.4826935515183
PRAGSr,842.36281453387,936.074616314404,1104.89832683164,980.720515694829,801.012736628452,848.772323409139,869.012013816884,981.207253782198,1005.33701686836,1158.21786157472,1313.61741249273,1237.62604348453,1139.35716293202,1317.096002557,960.505856600484,1011.76159388216,764.208451611599,650.857056580897,491.544139162148,573.833416954773,528.584702006048,599.148080989057,984.672751573591,748.589202123824,1026.49513718769,888.546932870418,812.417909734988,982.146876285668,810.327992133393,750.174984393199,660.633032651599,780.640037808459
SQD1,11777.9244502892,11106.1726507801,10382.7542523857,10183.4347816827,8894.65244402989,10031.6108223615,10319.989269727,9361.28229426497,8752.47042504364,8281.64341554143,8781.59193200387,8420.36666427431,8461.95517804363,7976.02751128291,6678.67660375072,6128.1494914001,7217.61566678167,7063.96858742467,6734.53574848978,5927.76164576133,5048.44487918857,5064.55867640954,7312.42226499208,8152.77679717156,8005.3227474246,9601.97175509201,8619.66988234361,7721.09999538054,7217.35529261786,7662.30043508498,7544.93944214749,7430.84513196142
