,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
PTPATi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4851.0,5632.0,5119.0,inf,inf,inf,6264.0,5261.0,5942.0,inf,inf,inf,2610.0,3909.0,3656.0,inf,inf,inf
PTRCabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1906.0,2028.0,1641.0,inf,inf,inf,1848.0,1746.0,1664.0,inf,inf,inf,786.0,1336.0,1416.0,inf,inf,inf
PTRCtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,27496.0,29555.0,28382.0,inf,inf,inf,27833.0,23945.0,28806.0,inf,inf,inf,15335.0,16647.0,16568.0,inf,inf,inf
QUERT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1832.0,2138.0,1641.0,inf,inf,inf,1979.0,1996.0,1596.0,inf,inf,inf,892.0,1568.0,1598.0,inf,inf,inf
QULNS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18234.0,17742.0,19579.0,inf,inf,inf,23661.0,15911.0,23205.0,inf,inf,inf,12102.0,13274.0,16108.0,inf,inf,inf
R05219,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1054.0,1018.0,834.0,inf,inf,inf,896.0,894.0,858.0,inf,inf,inf,500.0,766.0,820.0,inf,inf,inf
RB15BPtcx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBFK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3294.0,4089.0,3218.0,inf,inf,inf,3851.0,3423.0,3763.0,inf,inf,inf,1808.0,2706.0,2548.0,inf,inf,inf
RBFSa,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26162.0,27557.0,24469.0,inf,inf,inf,22700.0,20216.0,21790.0,inf,inf,inf,15521.0,15221.0,14089.0,inf,inf,inf
RBFSb,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
RBFSb_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3144.0,3189.0,3042.0,inf,inf,inf,3350.0,2542.0,3065.0,inf,inf,inf,1898.0,2094.0,2470.0,inf,inf,inf
RBPCcx,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2436.0,3122.0,2061.0,inf,inf,inf,1698.0,1757.0,1362.0,inf,inf,inf,1029.0,980.0,884.0,inf,inf,inf
RDXRr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
RNDR1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28195.0,26841.0,22287.0,inf,inf,inf,19726.0,17817.0,15050.0,inf,inf,inf,12523.0,10904.0,9458.0,inf,inf,inf
RNDR2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28195.0,26841.0,22287.0,inf,inf,inf,19726.0,17817.0,15050.0,inf,inf,inf,12523.0,10904.0,9458.0,inf,inf,inf
RNDR3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28195.0,26841.0,22287.0,inf,inf,inf,19726.0,17817.0,15050.0,inf,inf,inf,12523.0,10904.0,9458.0,inf,inf,inf
RNDR4,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28195.0,26841.0,22287.0,inf,inf,inf,19726.0,17817.0,15050.0,inf,inf,inf,12523.0,10904.0,9458.0,inf,inf,inf
RPE,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18627.0,21670.0,17540.0,inf,inf,inf,15655.0,15281.0,13709.0,inf,inf,inf,11715.0,11371.0,10898.0,inf,inf,inf
RPI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1374.0,1870.0,1378.0,inf,inf,inf,1223.0,1443.0,1170.0,inf,inf,inf,790.0,1064.0,912.0,inf,inf,inf
RZ5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SADT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9086.0,10641.0,8412.0,inf,inf,inf,7536.0,7520.0,7048.0,inf,inf,inf,6315.0,6328.0,5562.0,inf,inf,inf
SAMTRI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4520.0,4726.0,4126.0,inf,inf,inf,4027.0,3881.0,4295.0,inf,inf,inf,2296.0,2608.0,2696.0,inf,inf,inf
SBP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21437.0,22257.0,18220.0,inf,inf,inf,14551.0,15502.0,14610.0,inf,inf,inf,14404.0,10844.0,7918.0,inf,inf,inf
SEPHCHCS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3960.0,4255.0,3503.0,inf,inf,inf,4134.0,3541.0,3644.0,inf,inf,inf,2174.0,2696.0,2454.0,inf,inf,inf
SERAT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9805.0,11572.0,9560.0,inf,inf,inf,12574.0,10831.0,10651.0,inf,inf,inf,6968.0,9264.0,9688.0,inf,inf,inf
SERTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6859.0,7915.0,6400.0,inf,inf,inf,7392.0,6950.0,7515.0,inf,inf,inf,4390.0,6239.0,5883.0,inf,inf,inf
SFGTHi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4112.0,4386.0,4182.0,inf,inf,inf,3986.0,3584.0,3940.0,inf,inf,inf,2146.0,2745.0,2446.0,inf,inf,inf
SHCHCS3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9440.0,10091.0,8107.0,inf,inf,inf,10259.0,7599.0,8008.0,inf,inf,inf,5275.0,6607.0,8818.0,inf,inf,inf
SHK3Dr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1850.0,1918.0,1604.0,inf,inf,inf,1858.0,1612.0,1589.0,inf,inf,inf,1022.0,1268.0,1219.0,inf,inf,inf
SHKK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1746.0,1695.0,1548.0,inf,inf,inf,1760.0,1345.0,1666.0,inf,inf,inf,932.0,1194.0,1590.0,inf,inf,inf
SHS1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3134.0,3602.0,2795.0,inf,inf,inf,2810.0,2566.0,2520.0,inf,inf,inf,1586.0,1786.0,1566.0,inf,inf,inf
SK_14glucan_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK_akg_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK_amylose_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK_for_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK_fum_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK_glycogen_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO4tex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPMDabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1906.0,2028.0,1641.0,inf,inf,inf,1848.0,1746.0,1664.0,inf,inf,inf,786.0,1336.0,1416.0,inf,inf,inf
SPMDtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPMS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3724.0,4090.0,3108.0,inf,inf,inf,4180.0,3334.0,2788.0,inf,inf,inf,2120.0,2904.0,3199.0,inf,inf,inf
SPODM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22684.0,24893.0,24314.0,inf,inf,inf,24847.0,22195.0,28664.0,inf,inf,inf,17528.0,21282.0,18879.0,inf,inf,inf
SPP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19067.0,21066.0,17864.0,inf,inf,inf,22594.0,20297.0,19446.0,inf,inf,inf,11925.0,18905.0,15347.0,inf,inf,inf
SPR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1463.0,1470.0,1080.0,inf,inf,inf,1520.0,1180.0,1088.0,inf,inf,inf,752.0,1010.0,978.0,inf,inf,inf
SPRMS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3724.0,4090.0,3108.0,inf,inf,inf,4180.0,3334.0,2788.0,inf,inf,inf,2120.0,2904.0,3199.0,inf,inf,inf
SPS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19067.0,21066.0,17864.0,inf,inf,inf,22594.0,20297.0,19446.0,inf,inf,inf,11925.0,18905.0,15347.0,inf,inf,inf
SPTc,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13731.0,14420.0,11704.0,inf,inf,inf,10430.0,9779.0,9555.0,inf,inf,inf,10179.0,6355.0,5902.0,inf,inf,inf
SPTr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
SQD1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,129770.0,118377.0,114735.0,inf,inf,inf,155223.0,118539.0,139724.0,inf,inf,inf,64609.0,93139.0,92324.0,inf,inf,inf
SQDGS_HDE_PALM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,46239.0,44151.0,38347.0,inf,inf,inf,54644.0,42614.0,46792.0,inf,inf,inf,21079.0,36482.0,34994.0,inf,inf,inf
SQDGS_PALM_PALM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,46239.0,44151.0,38347.0,inf,inf,inf,54644.0,42614.0,46792.0,inf,inf,inf,21079.0,36482.0,34994.0,inf,inf,inf
STACPSI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,32748.0,34608.0,33705.0,inf,inf,inf,28937.0,25989.0,28615.0,inf,inf,inf,37114.0,20542.0,19472.0,inf,inf,inf
STCHLPSIum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCBZL,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2494.0,2658.0,2336.0,inf,inf,inf,2548.0,2336.0,2475.0,inf,inf,inf,1366.0,1784.0,1921.0,inf,inf,inf
SUCBZS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1498.0,1712.0,1272.0,inf,inf,inf,1450.0,1252.0,1298.0,inf,inf,inf,730.0,982.0,932.0,inf,inf,inf
SUCDum,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1192.0,1292.0,1010.0,inf,inf,inf,966.0,876.0,894.0,inf,inf,inf,532.0,706.0,804.0,inf,inf,inf
SUCR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3576.0,3945.0,3368.0,inf,inf,inf,3312.0,3114.0,3283.0,inf,inf,inf,1723.0,2506.0,2284.0,inf,inf,inf
SUCRt2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
SULR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
SULR_2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13526.0,14680.0,13658.0,inf,inf,inf,12128.0,11904.0,12425.0,inf,inf,inf,5524.0,7711.0,8428.0,inf,inf,inf
SULabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2238.0,2342.0,1909.0,inf,inf,inf,2116.0,1845.0,2024.0,inf,inf,inf,1156.0,1472.0,1400.0,inf,inf,inf
TALA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,102021.0,108421.0,116359.0,inf,inf,inf,120107.0,97158.0,109674.0,inf,inf,inf,56167.0,77717.0,76248.0,inf,inf,inf
TDPDRE,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2516.0,2562.0,2294.0,inf,inf,inf,2516.0,2242.0,2126.0,inf,inf,inf,1120.0,1904.0,1912.0,inf,inf,inf
TDPDRR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,858.0,880.0,668.0,inf,inf,inf,666.0,706.0,601.0,inf,inf,inf,356.0,510.0,418.0,inf,inf,inf
TDPGDH,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4850.0,4858.0,3522.0,inf,inf,inf,4654.0,4184.0,4122.0,inf,inf,inf,2222.0,3386.0,2518.0,inf,inf,inf
THBTGT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4315.0,4400.0,3854.0,inf,inf,inf,3938.0,3567.0,4078.0,inf,inf,inf,2218.0,2520.0,2498.0,inf,inf,inf
THII,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1250.0,1326.0,1126.0,inf,inf,inf,1237.0,1052.0,924.0,inf,inf,inf,524.0,830.0,898.0,inf,inf,inf
THISAT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1250.0,1326.0,1126.0,inf,inf,inf,1237.0,1052.0,924.0,inf,inf,inf,524.0,830.0,898.0,inf,inf,inf
THRPD,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
THRPDC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1424.0,1626.0,1323.0,inf,inf,inf,1502.0,1337.0,1664.0,inf,inf,inf,812.0,1052.0,1172.0,inf,inf,inf
THRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,63399.0,75156.0,62531.0,inf,inf,inf,61225.0,68100.0,71028.0,inf,inf,inf,33214.0,50263.0,45228.0,inf,inf,inf
THRTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20088.0,20067.0,18554.0,inf,inf,inf,18096.0,17198.0,17611.0,inf,inf,inf,9397.0,12961.0,12764.0,inf,inf,inf
THZT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15153.0,15841.0,13773.0,inf,inf,inf,16987.0,14474.0,17524.0,inf,inf,inf,7956.0,11197.0,11864.0,inf,inf,inf
TKT1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,110488.0,111285.0,98616.0,inf,inf,inf,100590.0,87361.0,90947.0,inf,inf,inf,55718.0,66727.0,62434.0,inf,inf,inf
TKT2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,110488.0,111285.0,98616.0,inf,inf,inf,100590.0,87361.0,90947.0,inf,inf,inf,55718.0,66727.0,62434.0,inf,inf,inf
TMDS3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8274.0,8868.0,8394.0,inf,inf,inf,10062.0,7543.0,8634.0,inf,inf,inf,5265.0,5024.0,5548.0,inf,inf,inf
TMPK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,894.0,974.0,820.0,inf,inf,inf,862.0,858.0,796.0,inf,inf,inf,434.0,582.0,650.0,inf,inf,inf
TMPPP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
TMPPP_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15153.0,15841.0,13773.0,inf,inf,inf,16987.0,14474.0,17524.0,inf,inf,inf,7956.0,11197.0,11864.0,inf,inf,inf
