Sample,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
118)VAL,-121953.0,-100727.78,-49926.0,-16813.5,-55879.5,-21955.0,30357.5,17706.89,11011.5,-35707.0,21097.0,288.0,21542.5,53756.0,36877.5,119992.0,65976.5,93449.0,180179.5,43716.5,47410.0,-98071.5,63593.5,-53129.5,-403406.0,59944.0,-103367.0,-97481.975,-105076,-96080,-34370.0,-22005.5,-10690.5,16896.987500000003,13487.0,16694.5,47636.0,64596.0,40126.5,63914.0,81778.5,53138.5,57499.0,157738.5,107467.95499999999,51742.5,1074.5,50796.0,22131.0,-75014.0,-79951.95499999999,18167.0,163026.0,-31274
119)LEU,-174464.0,-134954.11,-67994.0,-26818.5,-77137.0,-30184.0,42262.0,23337.554999999993,14732.0,-47869.5,30787.5,774.0,45124.0,89877.0,68383.0,171081.0,106485.0,130059.5,214163.0,48305.0,95979.0,-137412.5,75442.0,-65928.0,-510673.0,83070.0,-220751.0,-121608.29999999999,-140935,-125376,-45833.0,-28537.0,-12643.0,20569.149999999994,19271.5,23604.5,82104.0,103852.0,72869.0,97530.5,126060.0,90739.0,80626.0,195764.0,156554.45750000002,21305.5,-849.5,21524.5,20849.0,-97513.5,-129637.95750000002,118290.0,199102.0,27925
120)ILE,-303236.0,-274849.39,-127058.0,-36177.0,-134658.0,-61027.0,73066.5,57644.19500000001,17843.5,-96987.0,46785.5,-4350.0,49273.0,114362.5,84963.0,255411.0,135644.0,167889.5,313947.0,78550.5,151669.5,-188556.5,105000.5,-53783.5,-701956.0,79279.0,-284436.0,-259745.25,-252104,-192171,-79855.0,-44941.0,-21674.5,59048.125,33474.0,5278.0,99047.0,105727.0,74202.5,141553.0,202279.0,138207.0,121297.0,252556.0,129342.93,21382.5,16261.5,23239.5,-20234.0,-120613.5,-84658.43,56288.0,133532.0,53147
121)PRO,-62907.0,-55031.035,-32550.0,-10422.5,-25835.0,-14179.0,11323.0,11425.517500000002,2670.5,-17347.0,6068.5,-2889.5,27657.0,42208.0,36353.5,64829.5,44303.5,40205.5,45338.5,7338.5,14389.0,-53427.0,33917.5,-16068.0,-138464.0,49996.0,-60138.0,-51602.45,-61345,-47270,-18464.5,-13793.5,-7388.5,5433.2249999999985,8103.0,8132.0,42235.0,53178.0,39994.0,38418.0,65935.5,34571.0,15020.5,57997.0,32765.395000000004,9696.0,-15140.5,12552.5,13840.0,-25347.5,-36823.395000000004,49770.0,87617.0,-6146
122)SUC,-62963.0,-65704.5,-26044.0,-4400.0,-32852.5,-9569.5,20590.5,16665.25,7760.0,-24027.0,11459.0,-1154.5,13025.5,33692.0,26853.0,75232.0,48211.5,44169.5,81518.5,21258.5,31691.5,-61497.0,34846.5,-18611.5,-196690.0,45802.0,-76897.0,-55866.475,-53318,-44373,-17768.0,-12414.5,-3282.0,6312.237499999999,2002.5,2613.0,32552.5,39004.0,30540.5,36393.0,62342.5,39234.0,29168.5,89384.5,49020.8,19067.5,-10176.0,7887.5,10579.5,-45305.5,-38747.3,41386.0,86317.0,19968
123)FUM,-68207.0,-74880.23,-38616.0,-3293.0,-32053.0,-8385.0,26309.0,21936.614999999998,19113.5,-23503.5,12480.5,709.5,12280.5,32971.0,21792.0,75423.0,48842.5,44875.0,76485.5,14316.5,34627.0,-64454.0,11288.0,-22990.0,-193598.0,17548.0,-84030.0,-68468.225,-69232,-59743,-18246.500000000004,-11223.0,-6286.0,11940.1125,10783.0,10688.0,32237.5,43441.0,33786.5,41546.5,66403.5,36637.0,36256.5,90692.0,70967.73999999999,10710.0,-16360.5,8878.5,7890.0,-53051.0,-67615.23999999999,56350.0,87298.0,9042
124)GRO,-5682.0,-4460.43,-3110.0,-869.0,-3028.0,-1543.5,1320.0,655.2150000000001,613.5,-2100.5,795.5,-116.0,1446.0,2799.0,2144.5,8586.5,5590.5,6907.0,11050.5,5166.0,5949.5,-5534.5,4608.0,-2590.5,-21786.0,3152.0,-8991.0,-1376.25,-4723,3268,-1753.0,-1131.5,-508.5,-1214.875,166.0,-3569.5,2432.0,3342.5,2437.5,5559.5,7209.5,5459.5,8920.0,20554.0,12331.875,1920.0,-582.5,851.5,-2872.0,-13655.5,-8450.875,2301.0,9356.0,2869
125)MET,-23684.0,-19558.65,-12720.0,-2361.0,-9868.5,-4662.0,7031.5,4876.825000000001,3702.5,-7130.5,4212.5,204.5,8753.5,16230.0,12790.0,32048.5,20151.0,23723.0,62786.5,2018.5,14659.0,-26860.5,16347.0,-8879.0,-142066.0,34992.0,-28810.0,-19101.715,-20822,-18159,-5896.0,-3924.0,-1835.5,4211.8575,48028.0,3784.5,15236.5,20003.0,14627.5,15290.5,-10119.0,16514.5,12501.0,35974.0,29251.25,6781.0,-12219.5,3244.5,6622.0,-16879.5,-25159.25,23462.0,39790.0,4840
126)SER,76715.0,133811.32,223867.0,-39798.0,-55613.0,-41918.0,-88546.0,-114637.16,-153573.0,-23019.0,6623.0,-4299.5,13853.5,30058.0,23004.5,66896.0,36029.0,48535.0,60683.0,2350.5,33247.5,-60539.0,19189.0,-20458.0,-161616.0,43102.0,-65506.0,113957.75,100772,192238,-50284.0,-47086.5,-33500.0,-111773.375,-111237.5,-145516.0,24692.0,32300.5,17284.0,17242.5,67027.0,26562.0,22876.5,69960.0,37365.729999999996,20830.5,-25462.5,12969.5,10412.0,-43976.5,-42017.729999999996,48836.0,60969.0,-22005
127)THR,-62795.0,-53590.55,-30740.0,-7929.5,-26112.5,-13034.5,14730.5,10396.775000000001,5015.0,-19687.5,6992.0,-2918.0,9663.0,27010.5,20241.0,59771.5,34419.5,49282.5,24444.0,-649.5,22205.0,-56193.5,17882.0,-22489.0,-82958.0,46437.0,-42500.0,-48012.54,-54945,-41735,-16379.5,-11840.5,-3701.0,7387.27,7164.0,6752.5,25585.5,38234.0,23966.0,19424.0,70711.5,33203.0,19672.5,69025.0,51832.59,18192.0,-28350.0,2446.5,19506.0,-24242.5,-57317.59,54775.0,98246.0,-13509
128)PHE,-67035.0,-59689.58,-35883.0,-9987.5,-27854.5,-15827.0,16483.5,14175.79,6151.0,-19016.5,10400.0,-126.0,17508.0,36547.5,28277.5,75287.0,45704.5,60159.0,63345.0,24983.5,29049.5,-59399.0,21387.0,-15141.0,-153870.0,7550.0,-32943.0,-54282.66,-55878,-43662,-17259.0,-11666.5,-6803.0,9881.330000000002,6538.5,5654.0,32293.5,41950.0,30814.5,48925.0,84259.0,53217.0,25637.0,80532.5,56631.51999999999,3617.5,-30629.5,-4456.0,19638.0,-31757.0,-40811.51999999999,50054.0,93660.0,14495
129)2KG,-4908.0,-883.3999999999996,3965.0,1061.5,128.0,1424.5,6338.0,6117.7,4954.0,-1478.0,6548.0,9139.0,-2108.0,2360.0,-1354.5,33946.5,9262.0,7984.0,19027.0,10306.5,23603.0,-33851.0,1156.5,-5289.5,-42248.0,-2496.0,-31854.0,877.9750000000004,-2799,-956,457.0,-405.5,1099.5,2751.5125,394.0,355.0,-970.5,-1059.0,-2390.5,-3469.5,684.0,-1428.5,11443.5,29872.0,17709.775,14170.0,5818.5,4674.0,11619.5,-19854.0,-9874.775000000001,17317.0,6113.0,6843
130)MAL,-36550.0,-33725.35,-20983.0,-3981.5,-16246.0,-6888.5,11344.5,8304.675,7054.0,-12325.5,4807.5,-568.0,6933.5,17433.5,12552.0,39681.0,25501.5,31131.0,38951.5,12849.5,23047.5,-31955.0,12171.5,-10491.0,-95071.0,9019.0,-37957.0,-34275.380000000005,-32187,-28357,-10555.500000000002,-6541.0,-3685.0,4763.6900000000005,2581.0,3348.5,16489.5,20476.5,14571.5,25014.0,46577.5,26925.5,17298.5,53052.0,31772.5,3379.5,-17966.5,141.0,8574.5,-23970.5,-22687.0,31575.0,55837.0,7471
131)GLU,-161812.0,-126237.38,-78971.0,-22887.0,-60124.0,-30214.5,45366.5,31423.690000000002,18323.0,-45347.5,25980.5,-1725.0,38682.0,81761.5,63163.5,126580.5,92224.0,113150.5,73900.0,30367.5,70812.5,-105742.5,69284.0,-36245.0,-248878.0,93861.0,-135695.0,-128198.4,-140861,-109473,-40925.0,-29857.5,-9801.5,19762.199999999997,18021.0,20384.5,78262.0,98218.5,64463.0,92770.0,158043.0,95250.5,46482.5,116605.0,67132.32750000001,5920.5,-54569.5,6326.5,25667.5,-79679.0,-53901.327500000014,110267.0,108446.0,1335
132)ASN,-137921.0,-117409.5,-57458.0,448.5,-43003.5,-15396.0,50401.0,35161.25,23085.5,-58106.5,16181.0,-9340.0,-7253.5,19103.0,12123.0,127612.5,67704.0,85791.0,52318.5,36913.5,52342.0,-123038.5,58891.5,-53698.5,-159179.0,134600.0,-102930.0,-126415.34,-145678,-103043,-33483.0,-23859.0,5641.0,19691.17,17322.5,21076.0,41140.5,56776.0,25457.0,58791.5,137968.5,57982.5,58975.5,128981.0,92430.0,-3997.5,-73003.5,1816.0,-9942.0,-83251.0,-101690.0,90827.0,138397.0,-15030
133)LYS,-6957.0,-4989.34,-3243.0,-819.0,-1940.5,-920.5,2005.5,1957.17,1284.5,-2140.5,394.0,-449.0,2559.5,5192.0,3940.0,7334.0,5284.0,4863.5,-1335.0,-758.5,400.0,-7051.0,4042.0,-3139.5,-4856.0,7767.0,-7297.0,2648.9799999999996,-1600,1355,4072.5,-1495.0,-170.5,-3187.99,-1699.5,1358.5,-932.0,5669.0,-206.5,82.5,6553.5,-4563.0,337.0,3556.5,2586.7625000000007,3874.0,-1444.0,1998.5,949.5,-3011.5,-4059.7625000000007,4668.0,4218.0,-2643
134)GLN,-86262.0,-11905.279999999999,-45733.0,-21540.5,2666.5,-5300.5,39278.0,32494.14,24511.0,96740.5,115804.0,77854.5,51410.5,101124.5,96339.5,-71275.5,-54243.0,-49500.5,21368.0,-25552.5,-12154.5,-24891.5,45550.0,-14368.0,-179785.0,15328.0,-154288.0,-60931.92,-85199,-23751,-15270.0,-25854.0,-9253.0,-162.54000000000087,6740.5,1809.5,-7079.5,119.0,9606.5,-2396.0,-1784.5,-4152.5,-10820.5,-16041.0,-19153.1825,27724.5,40458.5,65177.99999999999,18325.0,26945.5,37135.682499999995,-19090.0,-35291.0,-65247
135)HIS,-10531.0,-6263.925,-4142.0,-1146.0,-1771.5,3323.0,4289.0,4564.9625,3236.0,-3693.0,391.0,-3636.0,7601.5,13846.0,11179.5,16100.5,12972.5,9985.5,-2816.5,-4772.5,-393.0,-14072.0,8660.5,-5253.5,-13238.0,19492.0,-15065.0,-7407.4,-10042,-5512,-1446.5,-2673.0,-1038.5,891.6999999999998,1112.5,2236.0,13354.0,17299.5,13503.5,4086.0,11774.0,4821.5,-4461.0,1005.0,1342.7625000000007,3508.5,-2899.5,7965.0,4017.5,-7348.5,-8714.7625,13363.0,6634.0,-14347
136)CIT,-41109.0,-48613.795,-27382.0,-14282.0,-24952.5,-13937.75,3991.0,2357.897499999999,809.0,-6730.0,2771.0,573.25,4528.5,10963.5,9309.0,46043.0,26559.0,33015.0,40323.0,20613.0,30869.5,-30050.0,17659.5,-8165.5,-66614.0,24819.0,-31623.0,-41096.375,-36995,-46869,-19267.0,-14051.5,-18502.5,-1573.8125,-1124.0,-1690.5,6083.5,8519.5,4239.5,4842.0,17904.0,9219.5,7879.5,15955.5,9278.592499999999,8511.0,-3769.5,4555.5,4644.5,-9060.5,-9157.092499999999,16219.0,13700.0,-5583
137)TYR,-71289.0,-78124.85,-43874.0,-2461.5,-31277.000000000004,-11835.0,27918.0,27016.925,16982.5,-24178.0,10267.0,-852.5,37963.5,64935.0,54305.5,113093.5,80712.0,84670.5,65982.5,2296.5,25318.0,-86123.5,30315.5,-37370.0,-191778.0,69663.0,-80112.0,-72284.595,-78514,-67670,-17353.0,-11777.5,-9102.5,15828.2975,17586.5,14956.0,59872.0,72941.5,56298.0,34386.5,113456.5,66315.0,19859.0,98832.0,72830.55249999999,40483.5,-37147.5,15756.0,24165.5,-78295.0,-76065.05249999999,63975.0,54125.0,-38462
138)TRP,-43.0,253.16000000000003,419.0,308.5,295.5,338.0,327.0,194.92,221.0,-308.0,247.0,256.5,390.5,703.0,505.0,2617.5,657.0,816.5,3158.5,462.5,1024.5,-1877.0,1157.0,-242.5,-6227.0,1739.0,-1583.0,366.97,628,50,223.0,284.5,217.0,134.515,54.5,306.0,852.0,1637.0,1496.5,1039.0,7571.5,8611.5,572.0,1222.5,883.3249999999998,1952.0,9442.0,-5351.5,3374.5,34434.0,15200.675,3425.0,40392.0,28413
