Label,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
SYNPCC7942_RS01720,4107,4143,4163,3424,3114,3722,2434,2524,2512
SYNPCC7942_RS01725,538,626,444,364,350,421,240,266,310
SYNPCC7942_RS01730,2357,2706,2106,2303,2120,2050,1192,1696,1508
SYNPCC7942_RS01735,1276,1516,1082,1302,1060,830,620,946,1392
SYNPCC7942_RS01740,2684,2744,2275,3101,2189,2396,1166,2176,2350
SYNPCC7942_RS01745,22639,20224,22336,28132,17858,24482,10870,12522,14270
SYNPCC7942_RS01750,23930,24774,22768,22495,19294,22199,13579,15396,15200
SYNPCC7942_RS01755,15178,17908,14239,17924,19450,20002,9653,17728,15697
SYNPCC7942_RS01760,1325,1318,1052,1336,1304,1202,662,968,1046
SYNPCC7942_RS01765,6490,6838,6308,9005,7000,8278,5361,7159,7853
SYNPCC7942_RS14135,41828,40365,34414,39120,33132,28931,20758,29945,27501
SYNPCC7942_RS01770,33493,34001,29818,32397,29184,27661,14342,20472,16944
SYNPCC7942_RS01775,7333,8028,7171,7684,6277,6416,5337,4460,4569
SYNPCC7942_RS01780,2552,2972,2402,2804,2678,2358,1207,1926,1796
SYNPCC7942_RS01785,4423,4338,3396,3672,3596,3078,1744,2393,2104
SYNPCC7942_RS01790,5505,6583,5245,6162,6257,5398,3680,5581,5336
SYNPCC7942_RS01795,2319,2584,2198,2142,2134,2102,1174,1566,1466
SYNPCC7942_RS13910,1168,1054,1076,907,784,828,530,454,578
SYNPCC7942_RS01800,4301,4308,3058,4235,3618,3692,1886,2863,3006
SYNPCC7942_RS01805,10468,11139,9292,11283,8001,9145,5802,6135,6963
SYNPCC7942_RS01810,4079,4404,4538,3682,3076,3339,2580,2356,2784
SYNPCC7942_RS01820,7729,8644,6439,6741,6714,6287,3683,4966,4422
SYNPCC7942_RS01825,1050,1168,808,1004,1082,936,522,794,738
SYNPCC7942_RS01830,3860,4360,3383,4173,3970,3635,2359,3354,2806
SYNPCC7942_RS01835,13267,13659,12096,14957,11498,12683,8060,10375,11809
SYNPCC7942_RS01840,41903,42085,37119,43732,39225,43096,29129,31554,29191
SYNPCC7942_RS01845,2597,2807,1926,2038,2210,1977,1588,1764,1501
SYNPCC7942_RS01850,778,806,636,762,741,660,423,504,526
SYNPCC7942_RS01855,8756,8672,7105,11416,8859,9349,3665,8048,7551
SYNPCC7942_RS01860,15479,16957,16647,20120,12473,15221,10495,10403,13043
SYNPCC7942_RS13915,893,951,820,982,830,740,494,640,695
SYNPCC7942_RS01865,7239,7559,6446,7499,6695,6440,3444,5220,5051
SYNPCC7942_RS01870,3109,3477,2863,2844,2824,2515,1372,2238,1882
SYNPCC7942_RS01875,1691,1850,1422,1897,1750,1632,862,1464,1130
SYNPCC7942_RS01880,16639,18571,20014,13830,14814,16001,10873,7282,6053
SYNPCC7942_RS01885,24756,25166,25756,24742,21718,25393,16040,13605,12253
SYNPCC7942_RS01890,6118,5946,5808,6398,5210,5808,3420,4053,4056
SYNPCC7942_RS13670,2049,1976,1782,2078,1624,1878,1212,1528,1456
SYNPCC7942_RS01900,3899,3810,3594,4985,4592,5138,1990,4411,3923
SYNPCC7942_RS01905,4415,4272,4655,6534,5112,6604,2936,4996,5077
SYNPCC7942_RS01910,3796,4058,2804,3432,2794,2994,2078,2370,2262
SYNPCC7942_RS01915,4146,4146,3142,3591,3212,3124,2034,2682,2478
SYNPCC7942_RS01920,2194,2467,2128,2485,1999,1953,1197,1648,2326
SYNPCC7942_RS01925,7509,8852,7029,8195,7388,6473,4074,5086,5046
SYNPCC7942_RS01930,7633,7761,6863,8098,7191,7695,5302,6177,6459
SYNPCC7942_RS01935,9493,9971,8742,8898,9002,8258,4911,6513,6161
SYNPCC7942_RS01940,1756,1677,1628,1688,1342,1568,808,886,1005
SYNPCC7942_RS01945,9960,9471,8469,8547,6619,5929,5240,4476,5083
SYNPCC7942_RS01950,32254,28095,29773,27409,22470,27296,19378,13152,12118
SYNPCC7942_RS01955,12972,13244,14561,11436,10225,12590,8959,6138,5976
SYNPCC7942_RS01960,2219,2148,2256,2054,1770,2244,1004,1244,1384
SYNPCC7942_RS01965,45258,51313,41472,34660,35786,33888,24248,25964,20227
SYNPCC7942_RS01970,11133,12751,10195,11787,10088,10670,5623,8142,9200
SYNPCC7942_RS01975,2453,2472,1988,2328,1984,1954,1226,1570,1790
SYNPCC7942_RS01980,2872,3467,2469,3192,3106,3196,1798,2853,2398
SYNPCC7942_RS01985,2033,2141,1787,1985,1980,2138,1094,1486,1180
SYNPCC7942_RS01990,11389,10511,9231,11903,9493,9305,4668,7367,7936
SYNPCC7942_RS01995,53059,52320,55899,52738,41430,52974,32258,25482,24435
SYNPCC7942_RS02000,2376,2638,2260,2424,2672,2521,1368,1948,1382
SYNPCC7942_RS02005,640,770,670,580,570,582,372,396,416
SYNPCC7942_RS02010,7868,8053,8010,8034,6743,7428,4470,4504,4592
SYNPCC7942_RS02015,17253,20658,15439,21971,17457,17582,11322,16690,18301
SYNPCC7942_RS02020,10484,11220,10592,11727,8959,10968,7110,7533,8430
SYNPCC7942_RS02025,3576,3945,3368,3312,3114,3283,1723,2506,2284
SYNPCC7942_RS02030,1963,2535,2021,2018,2032,1925,1506,1782,1522
SYNPCC7942_RS02035,4729,5425,4051,4825,4546,4172,2426,3620,3327
SYNPCC7942_RS02040,10293,11526,9190,11228,9684,9600,6330,8866,10159
SYNPCC7942_RS02045,8090,8870,7496,7537,6601,6162,4008,4936,5923
SYNPCC7942_RS02050,3816,4300,3232,4987,4099,3800,2270,3592,3520
SYNPCC7942_RS02055,2177,2239,1924,2244,1808,1558,978,1552,1668
SYNPCC7942_RS02060,18400,20475,16609,23098,18053,17545,10901,17451,18189
SYNPCC7942_RS02065,2965,3022,2397,3174,2814,2834,1564,2499,2204
SYNPCC7942_RS02070,8822,8922,8749,10781,8393,9223,4958,7389,8225
SYNPCC7942_RS02075,5360,6304,5565,4666,4361,4092,4530,3076,3151
SYNPCC7942_RS02080,1582,1656,1666,1723,1366,1498,840,1152,1088
SYNPCC7942_RS02085,2409,2424,2190,2594,2300,2846,1490,2100,1840
SYNPCC7942_RS02090,2051,1916,1894,2432,1953,2909,1353,1722,1677
SYNPCC7942_RS02095,3922,4500,3382,4196,3584,3638,2308,3407,3780
SYNPCC7942_RS02100,2932,3361,2158,2878,2182,1691,1640,1670,1970
SYNPCC7942_RS02105,10674,11122,10438,10891,9603,11668,7229,7274,6114
SYNPCC7942_RS02115,4557,4539,3753,4163,3444,3945,2093,2570,3006
SYNPCC7942_RS02120,29281,29196,31833,28955,19679,24391,26820,14374,18616
SYNPCC7942_RS02125,958767,849240,886021,1084466,828402,1004704,457199,657941,657448
SYNPCC7942_RS02130,1777161,1562603,1630645,2247186,1638911,2474578,1222044,1410706,1344026
SYNPCC7942_RS02135,2741968,2485768,2401573,3286509,2646534,2925354,1669041,2286845,2477081
SYNPCC7942_RS02140,27428,27007,21025,28883,23172,25457,16945,20241,18583
SYNPCC7942_RS02145,7472,7539,7303,7236,6562,7391,4022,4787,4534
SYNPCC7942_RS02150,2867,3146,2960,2806,2242,2236,1614,1378,2254
SYNPCC7942_RS02155,21133,22199,23720,20167,17506,21888,14994,12876,12737
SYNPCC7942_RS02160,17390,18691,17272,17054,14658,14344,11612,13170,14410
SYNPCC7942_RS02165,1164820,1287112,1151094,1088225,987820,1165147,962085,722127,637111
SYNPCC7942_RS02170,25311,16819,30161,23091,14581,21918,17729,11929,12974
SYNPCC7942_RS02175,1672,1788,1410,1658,1466,1472,810,1058,934
SYNPCC7942_RS02180,4140,4705,3689,4338,4068,3918,1918,3417,3046
SYNPCC7942_RS02185,9448,11050,9285,10399,9513,9921,5174,7671,8366
SYNPCC7942_RS02190,19160,19963,18502,18891,17915,20799,15402,13487,13408
SYNPCC7942_RS02195,49900,53317,47774,47909,40893,42897,29818,35376,37702
SYNPCC7942_RS02200,3476,3915,3124,3222,2801,2952,1712,2444,3034
SYNPCC7942_RS02205,3754,3902,3242,3747,3224,3623,1791,2746,2478
SYNPCC7942_RS02210,3182,3082,2666,2818,2408,2292,2004,1556,1704
SYNPCC7942_RS02215,172,130,142,175,148,180,94,126,172
SYNPCC7942_RS02220,3932,4855,3588,3818,3890,3378,1990,3487,3539
SYNPCC7942_RS02225,3753,3894,3469,3946,3316,3321,1952,2762,2991
SYNPCC7942_RS02230,186,244,212,300,258,276,130,212,174
SYNPCC7942_RS02240,1200,1126,1000,1064,980,1190,588,836,796
SYNPCC7942_RS13920,982,1038,730,886,988,970,506,692,650
SYNPCC7942_RS02245,4500,5313,4047,4575,4742,4430,2433,3545,3378
SYNPCC7942_RS02250,6249,6597,5674,6359,5216,5789,3250,4051,4188
SYNPCC7942_RS02255,1448,1696,1252,1556,1434,1394,754,1277,1000
SYNPCC7942_RS02260,198245,212594,206782,131246,121830,140023,119270,79349,73195
SYNPCC7942_RS02265,22243,23110,24059,33906,26245,37843,16858,29928,33492
SYNPCC7942_RS02270,7710,7403,8279,11828,8552,12318,6983,10376,11373
SYNPCC7942_RS02275,5680,6740,5216,6527,6069,6150,3394,5137,4566
SYNPCC7942_RS02280,46708,49379,39367,47849,40970,41598,28503,30838,25814
SYNPCC7942_RS02285,2262,2530,1774,2264,2021,1712,1018,1866,1893
SYNPCC7942_RS02290,55474,57760,57279,69664,54875,66819,39842,47821,54598
SYNPCC7942_RS02295,6859,7915,6400,7392,6950,7515,4390,6239,5883
SYNPCC7942_RS02300,30534,34615,31625,35269,28196,29966,19155,28815,28939
SYNPCC7942_RS02305,5356,5575,4719,5197,4396,4868,3895,3730,3278
SYNPCC7942_RS02310,55828,56461,57552,48095,36939,47183,61756,28000,31302
SYNPCC7942_RS02315,6218,6875,5779,6588,5592,6008,4006,5020,5350
SYNPCC7942_RS02320,824,790,632,772,628,694,452,498,546
SYNPCC7942_RS02325,1832,2138,1641,1979,1996,1596,892,1568,1598
SYNPCC7942_RS13675,19053,22022,16758,14826,13968,11227,12070,10225,9162
SYNPCC7942_RS02330,1184,1244,1118,1010,854,998,534,562,708
SYNPCC7942_RS02335,4112,4386,4182,3986,3584,3940,2146,2745,2446
SYNPCC7942_RS02340,4610,5012,4093,4726,4403,4051,2413,3275,3500
SYNPCC7942_RS02345,3049,3060,2606,3064,2208,2812,1352,1750,2131
SYNPCC7942_RS02350,1902,2054,1722,1906,1624,1734,1058,1260,1376
SYNPCC7942_RS02355,838,960,754,914,674,772,574,527,550
SYNPCC7942_RS02360,1814,1814,1582,1550,1352,1410,856,1078,1168
SYNPCC7942_RS02365,8669,10133,7387,6879,7146,5275,4387,5794,4550
SYNPCC7942_RS02370,5002,4996,4115,4507,4245,4244,3844,3546,2708
SYNPCC7942_RS02375,23476,24238,17664,26216,22863,20249,15836,26254,22327
SYNPCC7942_RS02380,3633,4175,3448,4536,3856,4363,2294,3737,3963
SYNPCC7942_RS02385,7861,9135,7751,8738,7712,6200,3851,7261,9692
SYNPCC7942_RS02390,32508,34694,29796,32295,27021,25682,15004,23905,22578
SYNPCC7942_RS02400,14007,15691,11631,14535,14430,14655,8711,11163,9840
SYNPCC7942_RS02405,5632,5886,4389,5609,4930,4772,2949,3454,3223
SYNPCC7942_RS02410,652,763,538,582,524,458,228,444,486
SYNPCC7942_RS02415,51171,55767,46425,59124,50325,44905,27556,52482,50006
SYNPCC7942_RS14140,7181,8211,5976,5405,5662,4014,3558,5031,5194
SYNPCC7942_RS02420,138,152,136,170,158,140,71,145,137
SYNPCC7942_RS02425,4441,4714,4359,4513,4028,4208,2379,2872,2716
SYNPCC7942_RS02430,24249,22638,24501,26547,19276,24578,16521,15074,16121
SYNPCC7942_RS02435,4110,4697,3516,4921,3993,3498,2284,3363,3902
SYNPCC7942_RS02440,19521,20643,17636,17745,16973,17502,9476,13934,12738
SYNPCC7942_RS02445,14105,15944,13467,16846,14780,15668,9188,12387,13975
SYNPCC7942_RS02450,11276,12353,11512,11753,10675,13378,6095,8015,8526
SYNPCC7942_RS02455,25292,27034,21434,26686,24686,23897,15446,19991,15409
SYNPCC7942_RS02460,9110,9337,7458,8951,8910,8363,6079,7631,5323
SYNPCC7942_RS02465,6968,7208,5741,5918,5508,5634,3743,4264,3444
SYNPCC7942_RS02470,3781,4245,3257,2876,3202,2887,1680,2210,1662
SYNPCC7942_RS02475,3842,4424,3266,3928,3532,3316,1982,2690,2476
SYNPCC7942_RS02480,18451,20176,17398,25545,22453,25252,11122,20789,19472
SYNPCC7942_RS02485,15253,15734,16382,14419,12025,13436,8804,8406,8392
SYNPCC7942_RS02490,12243,12806,11344,12374,11507,12261,7019,9589,7846
SYNPCC7942_RS02495,10070,8612,7721,10212,7741,8576,5214,5213,5428
SYNPCC7942_RS13925,1889,1978,2122,1650,1621,2228,1354,1196,1210
SYNPCC7942_RS02505,3294,4089,3218,3851,3423,3763,1808,2706,2548
SYNPCC7942_RS02510,7581,8454,7794,8364,7856,8344,4022,4892,5361
SYNPCC7942_RS02515,3910,4512,3217,4893,3737,3280,1958,3781,4592
SYNPCC7942_RS02520,20830,23921,21033,25992,23194,22383,13418,21170,22075
SYNPCC7942_RS02525,4870,5053,4612,5849,4322,4407,2763,4224,5239
SYNPCC7942_RS14145,4843,4931,4101,4462,3692,2529,2072,3612,5198
SYNPCC7942_RS02530,11473,11217,11118,11259,8761,10620,5743,6584,7747
SYNPCC7942_RS02535,4611,5320,4944,4043,4262,4078,2430,2332,2142
SYNPCC7942_RS02540,1080,1244,1063,1270,1084,1279,710,984,958
SYNPCC7942_RS02545,5640,5701,6214,7141,4819,5729,3648,4370,5421
SYNPCC7942_RS02550,222,308,174,180,200,172,98,144,244
SYNPCC7942_RS02555,1705,1714,1440,1548,1396,1676,786,1147,1352
SYNPCC7942_RS02560,11592,12659,10853,12525,10669,11397,6336,9653,9871
SYNPCC7942_RS02565,21437,22257,18220,14551,15502,14610,14404,10844,7918
SYNPCC7942_RS02570,5174,5731,4189,4480,4438,3656,2128,3444,2617
SYNPCC7942_RS02575,5525,5936,4851,4889,4528,4955,2931,3347,2456
SYNPCC7942_RS02580,1454,1718,1190,1152,1106,858,650,842,840
SYNPCC7942_RS02585,2595,2742,2146,3335,2964,2852,1392,2672,2354
SYNPCC7942_RS02590,2008,2391,1644,1908,1910,1396,930,1524,1680
SYNPCC7942_RS02595,12631,14104,10697,12031,10640,8920,6488,8768,10695
SYNPCC7942_RS02600,12825,14279,10868,12077,13284,12128,6317,10979,10182
SYNPCC7942_RS02605,2884,3241,2308,2870,2626,2536,1403,2000,2150
SYNPCC7942_RS02610,12957,13792,12513,14031,12015,12772,7335,9088,10302
SYNPCC7942_RS02615,1737,2026,1564,1929,1556,1484,772,1194,1088
SYNPCC7942_RS02620,37468,37057,33685,38474,30875,35676,20232,24642,22388
SYNPCC7942_RS02625,10048,10447,9847,11735,9552,11493,5549,8864,9362
SYNPCC7942_RS02630,3107,3305,2796,2437,2758,3164,1594,1871,1486
SYNPCC7942_RS02635,1430,1686,1346,1500,1316,1210,718,1158,1346
SYNPCC7942_RS02640,1192,1282,938,1070,1030,896,550,812,814
SYNPCC7942_RS02645,850,804,648,642,646,590,350,458,380
SYNPCC7942_RS02655,1934,1994,2324,1954,1324,1779,1014,872,1674
SYNPCC7942_RS02660,3590,3618,3328,3733,3059,3461,2277,2626,2859
SYNPCC7942_RS02665,2236,2312,2284,2357,2024,2155,1058,1510,1624
SYNPCC7942_RS02670,5060,5825,4778,5590,5414,5846,2557,3871,3567
SYNPCC7942_RS02675,1360,1350,1298,1306,1326,1372,820,890,820
SYNPCC7942_RS02680,14242,13538,16805,17551,12774,20592,6988,9151,11620
SYNPCC7942_RS02685,12891,12298,12425,18578,11869,15812,9852,10435,13944
SYNPCC7942_RS02690,6740,6962,6867,8026,6378,7288,4163,5370,5977
SYNPCC7942_RS02695,1576,1752,1358,1594,1566,1700,588,1328,1210
SYNPCC7942_RS02700,6625,6677,6357,7191,6409,7309,3958,5279,5273
SYNPCC7942_RS02705,1177,1184,1060,1032,960,998,600,718,768
SYNPCC7942_RS02710,748,705,700,522,528,504,354,386,432
SYNPCC7942_RS02715,11439,12495,10458,9587,10226,9472,6302,7740,5925
SYNPCC7942_RS02720,83777,90694,78299,51113,54134,40837,55578,38806,39349
SYNPCC7942_RS02725,6693,7857,6103,4861,5674,3631,3462,4262,4443
SYNPCC7942_RS02730,35729,39927,34178,31131,31799,31333,19371,26237,21407
SYNPCC7942_RS02735,110488,111285,98616,100590,87361,90947,55718,66727,62434
SYNPCC7942_RS02740,828,886,818,734,786,806,614,620,608
SYNPCC7942_RS02745,1627,1704,1642,1620,1330,1380,952,1116,1324
SYNPCC7942_RS02750,1426,1356,1278,1466,1084,1261,896,904,1060
SYNPCC7942_RS02755,474,490,378,376,268,328,280,250,290
SYNPCC7942_RS02760,4474,4944,3730,3842,4066,3514,1902,3438,3097
SYNPCC7942_RS02765,3046,3094,2781,2680,2615,2332,1412,2004,2315
SYNPCC7942_RS02770,804,856,602,614,548,516,348,370,228
SYNPCC7942_RS02775,3092,3292,2755,2622,2464,2300,1787,1712,1518
SYNPCC7942_RS02780,10905,11778,10406,11277,10012,11350,6269,8191,9265
SYNPCC7942_RS02785,592,621,450,672,580,648,318,464,484
SYNPCC7942_RS02790,17036,15842,16427,20120,16500,20338,10239,14342,14333
SYNPCC7942_RS02795,15491,16803,13779,20416,15143,15941,8749,13526,15584
SYNPCC7942_RS02800,1198,1308,1110,1476,1288,1270,590,1099,1183
SYNPCC7942_RS02805,14083,16963,11461,8343,8619,4970,22996,5574,9355
SYNPCC7942_RS02810,3506,4068,3042,3750,3498,3496,1706,3266,2872
SYNPCC7942_RS02815,11662,14191,10539,16795,14735,14180,6470,14811,15526
SYNPCC7942_RS02820,13311,14864,11157,13996,12612,12879,6580,10193,9958
SYNPCC7942_RS02825,1176,1230,1084,1155,948,988,496,670,940
SYNPCC7942_RS02830,12794,14222,13815,13907,12727,14764,7296,10647,14796
SYNPCC7942_RS02835,2833,3648,2864,3452,3656,4498,1992,3338,3098
SYNPCC7942_RS02840,10210,11488,10066,10454,9903,10177,5739,8439,8536
SYNPCC7942_RS02845,17017,17651,15169,20359,16769,17328,9854,16244,16509
SYNPCC7942_RS02850,3054,3574,2571,3333,3400,3074,1588,2931,2824
SYNPCC7942_RS02855,14196,15876,13484,15587,15160,15721,7374,14250,12247
SYNPCC7942_RS02860,2538,3292,2364,2906,2648,2269,1453,2194,2464
SYNPCC7942_RS02865,7533,8036,7111,7898,7502,7551,3930,5638,4815
SYNPCC7942_RS02870,6919,6819,7310,7014,5849,6463,4424,4300,4048
SYNPCC7942_RS02875,11987,12672,12494,12963,12546,13403,7720,9002,7188
SYNPCC7942_RS02880,2269,2650,1935,2488,2393,2256,1006,1920,2046
SYNPCC7942_RS02885,4522,5252,4566,4733,4438,4114,2258,3307,3441
SYNPCC7942_RS02890,5558,5874,4636,5436,5357,4460,2934,4351,3358
SYNPCC7942_RS02895,75289,71256,67082,59452,62967,57014,31835,35849,26342
SYNPCC7942_RS02900,13397,13770,13454,15170,11528,14189,7804,9766,10946
SYNPCC7942_RS02905,10402,10596,10222,9093,8271,9697,5621,5260,5000
SYNPCC7942_RS02910,2065,2018,1999,2181,1734,1988,1153,1278,1187
SYNPCC7942_RS02915,52,70,76,68,42,56,42,56,100
SYNPCC7942_RS02920,5134,5122,5917,5482,4010,4637,2555,2360,3073
SYNPCC7942_RS02925,4738,4840,3655,4371,3467,3241,2237,2888,2818
SYNPCC7942_RS02930,24494,23052,21518,22986,18878,20339,14542,14015,13564
SYNPCC7942_RS02935,3737,4032,3918,3887,3142,3698,2316,2358,2934
SYNPCC7942_RS13930,1744,2210,1471,1245,1250,1182,900,890,888
SYNPCC7942_RS02940,129770,118377,114735,155223,118539,139724,64609,93139,92324
SYNPCC7942_RS02945,46239,44151,38347,54644,42614,46792,21079,36482,34994
SYNPCC7942_RS02950,12584,13381,10735,12927,11607,11104,5714,9312,8766
SYNPCC7942_RS02955,5581,6358,6072,7147,5516,6969,3587,3752,4222
SYNPCC7942_RS02960,1150,1309,1032,1278,1210,1172,604,830,804
SYNPCC7942_RS02965,5998,7573,5653,5680,5829,5314,3502,4646,4244
SYNPCC7942_RS02970,1374,1870,1378,1223,1443,1170,790,1064,912
SYNPCC7942_RS02975,45040,52179,46612,51844,50700,54443,25788,48768,46582
SYNPCC7942_RS02980,2140,2062,1798,2060,1722,1818,960,1550,1454
SYNPCC7942_RS02985,772289,739095,336568,633132,326474,144824,387943,474903,826998
SYNPCC7942_RS02990,16130,16775,15941,14000,11717,13700,8763,10314,12420
SYNPCC7942_RS02995,2999,2815,3513,2151,1995,2192,1257,1177,1535
SYNPCC7942_RS03000,7534643,7752491,5268377,6267282,4464475,3162019,3934350,3803615,5258601
SYNPCC7942_RS03005,211,166,158,231,207,139,98,148,141
SYNPCC7942_RS03010,12487,11992,10503,11044,9998,9480,6165,7741,7181
SYNPCC7942_RS03015,3072,3091,2406,2412,2318,2156,1609,1600,1434
SYNPCC7942_RS13680,5754,6598,5046,4502,4353,4132,5024,3255,2570
SYNPCC7942_RS03020,12621,12866,12851,16119,11139,13407,8678,9285,11038
SYNPCC7942_RS03025,3726,3872,3319,4535,3486,3889,2343,2978,3423
SYNPCC7942_RS03030,1510,1490,1220,1423,1322,1356,782,1166,1106
SYNPCC7942_RS03035,3074,3264,2814,3112,2502,2854,1678,1874,1966
SYNPCC7942_RS13615,3199,3608,3076,3168,3068,3106,2116,2268,2004
SYNPCC7942_RS03045,11785,13210,11231,13893,11141,12723,7824,10415,11629
SYNPCC7942_RS03050,14095,14354,15670,15782,13860,19327,11653,11607,11452
SYNPCC7942_RS03055,2696,2884,2438,3315,2438,2736,1396,2194,2418
SYNPCC7942_RS03060,1491,1758,1374,1351,1356,1272,858,988,1108
SYNPCC7942_RS03065,53794,59826,40878,46751,54894,46564,25086,44106,32168
SYNPCC7942_RS03070,3151,3068,3478,3951,2705,4072,2277,1610,1550
SYNPCC7942_RS03075,19214,20596,22395,21281,16197,18759,11783,9431,10606
SYNPCC7942_RS03080,17235,18233,16789,20560,18659,22387,9624,17272,15278
SYNPCC7942_RS03090,8415,8252,6685,8822,7452,7762,3977,5955,5471
SYNPCC7942_RS03095,50957,49136,41221,52659,43986,46796,25472,35370,29022
SYNPCC7942_RS03100,18627,21670,17540,15655,15281,13709,11715,11371,10898
SYNPCC7942_RS03105,2659,2746,2455,2594,2320,2588,1422,1676,1552
SYNPCC7942_RS03110,1174,1162,902,1104,944,1182,606,836,880
SYNPCC7942_RS03115,1646,1662,1448,1349,1302,902,913,922,960
SYNPCC7942_RS03120,9583,9691,8966,10950,9319,11116,5630,8149,8987
SYNPCC7942_RS03125,8769,9828,8018,6921,6970,6796,3959,4982,4398
SYNPCC7942_RS03130,8727,9916,7874,8593,8868,7994,5687,7438,5863
SYNPCC7942_RS03135,7986,9239,7220,9049,8451,7908,4180,7374,7074
SYNPCC7942_RS03140,7890,9069,6682,7927,7200,7242,4412,5434,4942
SYNPCC7942_RS03145,1158,1242,978,1254,974,1058,566,692,770
SYNPCC7942_RS03150,9478,9816,8303,8304,7872,8044,4905,6240,5234
SYNPCC7942_RS03155,3286,3706,2804,3089,2992,2824,1672,2294,2032
SYNPCC7942_RS03160,1905,1954,1418,1962,1616,1478,868,1352,1362
SYNPCC7942_RS03165,1691,1676,1500,1686,1302,1542,786,1068,1328
SYNPCC7942_RS03170,28409,33530,25533,25749,26347,23044,15140,20405,17163
SYNPCC7942_RS03175,8231,8276,6927,6967,6031,5820,3979,4271,4271
SYNPCC7942_RS03180,9955,10896,9559,12197,9587,10526,7509,8108,8188
SYNPCC7942_RS03185,18422,18956,17325,21442,17027,18761,10859,15444,15878
SYNPCC7942_RS03190,28258,28708,26818,27649,23567,25295,14902,19073,19620
SYNPCC7942_RS03195,17068,18299,15689,20235,16744,10236,11686,14593,9301
SYNPCC7942_RS03200,10025,11010,8906,13727,10404,11920,6487,10776,12570
SYNPCC7942_RS03205,30622,32937,26590,35437,28249,28788,15901,26276,26879
SYNPCC7942_RS03210,13811,15269,13834,13469,11545,12433,7976,9826,11160
SYNPCC7942_RS03215,76,76,46,106,52,86,48,52,44
SYNPCC7942_RS03220,718,870,718,736,774,740,376,504,772
SYNPCC7942_RS03225,3724,4090,3108,4180,3334,2788,2120,2904,3199
SYNPCC7942_RS03230,416,510,290,405,338,294,202,290,274
SYNPCC7942_RS03235,18699,18056,15700,17396,15940,15659,9977,12429,9213
SYNPCC7942_RS03240,15630,15876,15131,10601,9427,9051,14417,7255,5367
SYNPCC7942_RS03245,26113,25284,25462,18506,15785,15080,26564,12407,8643
SYNPCC7942_RS03250,48174,50126,46313,51607,43232,47503,37419,38421,33685
SYNPCC7942_RS03255,33537,33048,33379,38569,32296,38524,22898,30517,27747
SYNPCC7942_RS03260,68720,67918,68406,79984,66699,84233,48694,60230,52330
SYNPCC7942_RS03265,37941,36576,34950,39871,32584,36304,23884,31278,28188
SYNPCC7942_RS03270,28546,30720,28229,29298,25831,28483,15900,21942,23144
SYNPCC7942_RS03275,10761,11215,10539,11733,9311,10302,7966,8849,9256
SYNPCC7942_RS03280,10410,11217,8132,7669,8153,7074,4828,6371,4557
SYNPCC7942_RS03285,9049,10023,9203,10324,9854,11204,5408,9252,9250
SYNPCC7942_RS03290,6947,7534,6464,6776,6255,6883,3718,4910,4630
SYNPCC7942_RS03295,14150,15177,13035,17782,14065,14903,9001,13133,13088
SYNPCC7942_RS03300,4675,4862,5092,5838,4681,6243,3011,4339,4690
SYNPCC7942_RS03305,49653,48373,49176,58860,43483,56236,27822,29791,32920
SYNPCC7942_RS03310,46537,49991,45694,41525,36669,38131,30650,28417,31107
SYNPCC7942_RS03315,1138,1200,850,894,850,919,592,660,668
SYNPCC7942_RS03320,15300,16017,17526,20153,14624,19551,10721,10480,12244
SYNPCC7942_RS13685,3609,3835,3594,3371,3295,3522,1613,2246,2287
SYNPCC7942_RS03325,113629,112905,105405,103522,99769,109141,56710,80706,65656
SYNPCC7942_RS03330,11410,10802,9275,17823,12106,13780,5240,10273,11524
SYNPCC7942_RS03335,18684,19545,16711,21225,15952,16252,8517,12165,14132
SYNPCC7942_RS03340,6635,7296,5410,6437,5473,5241,2934,4998,5017
SYNPCC7942_RS03345,22781,23479,21389,22732,19958,23097,12317,17148,15180
SYNPCC7942_RS03350,20560,21672,19582,21479,18678,19300,12245,15633,15715
SYNPCC7942_RS03355,160791,161401,140930,128750,115169,101482,166217,91931,103654
SYNPCC7942_RS03360,365134,365187,319940,313775,273235,290307,422553,228150,230542
SYNPCC7942_RS03365,98917,96854,106318,100695,77806,112659,64209,64284,76121
SYNPCC7942_RS03370,12622,11483,10906,11793,8199,9869,6371,6152,6327
SYNPCC7942_RS03375,8958,10240,7846,11167,10098,11487,5307,10166,9148
SYNPCC7942_RS03380,2973,3430,2666,2903,2448,2444,1548,2065,2820
SYNPCC7942_RS03385,6373,7154,5788,6911,6419,6585,3038,5852,5606
SYNPCC7942_RS03390,16193,17102,18161,18526,13158,16425,12880,9102,11876
